"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","kraj","orp","okres"
"Podluhy","607,00","111,00","78,00","186,00","189,00","23,00","20,00","Středočeský kraj","HOŘOVICE","Beroun"
"Podmoklany","139,00","26,00","11,00","58,00","38,00","3,00","3,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Podmokly","177,00","26,00","17,00","67,00","61,00","2,00","4,00","Plzeňský kraj","SUŠICE","Klatovy"
"Podmokly","275,00","41,00","38,00","90,00","88,00","8,00","10,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Podmoky","91,00","28,00","7,00","22,00","23,00","6,00","5,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Podmolí","154,00","11,00","20,00","52,00","58,00","7,00","6,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Podmyče","98,00","13,00","13,00","41,00","28,00","2,00","1,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Podolanka","483,00","68,00","60,00","157,00","172,00","14,00","12,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Podolí","94,00","15,00","17,00","29,00","26,00","3,00","4,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Podolí","193,00","40,00","26,00","60,00","57,00","7,00","3,00","Olomoucký kraj","PŘEROV","Přerov"
"Podolí","771,00","112,00","118,00","272,00","241,00","13,00","15,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Podolí","1 110,00","178,00","156,00","380,00","334,00","35,00","27,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Podolí","231,00","23,00","43,00","81,00","73,00","7,00","4,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Podolí I","341,00","49,00","43,00","122,00","106,00","10,00","11,00","Jihočeský kraj","PÍSEK","Písek"
"Podomí","417,00","55,00","55,00","146,00","134,00","12,00","15,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Podsedice","653,00","114,00","82,00","220,00","201,00","15,00","21,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Podůlšany","144,00","24,00","16,00","52,00","44,00","3,00","5,00","Pardubický kraj","PARDUBICE","Pardubice"
"Podůlší","245,00","21,00","51,00","86,00","83,00","2,00","2,00","Královéhradecký kraj","JIČÍN","Jičín"
"Podveky","214,00","42,00","25,00","70,00","66,00","5,00","6,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Pohled","769,00","114,00","113,00","241,00","245,00","30,00","26,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Pohledy","340,00","41,00","61,00","119,00","104,00","8,00","7,00","Pardubický kraj","SVITAVY","Svitavy"
"Pohnánec","61,00","11,00","10,00","17,00","18,00","2,00","3,00","Jihočeský kraj","TÁBOR","Tábor"
"Pohnání","86,00","16,00","16,00","27,00","23,00","2,00","2,00","Jihočeský kraj","TÁBOR","Tábor"
"Pohořelice","828,00","143,00","125,00","260,00","249,00","29,00","22,00","Zlínský kraj","OTROKOVICE","Zlín"
"Pohořelice","2","2","2","2","2","2","2","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Pohoří","224,00","28,00","36,00","94,00","57,00","6,00","3,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Pohoří","612,00","75,00","123,00","199,00","192,00","13,00","10,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Pohorovice","64,00","9,00","7,00","28,00","18,00","1,00","1,00","Jihočeský kraj","VODŇANY","Strakonice"
"Pohorská Ves","330,00","17,00","72,00","139,00","96,00","4,00","2,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Pojbuky","120,00","21,00","11,00","45,00","37,00","4,00","2,00","Jihočeský kraj","TÁBOR","Tábor"
"Pokojov","154,00","22,00","31,00","45,00","47,00","2,00","7,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Pokojovice","86,00","14,00","14,00","28,00","23,00","3,00","4,00","Vysočina","TŘEBÍČ","Třebíč"
"Pokřikov","270,00","44,00","55,00","79,00","81,00","6,00","5,00","Pardubický kraj","HLINSKO","Chrudim"
"Polánka","47,00","10,00","2,00","19,00","15,00","1,00","0,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Poleň","267,00","44,00","35,00","91,00","76,00","8,00","13,00","Plzeňský kraj","KLATOVY","Klatovy"
"Polepy","1 202,00","164,00","186,00","411,00","378,00","34,00","29,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Polepy","561,00","58,00","68,00","214,00","182,00","19,00","20,00","Středočeský kraj","KOLÍN","Kolín"
"Polerady","223,00","27,00","39,00","77,00","64,00","6,00","10,00","Ústecký kraj","MOST","Most"
"Polerady","225,00","18,00","44,00","70,00","80,00","6,00","7,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Polesí","83,00","22,00","12,00","24,00","17,00","4,00","4,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Polešovice","1 952,00","292,00","271,00","656,00","624,00","58,00","51,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Polevsko","346,00","34,00","59,00","129,00","105,00","9,00","10,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Police","233,00","39,00","30,00","72,00","79,00","6,00","7,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Police","390,00","57,00","57,00","141,00","121,00","8,00","6,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Police","546,00","71,00","93,00","180,00","175,00","14,00","13,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Police nad Metují","4 293,00","725,00","623,00","1 374,00","1 330,00","136,00","105,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Polička","9 121,00","1 313,00","1 474,00","2 946,00","2 906,00","273,00","209,00","Pardubický kraj","POLIČKA","Svitavy"
"Polkovice","498,00","73,00","100,00","153,00","140,00","16,00","16,00","Olomoucký kraj","PŘEROV","Přerov"
"Polná","5 064,00","672,00","881,00","1 646,00","1 600,00","129,00","136,00","Vysočina","JIHLAVA","Jihlava"
"Polní Chrčice","141,00","35,00","17,00","46,00","34,00","6,00","3,00","Středočeský kraj","KOLÍN","Kolín"
"Polní Voděrady","132,00","19,00","25,00","41,00","38,00","4,00","5,00","Středočeský kraj","KOLÍN","Kolín"
"Polnička","652,00","94,00","102,00","206,00","205,00","22,00","23,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Polom","275,00","31,00","57,00","91,00","86,00","4,00","6,00","Olomoucký kraj","HRANICE","Přerov"
"Polom","118,00","17,00","18,00","43,00","38,00","1,00","1,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Polomí","144,00","27,00","11,00","51,00","50,00","3,00","2,00","Olomoucký kraj","KONICE","Prostějov"
"Polště","97,00","20,00","15,00","34,00","24,00","3,00","1,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Pomezí","1 026,00","142,00","195,00","317,00","321,00","29,00","22,00","Pardubický kraj","POLIČKA","Svitavy"
"Pomezí nad Ohří","103,00","8,00","16,00","43,00","33,00","2,00","1,00","Karlovarský kraj","CHEB","Cheb"
"Ponědraž","117,00","26,00","17,00","34,00","34,00","3,00","3,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Ponědrážka","86,00","23,00","6,00","28,00","24,00","3,00","2,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Ponětovice","319,00","40,00","45,00","100,00","108,00","12,00","14,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Poniklá","1 242,00","194,00","209,00","403,00","361,00","43,00","32,00","Liberecký kraj","JILEMNICE","Semily"
"Popelín","452,00","78,00","59,00","150,00","147,00","7,00","11,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Popice","943,00","108,00","151,00","321,00","322,00","17,00","24,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Popovice","272,00","56,00","35,00","82,00","79,00","8,00","12,00","Středočeský kraj","BENEŠOV","Benešov"
"Popovice","1 091,00","155,00","162,00","379,00","344,00","24,00","27,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Popovice","324,00","41,00","42,00","123,00","104,00","7,00","7,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Popovičky","200,00","23,00","29,00","66,00","71,00","3,00","8,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Popůvky","668,00","95,00","104,00","211,00","224,00","16,00","18,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Popůvky","87,00","21,00","9,00","26,00","21,00","7,00","3,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Poříčany","2","2","2","2","2","2","2","Středočeský kraj","ČESKÝ BROD","Kolín"
"Poříčí nad Sázavou","1 054,00","148,00","161,00","349,00","337,00","33,00","26,00","Středočeský kraj","BENEŠOV","Benešov"
"Poříčí u Litomyšle","415,00","58,00","70,00","147,00","115,00","15,00","10,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Pošná","221,00","50,00","23,00","77,00","60,00","5,00","6,00","Vysočina","PACOV","Pelhřimov"
"Postoloprty","4 999,00","481,00","1 035,00","1 672,00","1 556,00","130,00","125,00","Ústecký kraj","LOUNY","Louny"
"Poštovice","196,00","38,00","24,00","67,00","57,00","7,00","3,00","Středočeský kraj","SLANÝ","Kladno"
"Postřekov","1 124,00","171,00","157,00","382,00","348,00","41,00","25,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Postřelmov","3 285,00","392,00","521,00","1 079,00","1 106,00","105,00","82,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Postřelmůvek","354,00","52,00","44,00","124,00","117,00","10,00","7,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Postřižín","2","2","2","2","2","2","2","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Postupice","1 110,00","163,00","161,00","401,00","338,00","23,00","24,00","Středočeský kraj","BENEŠOV","Benešov"
"Poteč","750,00","102,00","145,00","246,00","229,00","13,00","15,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Potěhy","643,00","60,00","108,00","224,00","223,00","13,00","15,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Potštát","1 197,00","156,00","193,00","394,00","376,00","43,00","35,00","Olomoucký kraj","HRANICE","Přerov"
"Potštejn","917,00","149,00","120,00","299,00","298,00","26,00","25,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Potůčky","368,00","41,00","52,00","131,00","127,00","8,00","9,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Potvorov","151,00","26,00","21,00","51,00","47,00","2,00","4,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Poustka","117,00","9,00","25,00","43,00","35,00","2,00","3,00","Karlovarský kraj","CHEB","Cheb"
"Pouzdřany","752,00","95,00","117,00","259,00","229,00","26,00","26,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Povrly","2 227,00","272,00","367,00","756,00","716,00","63,00","53,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Pozďatín","178,00","27,00","28,00","54,00","53,00","5,00","11,00","Vysočina","TŘEBÍČ","Třebíč"
"Pozděchov","566,00","91,00","97,00","173,00","169,00","18,00","18,00","Zlínský kraj","VSETÍN","Vsetín"
"Pozdeň","390,00","61,00","56,00","135,00","120,00","10,00","8,00","Středočeský kraj","SLANÝ","Kladno"
"Pozlovice","1 182,00","148,00","197,00","385,00","393,00","30,00","29,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Pozořice","2 095,00","319,00","328,00","680,00","654,00","59,00","55,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Práče","787,00","40,00","167,00","283,00","280,00","9,00","8,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Prace","871,00","110,00","146,00","291,00","274,00","26,00","24,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Pracejovice","294,00","42,00","51,00","100,00","88,00","9,00","4,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Prachatice","11 789,00","1 272,00","1 878,00","3 951,00","4 107,00","281,00","300,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Prachovice","1 513,00","171,00","244,00","541,00","493,00","35,00","29,00","Pardubický kraj","CHRUDIM","Chrudim"
"Prackovice nad Labem","534,00","63,00","90,00","185,00","158,00","20,00","18,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Prádlo","215,00","47,00","23,00","62,00","65,00","10,00","8,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Prakšice","957,00","142,00","160,00","331,00","281,00","20,00","23,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Prameny","153,00","3,00","24,00","61,00","61,00","3,00","1,00","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb"
"Prasek","577,00","83,00","91,00","192,00","190,00","10,00","11,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Praskačka","943,00","143,00","147,00","308,00","294,00","24,00","27,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Prasklice","244,00","64,00","33,00","63,00","69,00","6,00","9,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Praskolesy","823,00","125,00","113,00","277,00","241,00","32,00","35,00","Středočeský kraj","HOŘOVICE","Beroun"
"Přáslavice","1 305,00","166,00","237,00","428,00","417,00","35,00","22,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Pravčice","725,00","98,00","118,00","253,00","228,00","16,00","12,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Pravice","319,00","41,00","54,00","111,00","105,00","5,00","3,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Pravlov","517,00","52,00","81,00","186,00","166,00","16,00","16,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Pravonín","552,00","88,00","94,00","181,00","162,00","17,00","10,00","Středočeský kraj","VLAŠIM","Benešov"
"Pravy","89,00","12,00","16,00","30,00","25,00","1,00","5,00","Pardubický kraj","PARDUBICE","Pardubice"
"Pražmo","987,00","102,00","173,00","332,00","328,00","27,00","25,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Přeborov","134,00","21,00","16,00","47,00","45,00","2,00","3,00","Jihočeský kraj","MILEVSKO","Písek"
"Přebuz","84,00","21,00","7,00","25,00","26,00","1,00","4,00","Karlovarský kraj","KRASLICE","Sokolov"
"Přechovice","102,00","17,00","15,00","35,00","28,00","4,00","3,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Přeckov","75,00","12,00","16,00","22,00","22,00","1,00","2,00","Vysočina","TŘEBÍČ","Třebíč"
"Předboj","380,00","55,00","61,00","122,00","128,00","9,00","5,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Předenice","168,00","23,00","22,00","56,00","55,00","5,00","7,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Předhradí","467,00","95,00","63,00","152,00","128,00","10,00","19,00","Pardubický kraj","CHRUDIM","Chrudim"
"Předín","710,00","111,00","138,00","214,00","216,00","18,00","13,00","Vysočina","TŘEBÍČ","Třebíč"
"Předklášteří","1 461,00","259,00","214,00","449,00","458,00","38,00","43,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Předměřice nad Jizerou","687,00","84,00","97,00","226,00","249,00","17,00","14,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Předměřice nad Labem","1 730,00","208,00","314,00","579,00","560,00","36,00","33,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Předmíř","315,00","45,00","43,00","110,00","103,00","8,00","6,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Přední Výtoň","238,00","16,00","37,00","88,00","80,00","5,00","12,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Přední Zborovice","54,00","22,00","1,00","15,00","13,00","1,00","2,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Předotice","416,00","83,00","61,00","132,00","116,00","16,00","8,00","Jihočeský kraj","PÍSEK","Písek"
"Předslav","699,00","110,00","112,00","228,00","225,00","13,00","11,00","Plzeňský kraj","KLATOVY","Klatovy"
"Předslavice","234,00","53,00","22,00","74,00","67,00","7,00","11,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Přehořov","331,00","48,00","59,00","112,00","97,00","7,00","8,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Přehvozdí","181,00","20,00","30,00","54,00","62,00","7,00","8,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Přehýšov","593,00","62,00","90,00","172,00","227,00","25,00","17,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Přelíc","317,00","57,00","47,00","103,00","97,00","6,00","7,00","Středočeský kraj","SLANÝ","Kladno"
"Přelouč","8 548,00","1 248,00","1 262,00","2 775,00","2 749,00","273,00","241,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Přelovice","190,00","35,00","22,00","62,00","61,00","5,00","5,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Přemyslovice","1 272,00","213,00","195,00","402,00","385,00","40,00","37,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Přepeře","124,00","24,00","16,00","40,00","35,00","5,00","4,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Přepychy","613,00","135,00","76,00","187,00","184,00","18,00","13,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Přepychy","66,00","14,00","2,00","25,00","20,00","3,00","2,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Přerov","46 938,00","6 644,00","6 581,00","15 267,00","15 474,00","1 603,00","1 369,00","Olomoucký kraj","PŘEROV","Přerov"
"Přerov nad Labem","1 115,00","138,00","149,00","390,00","370,00","39,00","29,00","Středočeský kraj","LYSÁ NAD LABEM","Nymburk"
"Přerubenice","63,00","11,00","9,00","20,00","18,00","3,00","2,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Přeskače","106,00","19,00","19,00","29,00","33,00","1,00","5,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Přešovice","136,00","36,00","12,00","41,00","39,00","5,00","3,00","Vysočina","TŘEBÍČ","Třebíč"
"Přestanov","331,00","39,00","59,00","113,00","103,00","8,00","9,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Přestavlky","221,00","25,00","44,00","70,00","71,00","8,00","3,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Přestavlky","188,00","21,00","33,00","70,00","58,00","3,00","3,00","Pardubický kraj","CHRUDIM","Chrudim"
"Přestavlky","208,00","39,00","19,00","90,00","51,00","7,00","2,00","Plzeňský kraj","STOD","Plzeň-jih"
"Přestavlky","254,00","45,00","34,00","80,00","80,00","8,00","7,00","Olomoucký kraj","PŘEROV","Přerov"
"Přestavlky u Čerčan","257,00","33,00","40,00","92,00","81,00","5,00","6,00","Středočeský kraj","BENEŠOV","Benešov"
"Přeštěnice","297,00","35,00","62,00","96,00","89,00","7,00","8,00","Jihočeský kraj","MILEVSKO","Písek"
"Přeštice","6 412,00","866,00","975,00","2 090,00","2 080,00","223,00","178,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Přešťovice","423,00","71,00","56,00","137,00","125,00","15,00","19,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Převýšov","336,00","57,00","47,00","108,00","109,00","7,00","8,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Přezletice","777,00","114,00","124,00","242,00","249,00","19,00","29,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Přibice","2","2","2","2","2","2","2","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Příbor","8 798,00","1 210,00","1 374,00","2 908,00","2 807,00","283,00","216,00","Moravskoslezský kraj","KOPŘIVNICE","Nový Jičín"
"Příbram","35 147,00","4 826,00","5 079,00","11 706,00","11 776,00","989,00","771,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Příbram na Moravě","565,00","119,00","83,00","168,00","155,00","24,00","16,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Příbraz","228,00","48,00","33,00","72,00","47,00","18,00","10,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Přibyslav","3 951,00","567,00","630,00","1 307,00","1 254,00","99,00","94,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Přibyslav","159,00","19,00","21,00","56,00","56,00","3,00","4,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod"
"Přibyslavice","435,00","80,00","59,00","139,00","133,00","14,00","10,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Přibyslavice","785,00","109,00","129,00","258,00","249,00","20,00","20,00","Vysočina","TŘEBÍČ","Třebíč"
"Příchovice","987,00","142,00","174,00","310,00","309,00","26,00","26,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Příčina","177,00","27,00","30,00","51,00","56,00","5,00","8,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Příčovy","252,00","30,00","43,00","88,00","82,00","4,00","5,00","Středočeský kraj","SEDLČANY","Příbram"
"Přídolí","588,00","57,00","113,00","214,00","181,00","10,00","13,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Příkazy","1 203,00","189,00","166,00","397,00","377,00","38,00","36,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Příkosice","349,00","63,00","46,00","113,00","98,00","16,00","13,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Příkrý","245,00","49,00","44,00","76,00","58,00","7,00","11,00","Liberecký kraj","SEMILY","Semily"
"Přílepy","843,00","122,00","140,00","274,00","259,00","27,00","21,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Přílepy","186,00","20,00","24,00","68,00","62,00","6,00","6,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Příluka","159,00","22,00","28,00","53,00","47,00","3,00","6,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Přimda","1 369,00","146,00","211,00","521,00","442,00","23,00","26,00","Plzeňský kraj","TACHOV","Tachov"
"Přísečná","206,00","31,00","22,00","68,00","74,00","8,00","3,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Příseka","334,00","42,00","50,00","106,00","112,00","11,00","13,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Přišimasy","532,00","66,00","104,00","178,00","166,00","9,00","9,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Přísnotice","802,00","130,00","124,00","269,00","240,00","18,00","21,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Příšov","238,00","33,00","52,00","70,00","67,00","8,00","8,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Příšovice","1 265,00","131,00","199,00","448,00","433,00","32,00","22,00","Liberecký kraj","TURNOV","Liberec"
"Přistoupim","401,00","59,00","72,00","121,00","126,00","15,00","8,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Příštpo","273,00","56,00","43,00","85,00","72,00","10,00","7,00","Vysočina","TŘEBÍČ","Třebíč"
"Přítluky","751,00","104,00","104,00","277,00","235,00","16,00","15,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Přívětice","207,00","34,00","35,00","68,00","55,00","8,00","7,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Přívrat","328,00","37,00","69,00","109,00","98,00","5,00","10,00","Pardubický kraj","ČESKÁ TŘEBOVÁ","Ústí nad Orlicí"
"Prlov","526,00","60,00","80,00","196,00","166,00","16,00","8,00","Zlínský kraj","VSETÍN","Vsetín"
"Proboštov","2 389,00","265,00","363,00","838,00","786,00","62,00","75,00","Ústecký kraj","TEPLICE","Teplice"
"Probulov","51,00","21,00","3,00","17,00","9,00","1,00","0,00","Jihočeský kraj","PÍSEK","Písek"
"Prodašice","92,00","11,00","14,00","34,00","30,00","1,00","2,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Prokopov","92,00","17,00","16,00","31,00","25,00","2,00","1,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Proruby","51,00","7,00","2,00","16,00","21,00","3,00","2,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Proseč","65,00","12,00","11,00","18,00","16,00","2,00","6,00","Vysočina","HUMPOLEC","Pelhřimov"
"Proseč","2 119,00","299,00","393,00","645,00","655,00","64,00","63,00","Pardubický kraj","CHRUDIM","Chrudim"
"Proseč pod Ještědem","269,00","45,00","32,00","96,00","81,00","8,00","7,00","Liberecký kraj","LIBEREC","Liberec"
"Proseč pod Křemešníkem","81,00","19,00","8,00","32,00","22,00","0,00","0,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Prosečné","539,00","56,00","77,00","189,00","180,00","20,00","17,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Prosenice","841,00","132,00","130,00","264,00","268,00","27,00","20,00","Olomoucký kraj","PŘEROV","Přerov"
"Prosenická Lhota","455,00","63,00","66,00","166,00","143,00","12,00","5,00","Středočeský kraj","SEDLČANY","Příbram"
"Prosetín","782,00","122,00","125,00","259,00","248,00","18,00","10,00","Pardubický kraj","CHRUDIM","Chrudim"
"Prosetín","418,00","53,00","87,00","126,00","128,00","10,00","14,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Prosíčka","108,00","15,00","17,00","34,00","32,00","5,00","5,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Prosiměřice","736,00","123,00","121,00","234,00","233,00","14,00","11,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Prostějov","47 165,00","7 037,00","6 494,00","14 977,00","15 838,00","1 543,00","1 276,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Prostějovičky","281,00","51,00","50,00","84,00","83,00","8,00","5,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Prostiboř","142,00","17,00","17,00","56,00","45,00","3,00","4,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Prostřední Bečva","1 671,00","234,00","249,00","560,00","548,00","40,00","40,00","Zlínský kraj","ROŽNOV POD RADHOŠTĚM","Vsetín"
"Prostřední Poříčí","265,00","45,00","48,00","87,00","70,00","7,00","8,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Protivanov","1 079,00","142,00","158,00","360,00","376,00","20,00","23,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Protivín","5 036,00","682,00","809,00","1 693,00","1 594,00","126,00","132,00","Jihočeský kraj","PÍSEK","Písek"
"Provodín","686,00","72,00","94,00","259,00","236,00","14,00","11,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Provodov","745,00","146,00","109,00","235,00","215,00","21,00","19,00","Zlínský kraj","ZLÍN","Zlín"
"Provodov-Šonov","1 082,00","120,00","186,00","364,00","352,00","28,00","32,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod"
"Provodovice","143,00","21,00","22,00","43,00","45,00","4,00","8,00","Olomoucký kraj","HRANICE","Přerov"
