"obce","Počet obyvatel dle Sčítání lidu 1950","kraj","orp","okres"
"Libědice","394,00","Ústecký kraj","KADAŇ","Chomutov"
"Libějice","127,00","Jihočeský kraj","TÁBOR","Tábor"
"Libějovice","696,00","Jihočeský kraj","VODŇANY","Strakonice"
"Libel","198,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Libenice","399,00","Středočeský kraj","KOLÍN","Kolín"
"Libeř","508,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Liberec","69 777,00","Liberecký kraj","LIBEREC","Liberec"
"Liberk","792,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Liběšice","1 663,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Liběšice","1 113,00","Ústecký kraj","ŽATEC","Louny"
"Libětice","144,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Libež","246,00","Středočeský kraj","VLAŠIM","Benešov"
"Líbeznice","1 256,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Libhošť","1 506,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Libice nad Cidlinou","1 237,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Libice nad Doubravou","1 137,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Libín","478,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Libina","3 694,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Libiš","1 967,00","Středočeský kraj","NERATOVICE","Mělník"
"Libišany","462,00","Pardubický kraj","PARDUBICE","Pardubice"
"Libkov","159,00","Pardubický kraj","CHRUDIM","Chrudim"
"Libkov","170,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Libkova Voda","304,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Libkovice pod Řípem","530,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Liblice","546,00","Středočeský kraj","MĚLNÍK","Mělník"
"Liblín","308,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Libňatov","490,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Libníč","454,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Libníkovice","196,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Libočany","528,00","Ústecký kraj","ŽATEC","Louny"
"Libochovany","714,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Libochovice","3 229,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Libochovičky","79,00","Středočeský kraj","KLADNO","Kladno"
"Libodřice","395,00","Středočeský kraj","KOLÍN","Kolín"
"Liboměřice","232,00","Pardubický kraj","CHRUDIM","Chrudim"
"Libomyšl","714,00","Středočeský kraj","HOŘOVICE","Beroun"
"Libořice","579,00","Ústecký kraj","ŽATEC","Louny"
"Liboš","511,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Libošovice","1 091,00","Královéhradecký kraj","JIČÍN","Jičín"
"Libotenice","381,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Libotov","249,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Libouchec","1 755,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Libovice","318,00","Středočeský kraj","SLANÝ","Kladno"
"Librantice","455,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Libřice","315,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Libštát","1 089,00","Liberecký kraj","SEMILY","Semily"
"Libuň","811,00","Královéhradecký kraj","JIČÍN","Jičín"
"Libušín","4 025,00","Středočeský kraj","KLADNO","Kladno"
"Lichkov","652,00","Pardubický kraj","KRÁLÍKY","Ústí nad Orlicí"
"Lichnov","1 454,00","Moravskoslezský kraj","FRENŠTÁT P. RADHOŠTĚM","Nový Jičín"
"Lichnov","1 149,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Lichoceves","323,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Licibořice","257,00","Pardubický kraj","CHRUDIM","Chrudim"
"Lično","538,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Lidečko","1 472,00","Zlínský kraj","VSETÍN","Vsetín"
"Lidice","149,00","Středočeský kraj","KLADNO","Kladno"
"Lidmaň","436,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Líně","2 499,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Linhartice","575,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Lípa","954,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Lípa","859,00","Zlínský kraj","ZLÍN","Zlín"
"Lípa nad Orlicí","585,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Lipec","250,00","Středočeský kraj","KOLÍN","Kolín"
"Lipí","429,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Lipina","201,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Lipinka","261,00","Olomoucký kraj","UNIČOV","Olomouc"
"Lipnice nad Sázavou","962,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Lipník","333,00","Vysočina","TŘEBÍČ","Třebíč"
"Lipník","235,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Lipník nad Bečvou","8 624,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Lipno","992,00","Ústecký kraj","ŽATEC","Louny"
"Lipno nad Vltavou","170,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Lipoltice","433,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Lipov","1 462,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Lipová","1 071,00","Olomoucký kraj","KONICE","Prostějov"
"Lipová","415,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Lipová","837,00","Karlovarský kraj","CHEB","Cheb"
"Lipová-lázně","2 569,00","Olomoucký kraj","JESENÍK","Jeseník"
"Lipovec","388,00","Pardubický kraj","CHRUDIM","Chrudim"
"Lipovec","1 089,00","Jihomoravský kraj","BLANSKO","Blansko"
"Lipovice","328,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Liptál","1 445,00","Zlínský kraj","VSETÍN","Vsetín"
"Liptaň","915,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Lipůvka","823,00","Jihomoravský kraj","BLANSKO","Blansko"
"Lišany","1 104,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Lišany","146,00","Ústecký kraj","ŽATEC","Louny"
"Lísek","452,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Lišice","430,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Líšina","255,00","Plzeňský kraj","STOD","Plzeň-jih"
"Lískovice","384,00","Královéhradecký kraj","HOŘICE","Jičín"
"Líský","179,00","Středočeský kraj","SLANÝ","Kladno"
"Líšná","235,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Líšná","161,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Líšná","395,00","Olomoucký kraj","PŘEROV","Přerov"
"Líšnice","306,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Lišnice","509,00","Ústecký kraj","MOST","Most"
"Líšnice","770,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Líšnice","375,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Líšný","503,00","Liberecký kraj","ŽELEZNÝ BROD","Jablonec n.Nisou"
"Lišov","4 048,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Lisov","163,00","Plzeňský kraj","STOD","Plzeň-jih"
"Líšťany","774,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Líšťany","679,00","Ústecký kraj","LOUNY","Louny"
"Líté","238,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Liteň","1 248,00","Středočeský kraj","BEROUN","Beroun"
"Litenčice","796,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Litíč","281,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Litichovice","97,00","Středočeský kraj","BENEŠOV","Benešov"
"Litoboř","244,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Litobratřice","791,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Litochovice","370,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Litohlavy","608,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Litohoř","521,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Litohošť","104,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Litoměřice","15 126,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Litomyšl","7 655,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Litošice","234,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Litostrov","202,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Litovany","337,00","Vysočina","TŘEBÍČ","Třebíč"
"Litovel","7 438,00","Olomoucký kraj","LITOVEL","Olomouc"
"Litultovice","698,00","Moravskoslezský kraj","OPAVA","Opava"
"Litvínov","25 527,00","Ústecký kraj","LITVÍNOV","Most"
"Litvínovice","764,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Lkáň","278,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Lnáře","960,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Lobeč","225,00","Středočeský kraj","MĚLNÍK","Mělník"
"Lobendava","701,00","Ústecký kraj","RUMBURK","Děčín"
"Lobodice","842,00","Olomoucký kraj","PŘEROV","Přerov"
"Ločenice","768,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Lochenice","614,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Lochousice","192,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Lochovice","1 408,00","Středočeský kraj","HOŘOVICE","Beroun"
"Loděnice","586,00","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Loděnice","1 367,00","Středočeský kraj","BEROUN","Beroun"
"Lodhéřov","889,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Lodín","419,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Loket","1 207,00","Středočeský kraj","VLAŠIM","Benešov"
"Loket","2 664,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Lom","6 151,00","Ústecký kraj","LITVÍNOV","Most"
"Lom","172,00","Jihočeský kraj","TÁBOR","Tábor"
"Lom","240,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Lom u Tachova","128,00","Plzeňský kraj","TACHOV","Tachov"
"Lomec","137,00","Plzeňský kraj","KLATOVY","Klatovy"
"Lomnice","841,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Lomnice","1 776,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Lomnice","1 465,00","Jihomoravský kraj","TIŠNOV","Blansko"
"Lomnice nad Lužnicí","1 627,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Lomnice nad Popelkou","5 958,00","Liberecký kraj","SEMILY","Semily"
"Lomnička","419,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Lomy","220,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Lopeník","744,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Lošany","376,00","Středočeský kraj","KOLÍN","Kolín"
"Losiná","679,00","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Loštice","2 682,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Loučany","699,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Loučeň","1 302,00","Středočeský kraj","NYMBURK","Nymburk"
"Loučim","189,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Loučka","426,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Loucká","151,00","Středočeský kraj","SLANÝ","Kladno"
"Loučka","364,00","Olomoucký kraj","LITOVEL","Olomouc"
"Loučka","955,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Loučky","193,00","Liberecký kraj","TURNOV","Semily"
"Loučná nad Desnou","1 778,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Loučná pod Klínovcem","1 079,00","Ústecký kraj","KADAŇ","Chomutov"
"Loučovice","1 789,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Louka","1 035,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Louka","179,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Louka u Litvínova","1 525,00","Ústecký kraj","LITVÍNOV","Most"
"Loukov","945,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Loukov","442,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Loukovec","346,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Loukovice","178,00","Vysočina","TŘEBÍČ","Třebíč"
"Louňová","209,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Louňovice","379,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Louňovice pod Blaníkem","719,00","Středočeský kraj","VLAŠIM","Benešov"
"Louny","12 356,00","Ústecký kraj","LOUNY","Louny"
"Loužnice","342,00","Liberecký kraj","ŽELEZNÝ BROD","Jablonec n.Nisou"
"Lovčice","1 136,00","Jihomoravský kraj","KYJOV","Hodonín"
"Lovčice","885,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Lovčičky","790,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Lovčovice","72,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Lovečkovice","907,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Lovosice","5 708,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Loza","314,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Lozice","259,00","Pardubický kraj","CHRUDIM","Chrudim"
"Lštění","428,00","Středočeský kraj","BENEŠOV","Benešov"
"Lubě","147,00","Jihomoravský kraj","BLANSKO","Blansko"
"Lubenec","1 598,00","Ústecký kraj","PODBOŘANY","Louny"
"Luběnice","479,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Lubná","1 064,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Lubná","669,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Lubná","703,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Lubné","122,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Lubnice","231,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Lubník","299,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Luboměř","463,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Luby","2 515,00","Karlovarský kraj","CHEB","Cheb"
"Lučany nad Nisou","2 386,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Lučice","712,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Lučina","118,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Ludgeřovice","4 065,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Ludíkov","379,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Ludkovice","764,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Ludmírov","840,00","Olomoucký kraj","KONICE","Prostějov"
"Ludslavice","501,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Ludvíkov","448,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Ludvíkovice","724,00","Ústecký kraj","DĚČÍN","Děčín"
"Luhačovice","3 737,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Luka","178,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Luka nad Jihlavou","2 125,00","Vysočina","JIHLAVA","Jihlava"
"Lukavec","1 040,00","Vysočina","PACOV","Pelhřimov"
"Lukavec","456,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Lukavec u Hořic","425,00","Královéhradecký kraj","HOŘICE","Jičín"
"Lukavice","881,00","Pardubický kraj","CHRUDIM","Chrudim"
"Lukavice","659,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Lukavice","857,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Lukavice","711,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Lukov","142,00","Ústecký kraj","BÍLINA","Teplice"
"Lukov","313,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Lukov","462,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Luková","664,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Lukovany","875,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Lukoveček","404,00","Zlínský kraj","ZLÍN","Zlín"
"Luleč","952,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Lupenice","302,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Luštěnice","1 180,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Lutín","1 897,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Lutonina","442,00","Zlínský kraj","VIZOVICE","Zlín"
"Lutopecny","715,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Lužany","927,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Lužany","174,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Lužany","641,00","Královéhradecký kraj","JIČÍN","Jičín"
"Lužce","129,00","Středočeský kraj","BEROUN","Beroun"
"Luže","3 830,00","Pardubický kraj","CHRUDIM","Chrudim"
"Lužec nad Cidlinou","778,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Lužec nad Vltavou","985,00","Středočeský kraj","MĚLNÍK","Mělník"
"Luženičky","302,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Lužice","373,00","Ústecký kraj","MOST","Most"
"Lužice","79,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Lužice","2 061,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Lužice","364,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Lužná","1 764,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Lužná","828,00","Zlínský kraj","VSETÍN","Vsetín"
"Lužnice","435,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Lysá nad Labem","7 907,00","Středočeský kraj","LYSÁ NAD LABEM","Nymburk"
"Lysice","1 515,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Lysovice","423,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Machov","1 489,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Machová","460,00","Zlínský kraj","ZLÍN","Zlín"
"Mačkov","239,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Mackovice","518,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Mahouš","202,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Majdalena","487,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Majetín","1 197,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Makotřasy","375,00","Středočeský kraj","KLADNO","Kladno"
"Makov","183,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Makov","419,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Malá Bystřice","476,00","Zlínský kraj","VSETÍN","Vsetín"
"Malá Hraštice","692,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Malá Lhota","244,00","Jihomoravský kraj","BLANSKO","Blansko"
"Malá Losenice","389,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Malá Morava","1 277,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Malá Morávka","1 027,00","Moravskoslezský kraj","RÝMAŘOV","Bruntál"
"Malá Roudka","164,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Malá Skála","1 515,00","Liberecký kraj","TURNOV","Jablonec n.Nisou"
"Malá Štáhle","130,00","Moravskoslezský kraj","RÝMAŘOV","Bruntál"
"Malá Úpa","614,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Malá Veleň","591,00","Ústecký kraj","DĚČÍN","Děčín"
"Malá Víska","154,00","Středočeský kraj","HOŘOVICE","Beroun"
"Malá Vrbka","380,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Malčín","284,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Malé Březno","1 253,00","Ústecký kraj","MOST","Most"
"Malé Březno","732,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Malé Hradisko","724,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Malé Kyšice","291,00","Středočeský kraj","KLADNO","Kladno"
"Malé Přítočno","406,00","Středočeský kraj","KLADNO","Kladno"
"Malé Svatoňovice","1 446,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Malé Výkleky","159,00","Pardubický kraj","PARDUBICE","Pardubice"
"Malé Žernoseky","785,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Maleč","752,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Malečov","634,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Malenice","635,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Malenovice","487,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Malešov","1 225,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Malešovice","466,00","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Maletín","412,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Malhostovice","1 015,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Malhotice","420,00","Olomoucký kraj","HRANICE","Přerov"
"Malíč","290,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Malíkov","164,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Malíkovice","550,00","Středočeský kraj","SLANÝ","Kladno"
"Malínky","225,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Malinová","131,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Málkov","1 791,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Málkov","166,00","Středočeský kraj","BEROUN","Beroun"
"Malonty","874,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Malotice","425,00","Středočeský kraj","KOLÍN","Kolín"
"Malovice","927,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Malšice","1 997,00","Jihočeský kraj","TÁBOR","Tábor"
"Malšín","683,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Malšovice","1 108,00","Ústecký kraj","DĚČÍN","Děčín"
"Malý Beranov","392,00","Vysočina","JIHLAVA","Jihlava"
"Malý Bor","749,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Malý Újezd","734,00","Středočeský kraj","MĚLNÍK","Mělník"
"Manětín","1 753,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Mankovice","677,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Maňovice","135,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Mařenice","492,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Mariánské Lázně","9 261,00","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb"
"Mariánské Radčice","2 947,00","Ústecký kraj","LITVÍNOV","Most"
"Markvartice","657,00","Ústecký kraj","DĚČÍN","Děčín"
"Markvartice","281,00","Vysočina","TELČ","Jihlava"
"Markvartice","244,00","Vysočina","TŘEBÍČ","Třebíč"
"Markvartice","1 096,00","Královéhradecký kraj","JIČÍN","Jičín"
"Markvartovice","1 288,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Maršov","531,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Maršov u Úpice","216,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Maršovice","1 114,00","Středočeský kraj","BENEŠOV","Benešov"
"Maršovice","466,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Martiněves","1 102,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Martinice","304,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Martinice","521,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Martinice u Onšova","124,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Martinice v Krkonoších","703,00","Liberecký kraj","JILEMNICE","Semily"
"Martínkov","437,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Martínkovice","841,00","Královéhradecký kraj","BROUMOV","Náchod"
"Máslojedy","230,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Máslovice","316,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Masojedy","154,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Mašovice","473,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Mastník","275,00","Vysočina","TŘEBÍČ","Třebíč"
"Mašťov","563,00","Ústecký kraj","KADAŇ","Chomutov"
"Matějov","203,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Mazelov","292,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Mažice","311,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Mcely","569,00","Středočeský kraj","NYMBURK","Nymburk"
"Mečeříž","521,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Měchenice","448,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Měcholupy","415,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Měcholupy","1 243,00","Ústecký kraj","ŽATEC","Louny"
"Mečichov","400,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Měčín","1 845,00","Plzeňský kraj","KLATOVY","Klatovy"
"Meclov","1 134,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Měděnec","831,00","Ústecký kraj","KADAŇ","Chomutov"
"Medlice","378,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Medlov","602,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Medlov","1 653,00","Olomoucký kraj","UNIČOV","Olomouc"
"Medlovice","426,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Medlovice","367,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Medonosy","218,00","Středočeský kraj","MĚLNÍK","Mělník"
"Medový Újezd","395,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Měkynec","122,00","Jihočeský kraj","VODŇANY","Strakonice"
"Melč","643,00","Moravskoslezský kraj","VÍTKOV","Opava"
"Mělčany","584,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Mělnické Vtelno","1 216,00","Středočeský kraj","MĚLNÍK","Mělník"
"Mělník","11 914,00","Středočeský kraj","MĚLNÍK","Mělník"
"Měňany","344,00","Středočeský kraj","BEROUN","Beroun"
