"obce","Počet obyvatel dle Sčítání lidu 1991","kraj","orp","okres"
"Drahouš","86,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Drahov","195,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Drásov","340,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Drásov","1 101,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Dražeň","155,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Draženov","369,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Dražíč","327,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Dražice","570,00","Jihočeský kraj","TÁBOR","Tábor"
"Dražičky","79,00","Jihočeský kraj","TÁBOR","Tábor"
"Drážov","311,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Dražovice","781,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Dražovice","165,00","Plzeňský kraj","SUŠICE","Klatovy"
"Dražůvky","265,00","Jihomoravský kraj","KYJOV","Hodonín"
"Dřenice","321,00","Pardubický kraj","CHRUDIM","Chrudim"
"Dřešín","272,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Dřetovice","373,00","Středočeský kraj","KLADNO","Kladno"
"Dřevčice","454,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Dřevěnice","218,00","Královéhradecký kraj","JIČÍN","Jičín"
"Drevníky","280,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Dřevnovice","452,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Dřevohostice","1 549,00","Olomoucký kraj","PŘEROV","Přerov"
"Drhovice","173,00","Jihočeský kraj","TÁBOR","Tábor"
"Drhovle","661,00","Jihočeský kraj","PÍSEK","Písek"
"Drhovy","211,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Dřínov","259,00","Středočeský kraj","SLANÝ","Kladno"
"Dřínov","465,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Dřínov","314,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Dřísy","721,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Mělník"
"Dříteč","243,00","Pardubický kraj","PARDUBICE","Pardubice"
"Dříteň","1 167,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Drmoul","720,00","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb"
"Drnek","165,00","Středočeský kraj","SLANÝ","Kladno"
"Drnholec","1 766,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Drnovice","480,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Drnovice","2 209,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Drnovice","1 082,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Drobovice","395,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Droužetice","116,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Droužkovice","427,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Drozdov","651,00","Středočeský kraj","HOŘOVICE","Beroun"
"Drozdov","364,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Drslavice","80,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Drslavice","475,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Druhanov","103,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Drunče","67,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Družec","806,00","Středočeský kraj","KLADNO","Kladno"
"Druztová","590,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Drysice","504,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Držkov","530,00","Liberecký kraj","ŽELEZNÝ BROD","Jablonec n.Nisou"
"Držková","343,00","Zlínský kraj","ZLÍN","Zlín"
"Držovice","1 176,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Dub","382,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Dub nad Moravou","1 318,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Dubá","1 723,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Dubany","170,00","Pardubický kraj","PARDUBICE","Pardubice"
"Dubčany","233,00","Olomoucký kraj","LITOVEL","Olomouc"
"Dubenec","221,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Dubenec","593,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Dubí","7 815,00","Ústecký kraj","TEPLICE","Teplice"
"Dubicko","1 004,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Dubičné","268,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dublovice","1 011,00","Středočeský kraj","SEDLČANY","Příbram"
"Dubňany","6 512,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Dubné","1 024,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dubnice","508,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Dubno","209,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Dubovice","61,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Duchcov","8 913,00","Ústecký kraj","TEPLICE","Teplice"
"Dudín","143,00","Vysočina","JIHLAVA","Jihlava"
"Dukovany","650,00","Vysočina","TŘEBÍČ","Třebíč"
"Důl","75,00","Vysočina","PACOV","Pelhřimov"
"Dunajovice","206,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Dunice","84,00","Středočeský kraj","VLAŠIM","Benešov"
"Dušejov","398,00","Vysočina","JIHLAVA","Jihlava"
"Dušníky","268,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Dvakačovice","140,00","Pardubický kraj","CHRUDIM","Chrudim"
"Dvorce","173,00","Vysočina","JIHLAVA","Jihlava"
"Dvorce","1 549,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Dvory","539,00","Středočeský kraj","NYMBURK","Nymburk"
"Dvory","81,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Dvory nad Lužnicí","349,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Dvůr Králové nad Labem","16 976,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Dyjákovice","816,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dyjákovičky","416,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dyje","374,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dyjice","134,00","Vysočina","TELČ","Jihlava"
"Dymokury","798,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Dynín","351,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dýšina","1 346,00","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Džbánice","189,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Džbánov","363,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Dzbel","295,00","Olomoucký kraj","KONICE","Prostějov"
"Ejpovice","520,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Erpužice","316,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Eš","55,00","Vysočina","PACOV","Pelhřimov"
"Evaň","263,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Felbabka","216,00","Středočeský kraj","HOŘOVICE","Beroun"
"Frahelž","169,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Francova Lhota","1 632,00","Zlínský kraj","VSETÍN","Vsetín"
"Františkov nad Ploučnicí","397,00","Ústecký kraj","DĚČÍN","Děčín"
"Františkovy Lázně","5 184,00","Karlovarský kraj","CHEB","Cheb"
"Frenštát pod Radhoštěm","11 166,00","Moravskoslezský kraj","FRENŠTÁT P. RADHOŠTĚM","Nový Jičín"
"Fryčovice","2 149,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Frýdek-Místek","63 808,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Frýdlant","7 647,00","Liberecký kraj","FRÝDLANT","Liberec"
"Frýdlant nad Ostravicí","9 718,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Frýdštejn","803,00","Liberecký kraj","TURNOV","Jablonec n.Nisou"
"Frymburk","1 289,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Frymburk","108,00","Plzeňský kraj","SUŠICE","Klatovy"
"Fryšava pod Žákovou horou","379,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Fryšták","3 299,00","Zlínský kraj","ZLÍN","Zlín"
"Fulnek","6 225,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Golčův Jeníkov","2 746,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Grešlové Mýto","186,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Gruna","168,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Grunta","86,00","Středočeský kraj","KOLÍN","Kolín"
"Grygov","1 447,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Grymov","135,00","Olomoucký kraj","PŘEROV","Přerov"
"Habartice","432,00","Liberecký kraj","FRÝDLANT","Liberec"
"Habartov","5 477,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Habří","93,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Habřina","219,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Habrovany","177,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Habrovany","727,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Habrůvka","346,00","Jihomoravský kraj","BLANSKO","Blansko"
"Habry","1 317,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Hačky","115,00","Olomoucký kraj","KONICE","Prostějov"
"Hadravova Rosička","54,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Háj u Duchcova","906,00","Ústecký kraj","TEPLICE","Teplice"
"Háj ve Slezsku","3 299,00","Moravskoslezský kraj","OPAVA","Opava"
"Hajany","349,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Hajany","91,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Háje","237,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Háje nad Jizerou","678,00","Liberecký kraj","SEMILY","Semily"
"Hájek","36,00","Jihočeský kraj","VODŇANY","Strakonice"
"Hájek","348,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Hajnice","816,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Halámky","202,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Halenkov","2 445,00","Zlínský kraj","VSETÍN","Vsetín"
"Halenkovice","1 634,00","Zlínský kraj","OTROKOVICE","Zlín"
"Haluzice","86,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Halže","779,00","Plzeňský kraj","TACHOV","Tachov"
"Hamr","347,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Hamr na Jezeře","247,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Hamry","219,00","Pardubický kraj","HLINSKO","Chrudim"
"Hamry","101,00","Plzeňský kraj","KLATOVY","Klatovy"
"Hamry nad Sázavou","1 200,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Haňovice","453,00","Olomoucký kraj","LITOVEL","Olomouc"
"Hanušovice","3 754,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Harrachov","1 667,00","Liberecký kraj","TANVALD","Semily"
"Hartinkov","78,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Hartmanice","273,00","Pardubický kraj","POLIČKA","Svitavy"
"Hartmanice","167,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Hartmanice","1 234,00","Plzeňský kraj","SUŠICE","Klatovy"
"Hartvíkovice","576,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Haškovcova Lhota","88,00","Jihočeský kraj","TÁBOR","Tábor"
"Hať","2 474,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Hatín","235,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Havířov","86 297,00","Moravskoslezský kraj","HAVÍŘOV","Karviná"
"Havlíčkova Borová","942,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Havlíčkův Brod","24 472,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Havlovice","790,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Havraň","451,00","Ústecký kraj","MOST","Most"
"Havraníky","367,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hazlov","1 365,00","Karlovarský kraj","AŠ","Cheb"
"Hejná","168,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Hejnice","209,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Hejnice","2 537,00","Liberecký kraj","FRÝDLANT","Liberec"
"Hejtmánkovice","564,00","Královéhradecký kraj","BROUMOV","Náchod"
"Helvíkovice","397,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Herálec","1 257,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Herálec","1 130,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Heraltice","377,00","Vysočina","TŘEBÍČ","Třebíč"
"Herink","75,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Heřmaň","224,00","Jihočeský kraj","PÍSEK","Písek"
"Heřmaň","122,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Heřmaneč","96,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Heřmanice","395,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Heřmanice","182,00","Liberecký kraj","FRÝDLANT","Liberec"
"Heřmanice","78,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Heřmanice u Oder","318,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Heřmaničky","725,00","Středočeský kraj","VOTICE","Benešov"
"Heřmánkovice","467,00","Královéhradecký kraj","BROUMOV","Náchod"
"Heřmánky","153,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Heřmanov","395,00","Ústecký kraj","DĚČÍN","Děčín"
"Heřmanov","224,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Heřmanova Huť","1 745,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Heřmanovice","440,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Heřmanův Městec","5 046,00","Pardubický kraj","CHRUDIM","Chrudim"
"Heroltice","178,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Heršpice","667,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Hevlín","1 343,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hladké Životice","982,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Hladov","125,00","Vysočina","JIHLAVA","Jihlava"
"Hlasivo","201,00","Jihočeský kraj","TÁBOR","Tábor"
"Hlásná Třebaň","421,00","Středočeský kraj","BEROUN","Beroun"
"Hlásnice","136,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Hlavatce","410,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Hlavatce","147,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hlavečník","260,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Hlavenec","277,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Mladá Boleslav"
"Hlavice","291,00","Liberecký kraj","LIBEREC","Liberec"
"Hlavnice","568,00","Moravskoslezský kraj","OPAVA","Opava"
"Hlavňovice","542,00","Plzeňský kraj","SUŠICE","Klatovy"
"Hlína","252,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Hlince","94,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Hlincová Hora","90,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hlinka","243,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Hlinná","102,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Hlinsko","10 916,00","Pardubický kraj","HLINSKO","Chrudim"
"Hlinsko","223,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Hlízov","426,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Hlohová","256,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Hlohovčice","205,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Hlohovec","1 347,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Hlohovice","366,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hlubočany","489,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Hlubočec","554,00","Moravskoslezský kraj","OPAVA","Opava"
"Hlubočky","4 660,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Hluboká","273,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hluboká nad Vltavou","4 277,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hluboké","241,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Hluboké Dvory","85,00","Jihomoravský kraj","TIŠNOV","Blansko"
"Hluboké Mašůvky","700,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hluboš","533,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hlubyně","156,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hluchov","311,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hlučín","14 390,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Hluk","4 362,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Hlupín","87,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Hlušice","705,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Hlušovice","270,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Hnačov","94,00","Plzeňský kraj","KLATOVY","Klatovy"
"Hnanice","219,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hnátnice","861,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Hněvčeves","174,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hněvkovice","588,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Hněvnice","87,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Hněvošice","957,00","Moravskoslezský kraj","OPAVA","Opava"
"Hněvotín","1 044,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Hnojice","558,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Hnojník","1 484,00","Moravskoslezský kraj","TŘINEC","Frýdek-Místek"
"Hobšovice","296,00","Středočeský kraj","SLANÝ","Kladno"
"Hodějice","822,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Hodětín","122,00","Jihočeský kraj","TÁBOR","Tábor"
"Hodice","762,00","Vysočina","JIHLAVA","Jihlava"
"Hodíškov","145,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Hodkovice nad Mohelkou","2 594,00","Liberecký kraj","LIBEREC","Liberec"
"Hodonice","1 334,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hodonice","113,00","Jihočeský kraj","TÁBOR","Tábor"
"Hodonín","100,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hodonín","28 230,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Hodonín","153,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Hodov","323,00","Vysočina","TŘEBÍČ","Třebíč"
"Hodslavice","1 666,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Hojanovice","102,00","Vysočina","HUMPOLEC","Pelhřimov"
"Hojkov","155,00","Vysočina","JIHLAVA","Jihlava"
"Hojovice","87,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Holany","401,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Holasice","815,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Holasovice","1 324,00","Moravskoslezský kraj","OPAVA","Opava"
"Holčovice","678,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Holedeč","509,00","Ústecký kraj","ŽATEC","Louny"
"Holenice","102,00","Liberecký kraj","TURNOV","Semily"
"Holešov","12 717,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Holetín","737,00","Pardubický kraj","HLINSKO","Chrudim"
"Holice","6 429,00","Pardubický kraj","HOLICE","Pardubice"
"Holín","509,00","Královéhradecký kraj","JIČÍN","Jičín"
"Holohlavy","723,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Holotín","55,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Holoubkov","1 239,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Holovousy","80,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Holovousy","495,00","Královéhradecký kraj","HOŘICE","Jičín"
"Holštejn","161,00","Jihomoravský kraj","BLANSKO","Blansko"
"Holubice","841,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Holubice","577,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Holubov","867,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Holýšov","4 507,00","Plzeňský kraj","STOD","Domažlice"
"Homole","748,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Homole u Panny","261,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Honbice","171,00","Pardubický kraj","CHRUDIM","Chrudim"
"Honětice","85,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Honezovice","255,00","Plzeňský kraj","STOD","Plzeň-jih"
"Hora Svaté Kateřiny","275,00","Ústecký kraj","LITVÍNOV","Most"
"Hora Svatého Šebestiána","180,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Hora Svatého Václava","79,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hořany","96,00","Středočeský kraj","NYMBURK","Nymburk"
"Hořátev","527,00","Středočeský kraj","NYMBURK","Nymburk"
"Horažďovice","5 820,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Horčápsko","103,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hořenice","183,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Hořepník","613,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Hořesedly","409,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hořešovice","257,00","Středočeský kraj","SLANÝ","Kladno"
"Hořešovičky","140,00","Středočeský kraj","SLANÝ","Kladno"
"Hořice","9 282,00","Královéhradecký kraj","HOŘICE","Jičín"
"Hořice","207,00","Vysočina","HUMPOLEC","Pelhřimov"
"Hořice na Šumavě","717,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Hořičky","459,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Hořín","762,00","Středočeský kraj","MĚLNÍK","Mělník"
"Hořiněves","732,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Horka","384,00","Pardubický kraj","CHRUDIM","Chrudim"
"Horka I","420,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Horka II","425,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Horka nad Moravou","2 054,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Horka u Staré Paky","261,00","Liberecký kraj","JILEMNICE","Semily"
"Horky","390,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Horky","116,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Horky nad Jizerou","384,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Horní Bečva","2 457,00","Zlínský kraj","ROŽNOV POD RADHOŠTĚM","Vsetín"
"Horní Bělá","551,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Horní Benešov","2 602,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Horní Beřkovice","1 013,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Horní Bezděkov","394,00","Středočeský kraj","KLADNO","Kladno"
"Horní Blatná","367,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Horní Bludovice","1 440,00","Moravskoslezský kraj","HAVÍŘOV","Frýdek-Místek"
"Horní Bojanovice","639,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Horní Bradlo","573,00","Pardubický kraj","CHRUDIM","Chrudim"
"Horní Branná","1 664,00","Liberecký kraj","JILEMNICE","Semily"
"Horní Břečkov","276,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Horní Bříza","4 007,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Horní Brusnice","492,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Horní Bukovina","204,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Horní Cerekev","1 877,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Horní Čermná","1 061,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Horní Domaslavice","521,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Horní Dubenky","661,00","Vysočina","JIHLAVA","Jihlava"
"Horní Dubňany","309,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Horní Dunajovice","626,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Horní Dvořiště","499,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Horní Habartice","368,00","Ústecký kraj","DĚČÍN","Děčín"
"Horní Heřmanice","163,00","Vysočina","TŘEBÍČ","Třebíč"
"Horní Heřmanice","525,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Horní Jelení","1 508,00","Pardubický kraj","HOLICE","Pardubice"
"Horní Jiřetín","1 861,00","Ústecký kraj","LITVÍNOV","Most"
"Horní Kalná","331,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Horní Kamenice","223,00","Plzeňský kraj","STOD","Domažlice"
"Horní Kněžeklady","140,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Horní Kounice","310,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Horní Kozolupy","291,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Horní Krupá","413,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Horní Kruty","502,00","Středočeský kraj","KOLÍN","Kolín"
"Horní Lapač","218,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Horní Lhota","500,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Horní Libchava","320,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Horní Libochová","218,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Horní Lideč","1 279,00","Zlínský kraj","VSETÍN","Vsetín"
"Horní Loděnice","302,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Horní Lomná","430,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Horní Loučky","283,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
