"obce","Počet obyvatel dle Sčítání lidu 1991","kraj","orp","okres"
"Nedrahovice","452,00","Středočeský kraj","SEDLČANY","Příbram"
"Nedvědice","1 443,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Nedvězí","261,00","Pardubický kraj","POLIČKA","Svitavy"
"Nehodiv","77,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Nehvizdy","825,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Nejdek","8 180,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Nejepín","84,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Nekmíř","403,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Nekoř","871,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Nekvasovy","243,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Nelahozeves","1 216,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Nelepeč","140,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Nelešovice","191,00","Olomoucký kraj","PŘEROV","Přerov"
"Nemanice","344,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Němčany","761,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Němčice","439,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Němčice","899,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Němčice","363,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Němčice","181,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Němčice","122,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Němčice","304,00","Středočeský kraj","KOLÍN","Kolín"
"Němčice","114,00","Pardubický kraj","PARDUBICE","Pardubice"
"Němčice","130,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Němčice","153,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Němčice nad Hanou","2 055,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Němčičky","636,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Němčičky","104,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Němčičky","251,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Němčovice","105,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Němětice","115,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Nemile","516,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Nemochovice","282,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Nemojany","539,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Nemojov","439,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Nemotice","363,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Nemyčeves","254,00","Královéhradecký kraj","JIČÍN","Jičín"
"Nemyšl","353,00","Jihočeský kraj","TÁBOR","Tábor"
"Nemyslovice","127,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Nenačovice","167,00","Středočeský kraj","BEROUN","Beroun"
"Nenkovice","447,00","Jihomoravský kraj","KYJOV","Hodonín"
"Neplachov","396,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Neplachovice","826,00","Moravskoslezský kraj","OPAVA","Opava"
"Nepolisy","848,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Nepoměřice","238,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Nepomuk","232,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Nepomuk","3 211,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Nepomyšl","403,00","Ústecký kraj","PODBOŘANY","Louny"
"Nepřevázka","277,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Neprobylice","99,00","Středočeský kraj","SLANÝ","Kladno"
"Neratov","80,00","Pardubický kraj","PARDUBICE","Pardubice"
"Neratovice","15 685,00","Středočeský kraj","NERATOVICE","Mělník"
"Nerestce","104,00","Jihočeský kraj","PÍSEK","Písek"
"Neslovice","722,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Nesovice","1 191,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Nespeky","389,00","Středočeský kraj","BENEŠOV","Benešov"
"Nestrašovice","66,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Nesuchyně","383,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Nesvačilka","320,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Nesvačily","112,00","Středočeský kraj","BEROUN","Beroun"
"Netín","327,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Netolice","2 650,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Netřebice","226,00","Středočeský kraj","NYMBURK","Nymburk"
"Netřebice","431,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Netunice","167,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Netvořice","1 113,00","Středočeský kraj","BENEŠOV","Benešov"
"Neubuz","440,00","Zlínský kraj","VIZOVICE","Zlín"
"Neuměř","130,00","Plzeňský kraj","STOD","Domažlice"
"Neuměřice","378,00","Středočeský kraj","SLANÝ","Kladno"
"Neumětely","498,00","Středočeský kraj","HOŘOVICE","Beroun"
"Neurazy","922,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Neustupov","588,00","Středočeský kraj","VOTICE","Benešov"
"Nevcehle","259,00","Vysočina","TELČ","Jihlava"
"Neveklov","2 289,00","Středočeský kraj","BENEŠOV","Benešov"
"Neveklovice","27,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Nevězice","160,00","Jihočeský kraj","PÍSEK","Písek"
"Nevid","148,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Nevojice","361,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Nevolice","140,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Nevratice","162,00","Královéhradecký kraj","HOŘICE","Jičín"
"Nevřeň","185,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Nezabudice","83,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Nezabylice","173,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Nezamyslice","252,00","Plzeňský kraj","SUŠICE","Klatovy"
"Nezamyslice","1 291,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Nezbavětice","167,00","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Nezdenice","765,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Nezdice","215,00","Plzeňský kraj","PŘEŠTICE","Klatovy"
"Nezdice na Šumavě","498,00","Plzeňský kraj","SUŠICE","Klatovy"
"Nezdřev","122,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Nezvěstice","1 425,00","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Nicov","99,00","Jihočeský kraj","VIMPERK","Prachatice"
"Nihošovice","256,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Níhov","184,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Nikolčice","707,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Niměřice","265,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Nimpšov","91,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Nišovice","235,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Nítkovice","283,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Niva","391,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Nivnice","3 259,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Nižbor","1 453,00","Středočeský kraj","BEROUN","Beroun"
"Nížkov","800,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Nížkovice","641,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Nižní Lhoty","246,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Norberčany","385,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Nosálov","176,00","Středočeský kraj","MĚLNÍK","Mělník"
"Nosislav","1 185,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Nošovice","921,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Nová Buková","82,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Nová Bystřice","3 303,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Nová Cerekev","1 213,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Nová Dědina","432,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Nová Hradečná","746,00","Olomoucký kraj","UNIČOV","Olomouc"
"Nová Lhota","932,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Nová Olešná","146,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Nová Paka","9 380,00","Královéhradecký kraj","NOVÁ PAKA","Jičín"
"Nová Pec","640,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Nová Pláň","29,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Nová Říše","776,00","Vysočina","TELČ","Jihlava"
"Nová Role","3 888,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Nová Sídla","249,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Nová Telib","149,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Nová Včelnice","2 569,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Nová Ves","490,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Nová Ves","213,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Nová Ves","150,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Nová Ves","98,00","Plzeňský kraj","STOD","Plzeň-jih"
"Nová Ves","388,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Nová Ves","165,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Nová Ves","720,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Nová Ves","100,00","Ústecký kraj","LOUNY","Louny"
"Nová Ves","247,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Nová Ves I","1 039,00","Středočeský kraj","KOLÍN","Kolín"
"Nová Ves nad Lužnicí","335,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Nová Ves nad Nisou","575,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Nová Ves nad Popelkou","671,00","Liberecký kraj","SEMILY","Semily"
"Nová Ves pod Pleší","667,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Nová Ves u Bakova","221,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Nová Ves u Chotěboře","576,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Nová Ves u Chýnova","222,00","Jihočeský kraj","TÁBOR","Tábor"
"Nová Ves u Jarošova","63,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Nová Ves u Leštiny","102,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Nová Ves u Mladé Vožice","199,00","Jihočeský kraj","TÁBOR","Tábor"
"Nová Ves u Nového Města na Mor.","495,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Nová Ves u Světlé","436,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Nová Ves v Horách","374,00","Ústecký kraj","LITVÍNOV","Most"
"Nové Bránice","645,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Nové Dvory","230,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Nové Dvory","182,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Nové Dvory","347,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Nové Hamry","260,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Nové Heřminovy","218,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Nové Hrady","2 622,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Nové Hrady","318,00","Pardubický kraj","VYSOKÉ MÝTO","Chrudim"
"Nové Hutě","80,00","Jihočeský kraj","VIMPERK","Prachatice"
"Nové Lublice","225,00","Moravskoslezský kraj","VÍTKOV","Opava"
"Nové Město","385,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Nové Město na Moravě","10 426,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Nové Město nad Metují","10 220,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod"
"Nové Město pod Smrkem","3 883,00","Liberecký kraj","FRÝDLANT","Liberec"
"Nové Mitrovice","332,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Nové Sady","146,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Nové Sady","142,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Nové Sedlice","430,00","Moravskoslezský kraj","OPAVA","Opava"
"Nové Sedlo","530,00","Ústecký kraj","ŽATEC","Louny"
"Nové Sedlo","2 508,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Nové Strašecí","4 996,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Nové Syrovice","966,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Nové Veselí","1 170,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Noviny pod Ralskem","232,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Novosedlice","1 986,00","Ústecký kraj","TEPLICE","Teplice"
"Novosedly","1 188,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Novosedly","359,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Novosedly nad Nežárkou","659,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Nový Bor","12 166,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Nový Bydžov","7 242,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Nový Dům","182,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Nový Dvůr","79,00","Středočeský kraj","NYMBURK","Nymburk"
"Nový Hrádek","700,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Nový Hrozenkov","2 704,00","Zlínský kraj","VSETÍN","Vsetín"
"Nový Jáchymov","484,00","Středočeský kraj","BEROUN","Beroun"
"Nový Jičín","24 899,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Nový Jimramov","93,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Nový Knín","1 716,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Nový Kostel","519,00","Karlovarský kraj","CHEB","Cheb"
"Nový Kramolín","202,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Nový Malín","2 143,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Nový Oldřichov","623,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Nový Ples","287,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Nový Poddvorov","218,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Nový Přerov","310,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Nový Rychnov","1 014,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Nový Šaldorf-Sedlešovice","765,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Nový Telečkov","105,00","Vysočina","TŘEBÍČ","Třebíč"
"Nový Vestec","307,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Nučice","905,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Nučice","317,00","Středočeský kraj","ŘÍČANY","Kolín"
"Nupaky","81,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Nýdek","1 907,00","Moravskoslezský kraj","TŘINEC","Frýdek-Místek"
"Nyklovice","187,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Nymburk","15 142,00","Středočeský kraj","NYMBURK","Nymburk"
"Nýřany","7 158,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Nýrov","237,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Nýrsko","4 989,00","Plzeňský kraj","KLATOVY","Klatovy"
"Občov","100,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Obecnice","1 111,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Obědkovice","266,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Obědovice","246,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Obora","296,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Obora","98,00","Plzeňský kraj","TACHOV","Tachov"
"Obora","471,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Obora","246,00","Ústecký kraj","LOUNY","Louny"
"Obořiště","587,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Oborná","319,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Obory","263,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Obrataň","899,00","Vysočina","PACOV","Pelhřimov"
"Obříství","917,00","Středočeský kraj","NERATOVICE","Mělník"
"Obrnice","2 466,00","Ústecký kraj","MOST","Most"
"Obrubce","225,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Obruby","214,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Obyčtov","385,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Obytce","160,00","Plzeňský kraj","KLATOVY","Klatovy"
"Očelice","261,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Rychnov nad Kněžnou"
"Ochoz","216,00","Olomoucký kraj","KONICE","Prostějov"
"Ochoz u Brna","1 058,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Očihov","308,00","Ústecký kraj","PODBOŘANY","Louny"
"Ocmanice","318,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Odolena Voda","4 226,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Odrava","204,00","Karlovarský kraj","CHEB","Cheb"
"Odřepsy","283,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Odrovice","169,00","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Odry","7 401,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Odunec","121,00","Vysočina","TŘEBÍČ","Třebíč"
"Ohaře","282,00","Středočeský kraj","KOLÍN","Kolín"
"Ohařice","60,00","Královéhradecký kraj","JIČÍN","Jičín"
"Ohaveč","62,00","Královéhradecký kraj","JIČÍN","Jičín"
"Ohníč","756,00","Ústecký kraj","BÍLINA","Teplice"
"Ohnišov","499,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Ohnišťany","335,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Ohrazenice","984,00","Liberecký kraj","TURNOV","Semily"
"Ohrazenice","214,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Ohrobec","259,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Ohrozim","424,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Okarec","134,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Okna","266,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Okoř","32,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Okounov","228,00","Ústecký kraj","KADAŇ","Chomutov"
"Okřesaneč","207,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Okřešice","164,00","Vysočina","TŘEBÍČ","Třebíč"
"Okřínek","176,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Okříšky","2 053,00","Vysočina","TŘEBÍČ","Třebíč"
"Okrouhlá","522,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Okrouhlá","69,00","Jihočeský kraj","MILEVSKO","Písek"
"Okrouhlá","401,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Okrouhlá Radouň","185,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Okrouhlice","1 185,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Okrouhlička","214,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Okrouhlo","370,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Olbramice","462,00","Moravskoslezský kraj","OSTRAVA","Nový Jičín"
"Olbramice","241,00","Olomoucký kraj","LITOVEL","Olomouc"
"Olbramkostel","499,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Olbramov","75,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Olbramovice","1 000,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Olbramovice","1 126,00","Středočeský kraj","VOTICE","Benešov"
"Oldřichov","256,00","Jihočeský kraj","TÁBOR","Tábor"
"Oldřichov","110,00","Olomoucký kraj","PŘEROV","Přerov"
"Oldřichov v Hájích","412,00","Liberecký kraj","LIBEREC","Liberec"
"Oldřichovice","338,00","Zlínský kraj","OTROKOVICE","Zlín"
"Oldřiš","653,00","Pardubický kraj","POLIČKA","Svitavy"
"Oldřišov","1 238,00","Moravskoslezský kraj","OPAVA","Opava"
"Oleksovice","634,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Olešenka","197,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Oleška","865,00","Středočeský kraj","ŘÍČANY","Kolín"
"Oleško","86,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Olešná","477,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Olešná","306,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Olešná","102,00","Jihočeský kraj","PÍSEK","Písek"
"Olešná","538,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Olešná","432,00","Středočeský kraj","HOŘOVICE","Beroun"
"Olešnice","1 778,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Olešnice","409,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Olešnice","703,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Olešnice v Orlických horách","542,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Olešník","741,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Olomouc","102 786,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Olomučany","882,00","Jihomoravský kraj","BLANSKO","Blansko"
"Oloví","1 783,00","Karlovarský kraj","KRASLICE","Sokolov"
"Olšany","198,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Olšany","80,00","Vysočina","TELČ","Jihlava"
"Olšany","438,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Olšany","1 105,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Olšany u Prostějova","1 414,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Olší","314,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Olší","61,00","Vysočina","TELČ","Jihlava"
"Olšovec","447,00","Olomoucký kraj","HRANICE","Přerov"
"Olšovice","57,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Omice","655,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Omlenice","349,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Ondratice","360,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Ondřejov","133,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Ondřejov","1 088,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Onomyšl","285,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Onšov","307,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Onšov","83,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Opařany","1 411,00","Jihočeský kraj","TÁBOR","Tábor"
"Opatov","1 115,00","Pardubický kraj","SVITAVY","Svitavy"
"Opatov","174,00","Vysočina","JIHLAVA","Jihlava"
"Opatov","853,00","Vysočina","TŘEBÍČ","Třebíč"
"Opatovec","624,00","Pardubický kraj","SVITAVY","Svitavy"
"Opatovice","688,00","Olomoucký kraj","HRANICE","Přerov"
"Opatovice","966,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Opatovice I","114,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Opatovice nad Labem","1 951,00","Pardubický kraj","PARDUBICE","Pardubice"
"Opava","62 815,00","Moravskoslezský kraj","OPAVA","Opava"
"Oplany","75,00","Středočeský kraj","ŘÍČANY","Kolín"
"Oplocany","358,00","Olomoucký kraj","PŘEROV","Přerov"
"Oplot","338,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Opočnice","450,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Opočno","3 309,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Opočno","105,00","Ústecký kraj","LOUNY","Louny"
"Opolany","838,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Oponešice","228,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Oprostovice","105,00","Olomoucký kraj","PŘEROV","Přerov"
"Oráčov","405,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Ořech","491,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Ořechov","321,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Ořechov","72,00","Vysočina","TELČ","Jihlava"
"Ořechov","651,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Ořechov","2 353,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Orel","658,00","Pardubický kraj","CHRUDIM","Chrudim"
"Orlické Podhůří","561,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Orlické Záhoří","241,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Orličky","251,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Orlík nad Vltavou","357,00","Jihočeský kraj","PÍSEK","Písek"
"Orlová","36 339,00","Moravskoslezský kraj","ORLOVÁ","Karviná"
"Orlovice","330,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Osečany","280,00","Středočeský kraj","SEDLČANY","Příbram"
"Oseček","125,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Osečná","902,00","Liberecký kraj","LIBEREC","Liberec"
"Osečnice","291,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Osek","136,00","Jihočeský kraj","MILEVSKO","Písek"
"Osek","747,00","Středočeský kraj","HOŘOVICE","Beroun"
"Osek","1 117,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Osek","5 194,00","Ústecký kraj","TEPLICE","Teplice"
"Osek","665,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Osek nad Bečvou","1 041,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Oselce","406,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Ošelín","148,00","Plzeňský kraj","STŘÍBRO","Tachov"
