"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","kraj","orp","okres"
"Stvolínky","306,00","22,00","72,00","104,00","95,00","6,00","7,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Stvolová","139,00","34,00","21,00","42,00","36,00","4,00","2,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Šubířov","268,00","59,00","45,00","81,00","65,00","9,00","9,00","Olomoucký kraj","KONICE","Prostějov"
"Suchá","254,00","32,00","43,00","86,00","90,00","1,00","2,00","Vysočina","JIHLAVA","Jihlava"
"Suchá Lhota","92,00","17,00","11,00","31,00","30,00","1,00","2,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Suchá Loz","1 071,00","173,00","172,00","347,00","320,00","28,00","31,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Suchdol","1 067,00","142,00","157,00","396,00","315,00","34,00","23,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Suchdol","652,00","121,00","101,00","212,00","191,00","16,00","11,00","Olomoucký kraj","KONICE","Prostějov"
"Suchdol nad Lužnicí","3 633,00","548,00","517,00","1 185,00","1 147,00","119,00","117,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Suchdol nad Odrou","2 516,00","295,00","401,00","890,00","794,00","66,00","70,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Suchodol","283,00","39,00","51,00","85,00","93,00","9,00","6,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Suchohrdly","1 069,00","95,00","181,00","374,00","365,00","25,00","29,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Suchohrdly u Miroslavi","447,00","65,00","85,00","147,00","124,00","15,00","11,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Suchomasty","462,00","66,00","57,00","186,00","125,00","16,00","12,00","Středočeský kraj","BEROUN","Beroun"
"Suchonice","171,00","26,00","27,00","51,00","58,00","5,00","4,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Suchov","536,00","78,00","76,00","183,00","155,00","22,00","22,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Suchovršice","355,00","52,00","48,00","117,00","113,00","12,00","13,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Suchý","386,00","44,00","60,00","138,00","126,00","9,00","9,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Suchý Důl","411,00","55,00","75,00","138,00","119,00","11,00","13,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Sudějov","56,00","11,00","8,00","17,00","15,00","3,00","2,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Sudice","442,00","44,00","80,00","146,00","145,00","15,00","12,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Sudice","654,00","85,00","106,00","228,00","208,00","15,00","12,00","Moravskoslezský kraj","KRAVAŘE","Opava"
"Sudice","336,00","74,00","48,00","104,00","90,00","12,00","8,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Sudislav nad Orlicí","113,00","14,00","18,00","38,00","36,00","3,00","4,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Sudkov","1 162,00","148,00","193,00","384,00","363,00","45,00","29,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Sudoměř","77,00","12,00","9,00","36,00","19,00","0,00","1,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Sudoměřice","1 201,00","167,00","176,00","393,00","406,00","32,00","27,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Sudoměřice u Bechyně","655,00","91,00","73,00","239,00","210,00","19,00","23,00","Jihočeský kraj","TÁBOR","Tábor"
"Sudoměřice u Tábora","272,00","43,00","38,00","85,00","83,00","8,00","15,00","Jihočeský kraj","TÁBOR","Tábor"
"Sudovo Hlavno","2","2","2","2","2","2","2","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Mladá Boleslav"
"Sudslava","184,00","32,00","46,00","48,00","48,00","5,00","5,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Sukorady","203,00","41,00","27,00","65,00","55,00","7,00","8,00","Královéhradecký kraj","HOŘICE","Jičín"
"Sukorady","307,00","44,00","39,00","108,00","100,00","6,00","10,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Sulejovice","675,00","98,00","96,00","237,00","202,00","26,00","16,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Sulice","1 135,00","98,00","244,00","365,00","378,00","28,00","22,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Sulíkov","257,00","28,00","29,00","105,00","87,00","2,00","6,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Sulimov","159,00","21,00","33,00","51,00","45,00","4,00","5,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Sulislav","196,00","27,00","30,00","66,00","63,00","3,00","7,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Sulkovec","191,00","33,00","27,00","62,00","56,00","9,00","4,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Šumavské Hoštice","393,00","51,00","71,00","133,00","121,00","7,00","10,00","Jihočeský kraj","VIMPERK","Prachatice"
"Šumice","1 770,00","255,00","278,00","558,00","561,00","52,00","66,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Šumice","2","2","2","2","2","2","2","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Šumná","591,00","87,00","88,00","199,00","192,00","12,00","13,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Šumperk","28 196,00","4 395,00","3 826,00","9 107,00","9 236,00","917,00","715,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Šumvald","1 755,00","232,00","282,00","584,00","579,00","46,00","32,00","Olomoucký kraj","UNIČOV","Olomouc"
"Supíkovice","2","2","2","2","2","2","2","Olomoucký kraj","JESENÍK","Jeseník"
"Sušice","11 520,00","1 795,00","1 681,00","3 666,00","3 707,00","376,00","295,00","Plzeňský kraj","SUŠICE","Klatovy"
"Sušice","330,00","66,00","46,00","100,00","101,00","9,00","8,00","Olomoucký kraj","PŘEROV","Přerov"
"Sušice","558,00","97,00","83,00","200,00","155,00","12,00","11,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Švábenice","934,00","98,00","151,00","324,00","310,00","20,00","31,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Švábov","81,00","20,00","4,00","24,00","29,00","2,00","2,00","Vysočina","JIHLAVA","Jihlava"
"Svárov","314,00","22,00","67,00","101,00","108,00","10,00","6,00","Středočeský kraj","KLADNO","Kladno"
"Svárov","255,00","38,00","43,00","77,00","82,00","6,00","9,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Svatá","337,00","67,00","36,00","106,00","112,00","9,00","7,00","Středočeský kraj","BEROUN","Beroun"
"Svatá Maří","542,00","77,00","89,00","191,00","158,00","13,00","14,00","Jihočeský kraj","VIMPERK","Prachatice"
"Svatava","1 619,00","223,00","281,00","525,00","505,00","45,00","40,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Svaté Pole","323,00","30,00","45,00","118,00","104,00","12,00","14,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Svatobořice-Mistřín","3 532,00","515,00","536,00","1 224,00","1 081,00","105,00","71,00","Jihomoravský kraj","KYJOV","Hodonín"
"Svatojanský Újezd","87,00","13,00","8,00","32,00","29,00","4,00","1,00","Královéhradecký kraj","JIČÍN","Jičín"
"Svatoňovice","317,00","33,00","65,00","103,00","103,00","8,00","5,00","Moravskoslezský kraj","VÍTKOV","Opava"
"Svatoslav","427,00","83,00","60,00","118,00","135,00","13,00","18,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Svatoslav","249,00","41,00","34,00","85,00","79,00","6,00","4,00","Vysočina","TŘEBÍČ","Třebíč"
"Svatý Jan","626,00","84,00","84,00","240,00","187,00","18,00","13,00","Středočeský kraj","SEDLČANY","Příbram"
"Svatý Jan nad Malší","473,00","63,00","80,00","167,00","144,00","11,00","8,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Svatý Jan pod Skalou","130,00","10,00","24,00","49,00","41,00","5,00","1,00","Středočeský kraj","BEROUN","Beroun"
"Svatý Jiří","304,00","35,00","45,00","109,00","101,00","8,00","6,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Svatý Mikuláš","722,00","123,00","102,00","233,00","212,00","26,00","26,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Svébohov","440,00","61,00","71,00","137,00","147,00","10,00","14,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Svémyslice","112,00","13,00","18,00","38,00","34,00","5,00","4,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Svépravice","112,00","18,00","13,00","43,00","35,00","1,00","2,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Svéradice","347,00","55,00","49,00","109,00","109,00","12,00","13,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Svésedlice","168,00","19,00","19,00","68,00","51,00","6,00","5,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Světce","142,00","28,00","20,00","47,00","41,00","3,00","3,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Světec","962,00","136,00","171,00","310,00","284,00","30,00","31,00","Ústecký kraj","BÍLINA","Teplice"
"Světí","267,00","40,00","41,00","84,00","84,00","9,00","9,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Světice","770,00","74,00","121,00","254,00","280,00","17,00","24,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Světlá","216,00","27,00","31,00","80,00","68,00","4,00","6,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Světlá Hora","1 488,00","141,00","247,00","540,00","490,00","43,00","27,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Světlá nad Sázavou","6 965,00","757,00","988,00","2 512,00","2 376,00","170,00","162,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Světlá pod Ještědem","846,00","143,00","121,00","269,00","252,00","33,00","28,00","Liberecký kraj","LIBEREC","Liberec"
"Světlík","256,00","21,00","56,00","84,00","81,00","8,00","6,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Světnov","418,00","67,00","66,00","138,00","126,00","11,00","10,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Sviadnov","1 413,00","210,00","203,00","454,00","441,00","48,00","57,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Svídnice","407,00","65,00","61,00","134,00","128,00","11,00","8,00","Pardubický kraj","CHRUDIM","Chrudim"
"Svídnice","175,00","31,00","33,00","53,00","51,00","2,00","5,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Švihov","1 613,00","241,00","237,00","526,00","492,00","60,00","57,00","Plzeňský kraj","KLATOVY","Klatovy"
"Švihov","47,00","8,00","7,00","19,00","10,00","1,00","2,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Svijanský Újezd","370,00","37,00","53,00","135,00","122,00","14,00","9,00","Liberecký kraj","TURNOV","Liberec"
"Svijany","298,00","47,00","38,00","103,00","94,00","10,00","6,00","Liberecký kraj","TURNOV","Liberec"
"Svinaře","294,00","45,00","52,00","90,00","84,00","12,00","11,00","Středočeský kraj","BEROUN","Beroun"
"Svinařov","653,00","94,00","109,00","200,00","208,00","24,00","18,00","Středočeský kraj","KLADNO","Kladno"
"Svinčany","378,00","49,00","69,00","124,00","114,00","8,00","14,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Svinošice","268,00","42,00","49,00","81,00","80,00","10,00","6,00","Jihomoravský kraj","BLANSKO","Blansko"
"Sviny","311,00","42,00","42,00","117,00","101,00","6,00","3,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Sviny","106,00","19,00","21,00","32,00","31,00","2,00","1,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Svitávka","1 712,00","256,00","284,00","547,00","530,00","47,00","48,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Svitavy","17 248,00","2 161,00","2 579,00","5 644,00","5 844,00","536,00","484,00","Pardubický kraj","SVITAVY","Svitavy"
"Svoboda nad Úpou","2 113,00","303,00","266,00","709,00","698,00","69,00","68,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Svobodné Heřmanice","536,00","51,00","87,00","187,00","185,00","12,00","14,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Svojanov","357,00","86,00","56,00","92,00","95,00","14,00","14,00","Pardubický kraj","POLIČKA","Svitavy"
"Svojek","171,00","22,00","31,00","54,00","55,00","3,00","6,00","Liberecký kraj","JILEMNICE","Semily"
"Svojetice","548,00","52,00","101,00","176,00","178,00","21,00","20,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Svojetín","331,00","51,00","54,00","111,00","87,00","21,00","7,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Svojkov","139,00","16,00","20,00","50,00","46,00","4,00","3,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Svojkovice","69,00","14,00","11,00","18,00","18,00","5,00","3,00","Vysočina","TELČ","Jihlava"
"Svojšice","96,00","13,00","14,00","32,00","29,00","5,00","3,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Svojšice","552,00","124,00","64,00","180,00","138,00","17,00","29,00","Středočeský kraj","KOLÍN","Kolín"
"Svojšice","190,00","17,00","23,00","70,00","68,00","3,00","9,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Svojšín","451,00","47,00","84,00","151,00","153,00","7,00","9,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Svor","644,00","80,00","113,00","222,00","198,00","18,00","13,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Svrabov","55,00","11,00","6,00","21,00","14,00","1,00","2,00","Jihočeský kraj","TÁBOR","Tábor"
"Svratka","1 523,00","261,00","192,00","514,00","464,00","53,00","39,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Svratouch","890,00","146,00","157,00","288,00","258,00","18,00","23,00","Pardubický kraj","HLINSKO","Chrudim"
"Svrkyně","270,00","30,00","47,00","88,00","92,00","7,00","6,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Sychrov","189,00","22,00","43,00","72,00","48,00","2,00","2,00","Liberecký kraj","TURNOV","Liberec"
"Sýkořice","420,00","80,00","46,00","146,00","124,00","10,00","14,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Synalov","2","2","2","2","2","2","2","Jihomoravský kraj","TIŠNOV","Blansko"
"Synkov-Slemeno","353,00","49,00","48,00","118,00","120,00","7,00","11,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Syřenov","213,00","40,00","40,00","62,00","59,00","5,00","7,00","Liberecký kraj","SEMILY","Semily"
"Syrov","54,00","11,00","6,00","18,00","18,00","1,00","0,00","Vysočina","HUMPOLEC","Pelhřimov"
"Syrovátka","416,00","52,00","55,00","162,00","125,00","9,00","13,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Syrovice","989,00","147,00","151,00","332,00","306,00","30,00","23,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Syrovín","370,00","69,00","43,00","127,00","112,00","10,00","9,00","Jihomoravský kraj","KYJOV","Hodonín"
"Sytno","282,00","24,00","42,00","106,00","93,00","9,00","8,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Tábor","35 898,00","4 974,00","5 074,00","11 959,00","11 995,00","999,00","897,00","Jihočeský kraj","TÁBOR","Tábor"
"Tachlovice","541,00","59,00","82,00","184,00","184,00","17,00","15,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Tachov","12 528,00","1 435,00","1 923,00","4 173,00","4 340,00","350,00","307,00","Plzeňský kraj","TACHOV","Tachov"
"Tachov","153,00","11,00","42,00","55,00","42,00","1,00","2,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Takonín","2","2","2","2","2","2","2","Středočeský kraj","VLAŠIM","Benešov"
"Tálín","158,00","25,00","18,00","64,00","47,00","2,00","2,00","Jihočeský kraj","PÍSEK","Písek"
"Tanvald","6 966,00","898,00","1 030,00","2 251,00","2 364,00","221,00","202,00","Liberecký kraj","TANVALD","Jablonec n.Nisou"
"Tašov","122,00","11,00","19,00","38,00","44,00","3,00","7,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Tasov","539,00","85,00","93,00","179,00","153,00","15,00","14,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Tasovice","72,00","15,00","16,00","20,00","18,00","2,00","1,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Tasovice","1 237,00","117,00","210,00","435,00","413,00","26,00","36,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Tatce","2","2","2","2","2","2","2","Středočeský kraj","KOLÍN","Kolín"
"Tatenice","859,00","84,00","168,00","306,00","272,00","16,00","13,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Tatiná","241,00","36,00","38,00","74,00","73,00","11,00","9,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Tatobity","499,00","89,00","65,00","165,00","149,00","11,00","20,00","Liberecký kraj","TURNOV","Semily"
"Tatrovice","156,00","22,00","23,00","60,00","46,00","2,00","3,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Tavíkovice","608,00","76,00","86,00","240,00","175,00","16,00","15,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Tchořovice","213,00","30,00","29,00","71,00","63,00","10,00","10,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Těchařovice","41,00","7,00","4,00","16,00","14,00","0,00","0,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Těchlovice","518,00","65,00","82,00","189,00","153,00","12,00","17,00","Ústecký kraj","DĚČÍN","Děčín"
"Těchlovice","309,00","67,00","35,00","105,00","89,00","7,00","6,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Těchobuz","116,00","12,00","3,00","66,00","20,00","6,00","9,00","Vysočina","PACOV","Pelhřimov"
"Těchonín","610,00","85,00","84,00","212,00","191,00","17,00","21,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Tečovice","1 277,00","175,00","206,00","435,00","393,00","37,00","31,00","Zlínský kraj","ZLÍN","Zlín"
"Tehov","480,00","40,00","86,00","170,00","155,00","13,00","16,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Tehov","306,00","37,00","64,00","95,00","96,00","7,00","7,00","Středočeský kraj","VLAŠIM","Benešov"
"Tehovec","246,00","29,00","43,00","66,00","75,00","15,00","18,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Telč","5 751,00","884,00","840,00","1 832,00","1 843,00","180,00","172,00","Vysočina","TELČ","Jihlava"
"Telecí","400,00","81,00","55,00","139,00","109,00","10,00","6,00","Pardubický kraj","POLIČKA","Svitavy"
"Telnice","599,00","72,00","69,00","235,00","188,00","18,00","17,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Telnice","1 307,00","182,00","215,00","414,00","425,00","38,00","33,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Temelín","789,00","125,00","140,00","259,00","214,00","23,00","28,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Temešvár","96,00","17,00","19,00","26,00","25,00","6,00","3,00","Jihočeský kraj","PÍSEK","Písek"
"Těmice","398,00","78,00","36,00","136,00","115,00","20,00","13,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Těmice","853,00","110,00","132,00","289,00","283,00","22,00","17,00","Jihomoravský kraj","KYJOV","Hodonín"
"Těně","240,00","44,00","40,00","68,00","68,00","12,00","8,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Teplá","2","2","2","2","2","2","2","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb"
"Teplice","51 010,00","7 347,00","7 418,00","16 289,00","16 777,00","1 739,00","1 440,00","Ústecký kraj","TEPLICE","Teplice"
"Teplice nad Bečvou","343,00","58,00","42,00","124,00","103,00","5,00","11,00","Olomoucký kraj","HRANICE","Přerov"
"Teplice nad Metují","1 778,00","277,00","230,00","591,00","563,00","64,00","53,00","Královéhradecký kraj","BROUMOV","Náchod"
"Teplička","83,00","15,00","13,00","23,00","25,00","2,00","5,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Teplýšovice","394,00","46,00","61,00","148,00","121,00","8,00","10,00","Středočeský kraj","BENEŠOV","Benešov"
"Terešov","124,00","28,00","21,00","38,00","29,00","4,00","4,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Terezín","2 960,00","464,00","444,00","962,00","909,00","88,00","93,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Terezín","401,00","74,00","69,00","114,00","118,00","14,00","12,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Těrlicko","4 149,00","625,00","560,00","1 364,00","1 335,00","139,00","126,00","Moravskoslezský kraj","HAVÍŘOV","Karviná"
"Těšany","1 190,00","157,00","176,00","400,00","391,00","36,00","30,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Těšetice","498,00","64,00","80,00","167,00","159,00","13,00","15,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Těšetice","1 220,00","176,00","177,00","392,00","401,00","35,00","39,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Těškov","279,00","62,00","33,00","84,00","80,00","10,00","10,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Těškovice","2","2","2","2","2","2","2","Moravskoslezský kraj","BÍLOVEC","Opava"
"Těšovice","145,00","18,00","14,00","47,00","54,00","4,00","8,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Těšovice","265,00","30,00","40,00","91,00","87,00","7,00","10,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Tetčice","959,00","128,00","127,00","309,00","327,00","35,00","33,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Tetín","749,00","109,00","104,00","264,00","217,00","33,00","22,00","Středočeský kraj","BEROUN","Beroun"
"Tetín","130,00","33,00","20,00","38,00","34,00","2,00","3,00","Královéhradecký kraj","HOŘICE","Jičín"
"Tetov","157,00","39,00","15,00","49,00","43,00","6,00","5,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Tichá","1 612,00","233,00","251,00","537,00","495,00","47,00","49,00","Moravskoslezský kraj","FRENŠTÁT P. RADHOŠTĚM","Nový Jičín"
"Tichonice","194,00","36,00","24,00","68,00","54,00","8,00","4,00","Středočeský kraj","VLAŠIM","Benešov"
"Tichov","339,00","45,00","75,00","107,00","97,00","7,00","8,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Tis","348,00","63,00","46,00","106,00","108,00","11,00","14,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Tis u Blatna","94,00","12,00","16,00","30,00","28,00","3,00","5,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Tisá","794,00","100,00","131,00","273,00","245,00","24,00","21,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Tísek","914,00","121,00","151,00","299,00","293,00","32,00","18,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Tisem","207,00","29,00","33,00","70,00","66,00","6,00","3,00","Středočeský kraj","BENEŠOV","Benešov"
"Tišice","1 534,00","251,00","266,00","472,00","460,00","48,00","37,00","Středočeský kraj","NERATOVICE","Mělník"
"Tismice","375,00","43,00","58,00","134,00","123,00","8,00","9,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Tišnov","8 314,00","1 295,00","1 213,00","2 593,00","2 670,00","289,00","254,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Tišnovská Nová Ves","2","2","2","2","2","2","2","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Tisová","493,00","44,00","68,00","193,00","162,00","14,00","12,00","Plzeňský kraj","TACHOV","Tachov"
"Tisová","517,00","86,00","67,00","175,00","164,00","12,00","13,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Tisovec","313,00","55,00","39,00","108,00","97,00","7,00","7,00","Pardubický kraj","HLINSKO","Chrudim"
"Tištín","510,00","87,00","80,00","170,00","150,00","12,00","11,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Tlučná","2 667,00","361,00","427,00","869,00","850,00","84,00","76,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Tlumačov","2 458,00","351,00","397,00","812,00","747,00","78,00","73,00","Zlínský kraj","OTROKOVICE","Zlín"
"Tlumačov","404,00","72,00","52,00","139,00","117,00","12,00","12,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Tlustice","821,00","123,00","113,00","278,00","257,00","26,00","24,00","Středočeský kraj","HOŘOVICE","Beroun"
"Tmaň","1 004,00","133,00","167,00","341,00","312,00","35,00","16,00","Středočeský kraj","BEROUN","Beroun"
"Tochovice","602,00","60,00","87,00","219,00","199,00","17,00","20,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Točník","221,00","24,00","36,00","86,00","65,00","4,00","6,00","Středočeský kraj","HOŘOVICE","Beroun"
"Tojice","88,00","21,00","9,00","33,00","20,00","4,00","1,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Tomice","127,00","22,00","27,00","36,00","32,00","5,00","5,00","Středočeský kraj","VLAŠIM","Benešov"
"Topolany","295,00","59,00","42,00","90,00","88,00","6,00","10,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Topolná","1 574,00","221,00","266,00","529,00","484,00","39,00","35,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Toušice","277,00","45,00","45,00","81,00","93,00","5,00","8,00","Středočeský kraj","KOLÍN","Kolín"
"Toužetín","303,00","47,00","52,00","90,00","97,00","9,00","8,00","Ústecký kraj","LOUNY","Louny"
"Toužim","3 753,00","463,00","631,00","1 248,00","1 188,00","112,00","111,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Tovačov","2 583,00","445,00","373,00","788,00","806,00","89,00","82,00","Olomoucký kraj","PŘEROV","Přerov"
"Tovéř","541,00","52,00","83,00","194,00","196,00","8,00","8,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Třanovice","969,00","145,00","181,00","305,00","293,00","29,00","16,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Traplice","1 122,00","157,00","178,00","378,00","358,00","24,00","27,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Travčice","551,00","84,00","74,00","183,00","179,00","13,00","18,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Trboušany","341,00","48,00","43,00","112,00","118,00","12,00","8,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Třebařov","980,00","130,00","170,00","337,00","290,00","32,00","21,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Třebčice","65,00","10,00","12,00","18,00","21,00","1,00","3,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
