"obce","Počet obyvatel dle Sčítání lidu 1961","kraj","orp","okres"
"Cotkytle","784,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Crhov","242,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Ctětín","662,00","Pardubický kraj","CHRUDIM","Chrudim"
"Ctiboř","185,00","Středočeský kraj","VLAŠIM","Benešov"
"Ctiboř","267,00","Plzeňský kraj","TACHOV","Tachov"
"Ctidružice","466,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Ctiměřice","131,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Ctiněves","464,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Čtveřín","448,00","Liberecký kraj","TURNOV","Liberec"
"Čtyřkoly","375,00","Středočeský kraj","BENEŠOV","Benešov"
"Čučice","539,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Cvikov","4 177,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Cvrčovice","851,00","Středočeský kraj","KLADNO","Kladno"
"Cvrčovice","653,00","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Dačice","5 080,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Dalečín","827,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Daleké Dušníky","467,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Dalešice","734,00","Vysočina","TŘEBÍČ","Třebíč"
"Dalešice","221,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Dalovice","311,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Dalovice","2 125,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Dambořice","1 882,00","Jihomoravský kraj","KYJOV","Hodonín"
"Damnice","360,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Damníkov","683,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Daňkovice","209,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Darkovice","1 207,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Dašice","2 156,00","Pardubický kraj","PARDUBICE","Pardubice"
"Daskabát","650,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Dasnice","493,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Dasný","204,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Davle","1 566,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Deblín","1 143,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Děčany","562,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Děčín","46 339,00","Ústecký kraj","DĚČÍN","Děčín"
"Dědice","174,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Dědová","313,00","Pardubický kraj","HLINSKO","Chrudim"
"Dehtáře","211,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Děhylov","677,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Děkanovice","144,00","Středočeský kraj","VLAŠIM","Benešov"
"Děkov","301,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Děpoltovice","391,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Dešenice","1 033,00","Plzeňský kraj","KLATOVY","Klatovy"
"Dešná","176,00","Zlínský kraj","VIZOVICE","Zlín"
"Desná","3 697,00","Liberecký kraj","TANVALD","Jablonec n.Nisou"
"Desná","383,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Dešov","675,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Deštná","955,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Deštná","276,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Deštné v Orlických horách","632,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Deštnice","455,00","Ústecký kraj","ŽATEC","Louny"
"Dětenice","1 062,00","Královéhradecký kraj","JIČÍN","Jičín"
"Dětkovice","556,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Dětkovice","379,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Dětmarovice","4 001,00","Moravskoslezský kraj","KARVINÁ","Karviná"
"Dětřichov","328,00","Pardubický kraj","SVITAVY","Svitavy"
"Dětřichov","609,00","Liberecký kraj","FRÝDLANT","Liberec"
"Dětřichov nad Bystřicí","715,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Dětřichov u Moravské Třebové","256,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Dílce","97,00","Královéhradecký kraj","JIČÍN","Jičín"
"Díly","373,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Dírná","854,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Diváky","606,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Dívčí Hrad","354,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Dívčí Kopy","160,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Dívčice","879,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Divec","155,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Divišov","1 700,00","Středočeský kraj","BENEŠOV","Benešov"
"Dlažkovice","348,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Dlažov","656,00","Plzeňský kraj","KLATOVY","Klatovy"
"Dlouhá Brtnice","479,00","Vysočina","JIHLAVA","Jihlava"
"Dlouhá Lhota","376,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Dlouhá Lhota","327,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Dlouhá Lhota","201,00","Jihomoravský kraj","BLANSKO","Blansko"
"Dlouhá Loučka","716,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Dlouhá Loučka","2 190,00","Olomoucký kraj","UNIČOV","Olomouc"
"Dlouhá Stráň","112,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Dlouhá Třebová","1 215,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Dlouhá Ves","1 162,00","Plzeňský kraj","SUŠICE","Klatovy"
"Dlouhá Ves","424,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Dlouhé","271,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Dlouhomilov","689,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Dlouhoňovice","387,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Dlouhopolsko","421,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Dlouhý Most","751,00","Liberecký kraj","LIBEREC","Liberec"
"Dlouhý Újezd","264,00","Plzeňský kraj","TACHOV","Tachov"
"Dnešice","961,00","Plzeňský kraj","STOD","Plzeň-jih"
"Dobelice","282,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Dobev","935,00","Jihočeský kraj","PÍSEK","Písek"
"Dobkovice","513,00","Ústecký kraj","DĚČÍN","Děčín"
"Dobrá","2 828,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Dobrá Voda","319,00","Plzeňský kraj","KLATOVY","Klatovy"
"Dobrá Voda","308,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Dobrá Voda u Českých Budějovic","1 056,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dobrá Voda u Hořic","532,00","Královéhradecký kraj","HOŘICE","Jičín"
"Dobrá Voda u Pacova","108,00","Vysočina","PACOV","Pelhřimov"
"Dobřany","4 439,00","Plzeňský kraj","STOD","Plzeň-jih"
"Dobřany","183,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Dobratice","1 091,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Dobrčice","288,00","Olomoucký kraj","PŘEROV","Přerov"
"Dobré","1 014,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Dobré Pole","423,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Dobřejovice","324,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Dobřeň","264,00","Středočeský kraj","MĚLNÍK","Mělník"
"Dobřenice","658,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Dobříč","520,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Dobříč","363,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Dobřichov","895,00","Středočeský kraj","KOLÍN","Kolín"
"Dobřichovice","2 500,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Dobříkov","483,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Dobříň","603,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Dobřínsko","421,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Dobříš","4 778,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Dobřív","1 508,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Dobrkovice","366,00","Zlínský kraj","ZLÍN","Zlín"
"Dobrná","500,00","Ústecký kraj","DĚČÍN","Děčín"
"Dobrochov","328,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Dobročkovice","426,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Dobročovice","254,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Dobrohošť","59,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Dobroměřice","1 003,00","Ústecký kraj","LOUNY","Louny"
"Dobromilice","1 094,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Dobronice u Bechyně","298,00","Jihočeský kraj","TÁBOR","Tábor"
"Dobronín","1 437,00","Vysočina","JIHLAVA","Jihlava"
"Dobroslavice","494,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Dobroutov","303,00","Vysočina","JIHLAVA","Jihlava"
"Dobrovice","3 682,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Dobrovítov","278,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Dobrovíz","637,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Dobršín","231,00","Plzeňský kraj","SUŠICE","Klatovy"
"Dobruška","5 712,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Dobšice","160,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Dobšice","889,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dobšice","371,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Dobšín","258,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Dohalice","436,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Doksany","527,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Doksy","1 241,00","Středočeský kraj","KLADNO","Kladno"
"Doksy","4 707,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Dolánky nad Ohří","450,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Dolany","2 041,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Dolany","229,00","Středočeský kraj","KLADNO","Kladno"
"Dolany","830,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Dolany","506,00","Pardubický kraj","PARDUBICE","Pardubice"
"Dolany","1 191,00","Plzeňský kraj","KLATOVY","Klatovy"
"Dolce","380,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Dolenice","259,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Dolní Bečva","1 673,00","Zlínský kraj","ROŽNOV POD RADHOŠTĚM","Vsetín"
"Dolní Bělá","544,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Dolní Benešov","3 381,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Dolní Beřkovice","1 580,00","Středočeský kraj","MĚLNÍK","Mělník"
"Dolní Bezděkov","257,00","Pardubický kraj","CHRUDIM","Chrudim"
"Dolní Bojanovice","2 729,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Dolní Bousov","2 587,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Dolní Branná","1 001,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Dolní Břežany","1 102,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Dolní Brusnice","365,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Dolní Bukovsko","1 801,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Dolní Cerekev","1 096,00","Vysočina","JIHLAVA","Jihlava"
"Dolní Čermná","1 249,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Dolní Chvatliny","640,00","Středočeský kraj","KOLÍN","Kolín"
"Dolní Dobrouč","2 561,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Dolní Domaslavice","866,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Dolní Dubňany","503,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Dolní Dunajovice","1 819,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Dolní Dvořiště","1 150,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Dolní Dvůr","347,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Dolní Habartice","690,00","Ústecký kraj","DĚČÍN","Děčín"
"Dolní Hbity","1 054,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Dolní Heřmanice","528,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Dolní Hořice","1 548,00","Jihočeský kraj","TÁBOR","Tábor"
"Dolní Hrachovice","202,00","Jihočeský kraj","TÁBOR","Tábor"
"Dolní Hradiště","94,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Dolní Kalná","818,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Dolní Kounice","2 661,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Dolní Kralovice","1 928,00","Středočeský kraj","VLAŠIM","Benešov"
"Dolní Krupá","313,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Dolní Krupá","521,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Dolní Lánov","870,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Dolní Lažany","176,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Dolní Lhota","378,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Dolní Lhota","926,00","Moravskoslezský kraj","OSTRAVA","Opava"
"Dolní Libochová","212,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Dolní Lochov","110,00","Královéhradecký kraj","JIČÍN","Jičín"
"Dolní Lomná","1 035,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Dolní Loučky","984,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Dolní Lukavice","1 253,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Dolní Lutyně","4 893,00","Moravskoslezský kraj","ORLOVÁ","Karviná"
"Dolní Město","1 328,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Dolní Morava","358,00","Pardubický kraj","KRÁLÍKY","Ústí nad Orlicí"
"Dolní Moravice","535,00","Moravskoslezský kraj","RÝMAŘOV","Bruntál"
"Dolní Němčí","2 250,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Dolní Nětčice","458,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Dolní Nivy","731,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Dolní Novosedly","395,00","Jihočeský kraj","PÍSEK","Písek"
"Dolní Olešnice","513,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Dolní Pěna","182,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Dolní Podluží","1 794,00","Ústecký kraj","VARNSDORF","Děčín"
"Dolní Pohleď","167,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Dolní Poustevna","1 839,00","Ústecký kraj","RUMBURK","Děčín"
"Dolní Přím","697,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Dolní Radechová","853,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Dolní Řasnice","687,00","Liberecký kraj","FRÝDLANT","Liberec"
"Dolní Ředice","828,00","Pardubický kraj","HOLICE","Pardubice"
"Dolní Roveň","2 405,00","Pardubický kraj","HOLICE","Pardubice"
"Dolní Rožínka","820,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Dolní Rychnov","2 474,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Dolní Slivno","493,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Dolní Sokolovec","184,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Dolní Stakory","138,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Dolní Studénky","1 257,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Dolní Těšice","81,00","Olomoucký kraj","HRANICE","Přerov"
"Dolní Tošanovice","293,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Dolní Třebonín","641,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Dolní Újezd","1 765,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Dolní Újezd","1 172,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Dolní Věstonice","450,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Dolní Vilémovice","498,00","Vysočina","TŘEBÍČ","Třebíč"
"Dolní Vilímeč","143,00","Vysočina","TELČ","Jihlava"
"Dolní Zálezly","670,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Dolní Žandov","1 102,00","Karlovarský kraj","CHEB","Cheb"
"Dolní Žďár","277,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Dolní Zimoř","93,00","Středočeský kraj","MĚLNÍK","Mělník"
"Dolní Životice","971,00","Moravskoslezský kraj","OPAVA","Opava"
"Doloplazy","624,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Doloplazy","1 066,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Domamil","422,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Domanín","1 324,00","Jihomoravský kraj","KYJOV","Hodonín"
"Domanín","291,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Dománovice","158,00","Středočeský kraj","KOLÍN","Kolín"
"Domašín","235,00","Ústecký kraj","KADAŇ","Chomutov"
"Domašov","641,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Domašov nad Bystřicí","741,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Domašov u Šternberka","283,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Domaželice","496,00","Olomoucký kraj","PŘEROV","Přerov"
"Domažlice","7 723,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Domoraz","177,00","Plzeňský kraj","SUŠICE","Klatovy"
"Domoušice","1 108,00","Ústecký kraj","LOUNY","Louny"
"Domousnice","429,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Doňov","138,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Doubek","267,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Doubice","221,00","Ústecký kraj","RUMBURK","Děčín"
"Doubrava","4 341,00","Moravskoslezský kraj","ORLOVÁ","Karviná"
"Doubravčice","232,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Doubravice","596,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Doubravice","163,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Doubravice","362,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Doubravice nad Svitavou","1 365,00","Jihomoravský kraj","BLANSKO","Blansko"
"Doubravička","129,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Doubravník","866,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Doubravy","535,00","Zlínský kraj","ZLÍN","Zlín"
"Doudleby","381,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Doudleby nad Orlicí","2 084,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Doupě","143,00","Vysočina","TELČ","Jihlava"
"Drachkov","128,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Dráchov","408,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Drahanovice","2 009,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Drahany","755,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Drahelčice","457,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Drahenice","333,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Drahkov","201,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Drahlín","480,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Drahňovice","123,00","Středočeský kraj","BENEŠOV","Benešov"
"Drahobudice","288,00","Středočeský kraj","KOLÍN","Kolín"
"Drahobuz","373,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Drahonice","489,00","Jihočeský kraj","VODŇANY","Strakonice"
"Drahonín","181,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Drahoňův Újezd","199,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Drahotěšice","414,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Drahotín","188,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Drahouš","135,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Drahov","303,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Drásov","381,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Drásov","1 120,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Dražeň","214,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Draženov","293,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Dražíč","621,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Dražice","514,00","Jihočeský kraj","TÁBOR","Tábor"
"Dražičky","151,00","Jihočeský kraj","TÁBOR","Tábor"
"Drážov","629,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Dražovice","863,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Dražovice","290,00","Plzeňský kraj","SUŠICE","Klatovy"
"Dražůvky","373,00","Jihomoravský kraj","KYJOV","Hodonín"
"Dřenice","433,00","Pardubický kraj","CHRUDIM","Chrudim"
"Dřešín","445,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Dřetovice","685,00","Středočeský kraj","KLADNO","Kladno"
"Dřevčice","545,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Dřevěnice","304,00","Královéhradecký kraj","JIČÍN","Jičín"
"Drevníky","398,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Dřevnovice","558,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Dřevohostice","1 565,00","Olomoucký kraj","PŘEROV","Přerov"
"Drhovice","272,00","Jihočeský kraj","TÁBOR","Tábor"
"Drhovle","1 031,00","Jihočeský kraj","PÍSEK","Písek"
"Drhovy","217,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Dřínov","385,00","Středočeský kraj","SLANÝ","Kladno"
"Dřínov","574,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Dřínov","446,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Dřísy","917,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Mělník"
"Dříteč","350,00","Pardubický kraj","PARDUBICE","Pardubice"
"Dříteň","1 661,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Drmoul","773,00","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb"
"Drnek","257,00","Středočeský kraj","SLANÝ","Kladno"
"Drnholec","1 863,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Drnovice","668,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Drnovice","2 157,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Drnovice","921,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Drobovice","459,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Droužetice","174,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Droužkovice","805,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Drozdov","778,00","Středočeský kraj","HOŘOVICE","Beroun"
"Drozdov","451,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Drslavice","185,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Drslavice","593,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Druhanov","140,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Drunče","150,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Družec","900,00","Středočeský kraj","KLADNO","Kladno"
"Druztová","702,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Drysice","584,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Držkov","728,00","Liberecký kraj","ŽELEZNÝ BROD","Jablonec n.Nisou"
"Držková","633,00","Zlínský kraj","ZLÍN","Zlín"
"Držovice","1 472,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Dub","522,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Dub nad Moravou","1 729,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Dubá","2 391,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Dubany","248,00","Pardubický kraj","PARDUBICE","Pardubice"
"Dubčany","262,00","Olomoucký kraj","LITOVEL","Olomouc"
"Dubenec","267,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Dubenec","735,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Dubí","11 107,00","Ústecký kraj","TEPLICE","Teplice"
"Dubicko","825,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Dubičné","241,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dublovice","1 128,00","Středočeský kraj","SEDLČANY","Příbram"
"Dubňany","6 418,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Dubné","925,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dubnice","499,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Dubno","264,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Dubovice","95,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Duchcov","12 449,00","Ústecký kraj","TEPLICE","Teplice"
"Dudín","238,00","Vysočina","JIHLAVA","Jihlava"
"Dukovany","1 095,00","Vysočina","TŘEBÍČ","Třebíč"
"Důl","162,00","Vysočina","PACOV","Pelhřimov"
"Dunajovice","252,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Dunice","145,00","Středočeský kraj","VLAŠIM","Benešov"
