"obce","Počet obyvatel dle Sčítání lidu 1980","kraj","orp","okres"
"Hoštice","168,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Hoštice-Heroltice","557,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Hostim","545,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hostín","261,00","Středočeský kraj","MĚLNÍK","Mělník"
"Hostín u Vojkovic","356,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Hostinné","5 016,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Hostišová","350,00","Zlínský kraj","ZLÍN","Zlín"
"Hostivice","4 310,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Hošťka","461,00","Plzeňský kraj","TACHOV","Tachov"
"Hoštka","1 220,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Hostomice","1 440,00","Ústecký kraj","BÍLINA","Teplice"
"Hostomice","1 735,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hostouň","994,00","Středočeský kraj","KLADNO","Kladno"
"Hostouň","1 014,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hostovlice","299,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Hosty","224,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Hovězí","2 157,00","Zlínský kraj","VSETÍN","Vsetín"
"Hovorany","2 443,00","Jihomoravský kraj","KYJOV","Hodonín"
"Hovorčovice","1 073,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Hraběšice","103,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Hraběšín","177,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Hrabětice","941,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hrabišín","862,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Hrabová","647,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Hrabůvka","357,00","Olomoucký kraj","HRANICE","Přerov"
"Hrabyně","1 224,00","Moravskoslezský kraj","OPAVA","Opava"
"Hracholusky","454,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Hracholusky","106,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hrachoviště","122,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Hradčany","284,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Hradčany","447,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Hradčany","281,00","Olomoucký kraj","PŘEROV","Přerov"
"Hradčany-Kobeřice","432,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hradce","16,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hradčovice","1 026,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Hradec","475,00","Plzeňský kraj","STOD","Plzeň-jih"
"Hradec","266,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Hradec Králové","96 145,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hradec nad Moravicí","4 903,00","Moravskoslezský kraj","OPAVA","Opava"
"Hradec nad Svitavou","1 745,00","Pardubický kraj","SVITAVY","Svitavy"
"Hradec-Nová Ves","336,00","Olomoucký kraj","JESENÍK","Jeseník"
"Hradečno","483,00","Středočeský kraj","KLADNO","Kladno"
"Hrádek","3 358,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hrádek","972,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hrádek","173,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hrádek","91,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Hrádek","1 669,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Hrádek","1 451,00","Plzeňský kraj","SUŠICE","Klatovy"
"Hrádek nad Nisou","7 836,00","Liberecký kraj","LIBEREC","Liberec"
"Hradešice","510,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Hradešín","242,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Hradiště","39,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hradiště","395,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Hradiště","44,00","Středočeský kraj","VLAŠIM","Benešov"
"Hradiště","144,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hradiště","648,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Hradištko","521,00","Středočeský kraj","NYMBURK","Nymburk"
"Hradištko","1 230,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Hranice","17 634,00","Olomoucký kraj","HRANICE","Přerov"
"Hranice","2 428,00","Karlovarský kraj","AŠ","Cheb"
"Hraničné Petrovice","205,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Hrazany","372,00","Jihočeský kraj","MILEVSKO","Písek"
"Hrčava","315,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Hrdějovice","800,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hrdibořice","258,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hrdlív","398,00","Středočeský kraj","SLANÝ","Kladno"
"Hrdlořezy","557,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Hřebeč","1 177,00","Středočeský kraj","KLADNO","Kladno"
"Hřebečníky","303,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hředle","632,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hředle","372,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hrejkovice","581,00","Jihočeský kraj","MILEVSKO","Písek"
"Hřensko","285,00","Ústecký kraj","DĚČÍN","Děčín"
"Hřibiny-Ledská","339,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Hřibojedy","273,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Hřiměždice","411,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Hříšice","324,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Hříškov","458,00","Ústecký kraj","LOUNY","Louny"
"Hřivice","740,00","Ústecký kraj","LOUNY","Louny"
"Hřivínův Újezd","537,00","Zlínský kraj","ZLÍN","Zlín"
"Hrob","2 396,00","Ústecký kraj","TEPLICE","Teplice"
"Hrobce","567,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Hrobčice","1 018,00","Ústecký kraj","BÍLINA","Teplice"
"Hrobice","475,00","Zlínský kraj","VIZOVICE","Zlín"
"Hrobice","188,00","Pardubický kraj","PARDUBICE","Pardubice"
"Hrochův Týnec","2 168,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hromnice","1 162,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Hronov","7 189,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Hrotovice","1 532,00","Vysočina","TŘEBÍČ","Třebíč"
"Hroubovice","402,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hroznatín","146,00","Vysočina","TŘEBÍČ","Třebíč"
"Hroznětín","1 481,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Hroznová Lhota","1 346,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Hrubá Skála","658,00","Liberecký kraj","TURNOV","Semily"
"Hrubá Vrbka","805,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Hrubčice","950,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hrubý Jeseník","515,00","Středočeský kraj","NYMBURK","Nymburk"
"Hrusice","468,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Hruška","330,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hrušky","1 580,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Hrušky","836,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Hrušov","228,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Hrušová","358,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Hrušovany","212,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Hrušovany nad Jevišovkou","3 090,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hrušovany u Brna","2 794,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Hrutov","139,00","Vysočina","JIHLAVA","Jihlava"
"Hubenov","142,00","Vysočina","JIHLAVA","Jihlava"
"Hudčice","305,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hudlice","1 288,00","Středočeský kraj","BEROUN","Beroun"
"Hukvaldy","1 995,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Hulice","321,00","Středočeský kraj","VLAŠIM","Benešov"
"Hulín","7 649,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Humburky","272,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Humpolec","10 786,00","Vysočina","HUMPOLEC","Pelhřimov"
"Huntířov","566,00","Ústecký kraj","DĚČÍN","Děčín"
"Hůrky","209,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hurtova Lhota","209,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Hůry","368,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Husí Lhota","125,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Husinec","1 327,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Husinec","786,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Huslenky","2 133,00","Zlínský kraj","VSETÍN","Vsetín"
"Huštěnovice","1 068,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Hustopeče","5 251,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Hustopeče nad Bečvou","1 751,00","Olomoucký kraj","HRANICE","Přerov"
"Hutisko-Solanec","1 924,00","Zlínský kraj","ROŽNOV POD RADHOŠTĚM","Vsetín"
"Huzová","639,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Hvězdlice","743,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Hvězdonice","399,00","Středočeský kraj","BENEŠOV","Benešov"
"Hvězdoňovice","99,00","Vysočina","TŘEBÍČ","Třebíč"
"Hvozd","786,00","Olomoucký kraj","KONICE","Prostějov"
"Hvozd","196,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hvozd","284,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Hvožďany","880,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hvožďany","42,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hvozdec","243,00","Jihomoravský kraj","KUŘIM","Brno-venkov"
"Hvozdec","292,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hvozdná","1 024,00","Zlínský kraj","ZLÍN","Zlín"
"Hvozdnice","163,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hvozdnice","359,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Hybrálec","327,00","Vysočina","JIHLAVA","Jihlava"
"Hynčice","266,00","Královéhradecký kraj","BROUMOV","Náchod"
"Hynčina","312,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Hýskov","1 236,00","Středočeský kraj","BEROUN","Beroun"
"Hýsly","454,00","Jihomoravský kraj","KYJOV","Hodonín"
"Ivaň","576,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Ivaň","768,00","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Ivančice","9 746,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Ivanovice na Hané","3 139,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Jabkenice","401,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Jabloňany","410,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Jablonec nad Jizerou","2 112,00","Liberecký kraj","JILEMNICE","Semily"
"Jablonec nad Nisou","42 179,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Jablonná","375,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Jablonné nad Orlicí","2 883,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Jablonné v Podještědí","4 080,00","Liberecký kraj","LIBEREC","Česká Lípa"
"Jabloňov","302,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Jablůnka","1 973,00","Zlínský kraj","VSETÍN","Vsetín"
"Jablunkov","5 169,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Jáchymov","3 375,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Jahodov","77,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Jakartovice","1 118,00","Moravskoslezský kraj","OPAVA","Opava"
"Jakubčovice nad Odrou","718,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Jakubov u Moravských Budějovic","511,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Jakubovice","207,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Jalubí","1 812,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Jamné","488,00","Vysočina","JIHLAVA","Jihlava"
"Jamné nad Orlicí","738,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Jamolice","487,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Jámy","498,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Jankov","362,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Jankov","943,00","Středočeský kraj","VOTICE","Benešov"
"Jankov","59,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Jankovice","334,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Jankovice","576,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Jankovice","367,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Janoušov","80,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Janov","799,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Janov","163,00","Ústecký kraj","DĚČÍN","Děčín"
"Janov","443,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Janov","151,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Janov","142,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Janov nad Nisou","1 321,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Janová","652,00","Zlínský kraj","VSETÍN","Vsetín"
"Janovice","1 591,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Janovice nad Úhlavou","2 152,00","Plzeňský kraj","KLATOVY","Klatovy"
"Janovice v Podještědí","98,00","Liberecký kraj","LIBEREC","Česká Lípa"
"Janská","267,00","Ústecký kraj","DĚČÍN","Děčín"
"Janské Lázně","997,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Janův Důl","147,00","Liberecký kraj","LIBEREC","Liberec"
"Janůvky","82,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Jarcová","737,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Jarohněvice","225,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Jaroměř","12 046,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Jaroměřice","1 316,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Jaroměřice nad Rokytnou","4 064,00","Vysočina","TŘEBÍČ","Třebíč"
"Jaroslav","198,00","Pardubický kraj","HOLICE","Pardubice"
"Jaroslavice","1 194,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Jarošov","197,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Jarošov nad Nežárkou","1 014,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Jarov","325,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Jarov","160,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Jarpice","294,00","Středočeský kraj","SLANÝ","Kladno"
"Jasenice","220,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Jasenná","867,00","Zlínský kraj","VIZOVICE","Zlín"
"Jasenná","764,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Javor","99,00","Plzeňský kraj","KLATOVY","Klatovy"
"Javorek","110,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Javornice","990,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Javorník","909,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Javorník","160,00","Středočeský kraj","VLAŠIM","Benešov"
"Javorník","325,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Javůrek","314,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Jedlá","119,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Jedlany","110,00","Jihočeský kraj","TÁBOR","Tábor"
"Jedlí","763,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Jedlová","1 111,00","Pardubický kraj","POLIČKA","Svitavy"
"Jedomělice","339,00","Středočeský kraj","SLANÝ","Kladno"
"Jedousov","186,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Jedovnice","2 177,00","Jihomoravský kraj","BLANSKO","Blansko"
"Jehnědí","313,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Jemnice","4 011,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Jemníky","283,00","Středočeský kraj","SLANÝ","Kladno"
"Jenčice","303,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Jeneč","1 178,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Jeníkov","453,00","Pardubický kraj","HLINSKO","Chrudim"
"Jeníkov","938,00","Ústecký kraj","TEPLICE","Teplice"
"Jeníkovice","474,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Jeníkovice","246,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Jenišov","294,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Jenišovice","513,00","Pardubický kraj","CHRUDIM","Chrudim"
"Jenišovice","766,00","Liberecký kraj","TURNOV","Jablonec n.Nisou"
"Jenštejn","424,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Jeřice","431,00","Královéhradecký kraj","HOŘICE","Jičín"
"Jeřišno","386,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Jeřmanice","358,00","Liberecký kraj","LIBEREC","Liberec"
"Jersín","233,00","Vysočina","JIHLAVA","Jihlava"
"Jesenec","463,00","Olomoucký kraj","KONICE","Prostějov"
"Jesenice","512,00","Středočeský kraj","SEDLČANY","Příbram"
"Jesenice","1 693,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Jesenice","1 455,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Jeseník","12 342,00","Olomoucký kraj","JESENÍK","Jeseník"
"Jeseník nad Odrou","1 923,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Jesenný","596,00","Liberecký kraj","SEMILY","Semily"
"Ješetice","173,00","Středočeský kraj","VOTICE","Benešov"
"Jestřabí","346,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Jestřabí Lhota","363,00","Středočeský kraj","KOLÍN","Kolín"
"Jestřabí v Krkonoších","360,00","Liberecký kraj","JILEMNICE","Semily"
"Jestřebí","189,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod"
"Jestřebí","752,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Jestřebí","597,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Jetětice","345,00","Jihočeský kraj","MILEVSKO","Písek"
"Jetřichov","497,00","Královéhradecký kraj","BROUMOV","Náchod"
"Jetřichovice","355,00","Ústecký kraj","DĚČÍN","Děčín"
"Jevany","532,00","Středočeský kraj","ŘÍČANY","Kolín"
"Jevíčko","2 754,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Jeviněves","240,00","Středočeský kraj","MĚLNÍK","Mělník"
"Jevišovice","1 138,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Jevišovka","621,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Jezbořice","299,00","Pardubický kraj","PARDUBICE","Pardubice"
"Jezdkovice","196,00","Moravskoslezský kraj","OPAVA","Opava"
"Jezdovice","237,00","Vysočina","JIHLAVA","Jihlava"
"Ježená","107,00","Vysočina","JIHLAVA","Jihlava"
"Jezeřany-Maršovice","796,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Jezernice","713,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Ježkovice","484,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Ježov","834,00","Jihomoravský kraj","KYJOV","Hodonín"
"Ježov","107,00","Vysočina","HUMPOLEC","Pelhřimov"
"Ježovy","301,00","Plzeňský kraj","KLATOVY","Klatovy"
"Jičín","16 182,00","Královéhradecký kraj","JIČÍN","Jičín"
"Jičíněves","745,00","Královéhradecký kraj","JIČÍN","Jičín"
"Jickovice","173,00","Jihočeský kraj","MILEVSKO","Písek"
"Jihlava","49 770,00","Vysočina","JIHLAVA","Jihlava"
"Jihlávka","337,00","Vysočina","JIHLAVA","Jihlava"
"Jíkev","405,00","Středočeský kraj","NYMBURK","Nymburk"
"Jilem","139,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Jilem","143,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Jilemnice","5 297,00","Liberecký kraj","JILEMNICE","Semily"
"Jílové","4 920,00","Ústecký kraj","DĚČÍN","Děčín"
"Jílové u Držkova","260,00","Liberecký kraj","ŽELEZNÝ BROD","Jablonec n.Nisou"
"Jílové u Prahy","2 875,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Jílovice","1 047,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Jíloviště","410,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Jimlín","928,00","Ústecký kraj","LOUNY","Louny"
"Jimramov","1 454,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Jinačovice","535,00","Jihomoravský kraj","KUŘIM","Brno-venkov"
"Jince","1 633,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Jindřichov","1 635,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Jindřichov","509,00","Olomoucký kraj","HRANICE","Přerov"
"Jindřichov","1 483,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Jindřichovice","106,00","Vysočina","TELČ","Jihlava"
"Jindřichovice","394,00","Karlovarský kraj","KRASLICE","Sokolov"
"Jindřichovice pod Smrkem","740,00","Liberecký kraj","FRÝDLANT","Liberec"
"Jindřichův Hradec","19 923,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Jinín","206,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Jinočany","817,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Jinolice","165,00","Královéhradecký kraj","JIČÍN","Jičín"
"Jinošov","357,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Jiratice","100,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Jiřetín pod Bukovou","575,00","Liberecký kraj","TANVALD","Jablonec n.Nisou"
"Jiřetín pod Jedlovou","776,00","Ústecký kraj","VARNSDORF","Děčín"
"Jiřice","166,00","Středočeský kraj","LYSÁ NAD LABEM","Nymburk"
"Jiřice","633,00","Vysočina","HUMPOLEC","Pelhřimov"
"Jiřice u Miroslavi","387,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Jiřice u Moravských Budějovic","99,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Jiříkov","3 905,00","Ústecký kraj","RUMBURK","Děčín"
"Jiříkov","392,00","Moravskoslezský kraj","RÝMAŘOV","Bruntál"
"Jiříkovice","795,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Jirkov","11 980,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Jirny","1 469,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Jistebnice","2 444,00","Jihočeský kraj","TÁBOR","Tábor"
"Jistebník","1 517,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Jitkov","214,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Jivina","313,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Jivina","194,00","Středočeský kraj","HOŘOVICE","Beroun"
"Jívka","786,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Jivno","158,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Jívová","609,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Jívoví","326,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Jizbice","331,00","Středočeský kraj","NYMBURK","Nymburk"
"Jizerní Vtelno","459,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Josefov","346,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Josefov","298,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Josefův Důl","1 319,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Josefův Důl","447,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Kacákova Lhota","168,00","Královéhradecký kraj","JIČÍN","Jičín"
"Kacanovy","179,00","Liberecký kraj","TURNOV","Semily"
"Kaceřov","134,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Kaceřov","411,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Kačice","1 134,00","Středočeský kraj","KLADNO","Kladno"
"Kačlehy","73,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Kácov","990,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Kadaň","18 614,00","Ústecký kraj","KADAŇ","Chomutov"
"Kadlín","211,00","Středočeský kraj","MĚLNÍK","Mělník"
"Kadolec","205,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Kadov","218,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Kadov","157,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Kadov","544,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Kájov","1 184,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Kakejcov","137,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Kalek","150,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Kalenice","139,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Kalhov","148,00","Vysočina","JIHLAVA","Jihlava"
"Kaliště","203,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Kaliště","229,00","Vysočina","JIHLAVA","Jihlava"
"Kaliště","417,00","Vysočina","HUMPOLEC","Pelhřimov"
"Kalivody","113,00","Středočeský kraj","RAKOVNÍK","Rakovník"
