"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","kraj","orp","okres"
"Osičky","132,00","21,00","21,00","41,00","44,00","2,00","3,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Osík","1 051,00","118,00","172,00","407,00","306,00","28,00","20,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Osiky","2","2","2","2","2","2","2","Jihomoravský kraj","TIŠNOV","Blansko"
"Oskava","1 471,00","185,00","242,00","513,00","459,00","36,00","36,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Oskořínek","534,00","71,00","83,00","175,00","174,00","18,00","13,00","Středočeský kraj","NYMBURK","Nymburk"
"Oslavany","4 561,00","678,00","760,00","1 470,00","1 369,00","153,00","131,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Oslavice","601,00","66,00","120,00","188,00","189,00","19,00","19,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Oslavička","2","2","2","2","2","2","2","Vysočina","VELKÉ MEZIŘÍČÍ","Třebíč"
"Oslnovice","108,00","21,00","9,00","40,00","34,00","2,00","2,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Oslov","334,00","74,00","52,00","94,00","98,00","11,00","5,00","Jihočeský kraj","PÍSEK","Písek"
"Osoblaha","1 136,00","139,00","203,00","387,00","364,00","20,00","23,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Osov","315,00","47,00","53,00","108,00","97,00","2,00","8,00","Středočeský kraj","HOŘOVICE","Beroun"
"Osová Bítýška","784,00","100,00","118,00","261,00","260,00","27,00","18,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Osové","48,00","12,00","4,00","19,00","10,00","2,00","1,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Ostašov","127,00","17,00","16,00","47,00","40,00","3,00","4,00","Vysočina","TŘEBÍČ","Třebíč"
"Ostopovice","1 367,00","216,00","195,00","428,00","445,00","46,00","37,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Ostrá","385,00","71,00","46,00","127,00","116,00","11,00","14,00","Středočeský kraj","LYSÁ NAD LABEM","Nymburk"
"Ostrata","344,00","50,00","52,00","120,00","108,00","9,00","5,00","Zlínský kraj","ZLÍN","Zlín"
"Ostrava","313 088,00","40 811,00","47 893,00","102 744,00","103 230,00","9 954,00","8 456,00","Moravskoslezský kraj","OSTRAVA","Ostrava"
"Ostravice","2 324,00","365,00","319,00","844,00","671,00","73,00","52,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Ostředek","313,00","50,00","38,00","109,00","101,00","8,00","7,00","Středočeský kraj","BENEŠOV","Benešov"
"Ostřešany","899,00","128,00","139,00","302,00","280,00","22,00","28,00","Pardubický kraj","PARDUBICE","Pardubice"
"Ostřetice","50,00","11,00","3,00","15,00","18,00","0,00","3,00","Plzeňský kraj","KLATOVY","Klatovy"
"Ostřetín","955,00","140,00","138,00","322,00","305,00","32,00","18,00","Pardubický kraj","HOLICE","Pardubice"
"Ostrolovský Újezd","110,00","20,00","13,00","44,00","32,00","1,00","0,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Ostroměř","1 368,00","208,00","206,00","463,00","432,00","30,00","29,00","Královéhradecký kraj","HOŘICE","Jičín"
"Ostrov","17 206,00","2 454,00","2 610,00","5 647,00","5 613,00","530,00","352,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Ostrov","129,00","21,00","24,00","41,00","38,00","3,00","2,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Ostrov","90,00","12,00","17,00","29,00","25,00","4,00","3,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Ostrov","49,00","13,00","6,00","17,00","9,00","1,00","3,00","Středočeský kraj","VLAŠIM","Benešov"
"Ostrov","592,00","44,00","120,00","219,00","193,00","9,00","7,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Ostrov nad Oslavou","896,00","101,00","178,00","274,00","278,00","32,00","33,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Ostrov u Bezdružic","201,00","27,00","30,00","62,00","65,00","7,00","10,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Ostrov u Macochy","1 078,00","178,00","163,00","350,00","310,00","42,00","35,00","Jihomoravský kraj","BLANSKO","Blansko"
"Ostrovačice","587,00","92,00","94,00","178,00","195,00","16,00","12,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Ostrovánky","203,00","41,00","24,00","69,00","62,00","5,00","2,00","Jihomoravský kraj","KYJOV","Hodonín"
"Ostrovec","372,00","62,00","56,00","122,00","112,00","12,00","8,00","Jihočeský kraj","PÍSEK","Písek"
"Ostrovec-Lhotka","77,00","23,00","9,00","22,00","20,00","2,00","1,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Ostrožská Lhota","1 633,00","238,00","282,00","542,00","488,00","51,00","32,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Ostrožská Nová Ves","3 360,00","514,00","500,00","1 102,00","1 063,00","98,00","83,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Ostružná","2","2","2","2","2","2","2","Olomoucký kraj","JESENÍK","Jeseník"
"Ostružno","81,00","12,00","9,00","32,00","25,00","0,00","3,00","Královéhradecký kraj","JIČÍN","Jičín"
"Osvětimany","863,00","140,00","127,00","282,00","269,00","26,00","19,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Osvračín","546,00","71,00","87,00","190,00","170,00","17,00","11,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Otaslavice","1 275,00","223,00","183,00","409,00","398,00","34,00","28,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Otěšice","152,00","34,00","17,00","46,00","48,00","4,00","3,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Otice","1 292,00","160,00","201,00","422,00","433,00","41,00","35,00","Moravskoslezský kraj","OPAVA","Opava"
"Otín","265,00","34,00","51,00","90,00","78,00","8,00","4,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Otín","80,00","10,00","7,00","34,00","27,00","1,00","1,00","Vysočina","JIHLAVA","Jihlava"
"Otinoves","294,00","53,00","35,00","88,00","92,00","13,00","13,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Otmarov","188,00","29,00","33,00","63,00","57,00","3,00","3,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Otmíče","146,00","17,00","22,00","49,00","49,00","5,00","4,00","Středočeský kraj","HOŘOVICE","Beroun"
"Otnice","1 411,00","170,00","257,00","477,00","431,00","41,00","35,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Otov","95,00","18,00","15,00","34,00","26,00","1,00","1,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Otovice","598,00","82,00","89,00","205,00","193,00","11,00","18,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Otradov","301,00","56,00","45,00","105,00","83,00","7,00","5,00","Pardubický kraj","HLINSKO","Chrudim"
"Otročín","546,00","54,00","84,00","204,00","181,00","13,00","10,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Otročiněves","451,00","76,00","65,00","145,00","138,00","11,00","16,00","Středočeský kraj","BEROUN","Beroun"
"Otrokovice","18 857,00","2 278,00","2 691,00","6 439,00","6 472,00","499,00","478,00","Zlínský kraj","OTROKOVICE","Zlín"
"Otryby","2","2","2","2","2","2","2","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Otvice","558,00","67,00","85,00","186,00","179,00","16,00","25,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Otvovice","701,00","121,00","91,00","239,00","212,00","19,00","19,00","Středočeský kraj","KLADNO","Kladno"
"Ouběnice","178,00","24,00","27,00","54,00","60,00","5,00","8,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Oucmanice","213,00","22,00","33,00","76,00","73,00","6,00","3,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Oudoleň","341,00","51,00","58,00","123,00","96,00","10,00","3,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Ovčáry","396,00","70,00","67,00","132,00","118,00","6,00","3,00","Středočeský kraj","NERATOVICE","Mělník"
"Ovčáry","740,00","85,00","111,00","280,00","223,00","19,00","22,00","Středočeský kraj","KOLÍN","Kolín"
"Ovesná Lhota","206,00","28,00","25,00","78,00","68,00","5,00","2,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Ovesné Kladruby","119,00","12,00","20,00","42,00","41,00","2,00","2,00","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb"
"Oznice","362,00","51,00","54,00","125,00","116,00","8,00","8,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Paběnice","174,00","37,00","27,00","48,00","50,00","7,00","5,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Pačejov","794,00","113,00","122,00","262,00","234,00","25,00","38,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Paceřice","259,00","40,00","31,00","86,00","81,00","11,00","10,00","Liberecký kraj","TURNOV","Liberec"
"Pacetluky","220,00","43,00","30,00","71,00","68,00","6,00","2,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Pačlavice","892,00","179,00","125,00","257,00","267,00","33,00","31,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Pacov","5 145,00","791,00","802,00","1 648,00","1 589,00","176,00","139,00","Vysočina","PACOV","Pelhřimov"
"Páleč","154,00","37,00","20,00","47,00","44,00","5,00","1,00","Středočeský kraj","SLANÝ","Kladno"
"Palkovice","2 751,00","376,00","474,00","909,00","862,00","65,00","65,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Palonín","343,00","47,00","48,00","122,00","107,00","10,00","9,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Pálovice","162,00","29,00","34,00","44,00","44,00","4,00","7,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Pamětice","204,00","24,00","38,00","71,00","62,00","4,00","5,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Panenská Rozsíčka","92,00","15,00","20,00","25,00","22,00","5,00","5,00","Vysočina","JIHLAVA","Jihlava"
"Panenské Břežany","516,00","97,00","70,00","152,00","165,00","15,00","17,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Panenský Týnec","369,00","50,00","57,00","130,00","119,00","6,00","7,00","Ústecký kraj","LOUNY","Louny"
"Panoší Újezd","261,00","43,00","45,00","82,00","83,00","4,00","4,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Panské Dubenky","140,00","20,00","27,00","44,00","43,00","2,00","4,00","Vysočina","TELČ","Jihlava"
"Paračov","85,00","12,00","11,00","29,00","29,00","2,00","2,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Pardubice","88 741,00","14 242,00","12 112,00","28 143,00","29 061,00","2 798,00","2 385,00","Pardubický kraj","PARDUBICE","Pardubice"
"Pařezov","125,00","16,00","22,00","39,00","43,00","4,00","1,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Paršovice","359,00","48,00","59,00","115,00","117,00","11,00","9,00","Olomoucký kraj","HRANICE","Přerov"
"Partutovice","484,00","48,00","91,00","179,00","146,00","11,00","9,00","Olomoucký kraj","HRANICE","Přerov"
"Pasečnice","199,00","34,00","25,00","74,00","58,00","6,00","2,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Paseka","1 162,00","116,00","200,00","407,00","393,00","26,00","20,00","Olomoucký kraj","UNIČOV","Olomouc"
"Paseky","141,00","21,00","17,00","57,00","44,00","0,00","2,00","Jihočeský kraj","PÍSEK","Písek"
"Paseky nad Jizerou","253,00","52,00","35,00","84,00","67,00","8,00","7,00","Liberecký kraj","JILEMNICE","Semily"
"Pašinka","303,00","47,00","44,00","98,00","94,00","9,00","11,00","Středočeský kraj","KOLÍN","Kolín"
"Paskov","3 754,00","381,00","693,00","1 257,00","1 223,00","97,00","103,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Pasohlávky","2","2","2","2","2","2","2","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Pašovice","722,00","116,00","116,00","250,00","215,00","13,00","12,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Pastuchovice","73,00","20,00","4,00","24,00","22,00","1,00","2,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Pastviny","302,00","47,00","56,00","98,00","92,00","6,00","3,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Pátek","520,00","63,00","90,00","175,00","163,00","16,00","13,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Patokryje","373,00","37,00","60,00","130,00","131,00","8,00","7,00","Ústecký kraj","MOST","Most"
"Pavlice","502,00","76,00","71,00","174,00","153,00","14,00","14,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Pavlíkov","1 013,00","149,00","136,00","364,00","315,00","23,00","26,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Pavlínov","249,00","34,00","49,00","78,00","79,00","3,00","6,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Pavlov","592,00","84,00","100,00","200,00","181,00","15,00","12,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Pavlov","140,00","20,00","19,00","47,00","47,00","3,00","4,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Pavlov","126,00","18,00","20,00","47,00","35,00","2,00","4,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Pavlov","536,00","67,00","67,00","194,00","182,00","15,00","11,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Pavlov","90,00","16,00","9,00","34,00","29,00","1,00","1,00","Středočeský kraj","KLADNO","Kladno"
"Pavlov","319,00","41,00","62,00","117,00","89,00","7,00","3,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Pavlov","432,00","74,00","68,00","140,00","126,00","14,00","10,00","Vysočina","JIHLAVA","Jihlava"
"Pavlovice","173,00","24,00","24,00","60,00","58,00","2,00","5,00","Středočeský kraj","VLAŠIM","Benešov"
"Pavlovice u Kojetína","282,00","39,00","37,00","104,00","89,00","7,00","6,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Pavlovice u Přerova","790,00","231,00","95,00","220,00","203,00","19,00","22,00","Olomoucký kraj","PŘEROV","Přerov"
"Pazderna","262,00","34,00","35,00","95,00","85,00","6,00","7,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Pchery","1 743,00","234,00","267,00","603,00","543,00","50,00","46,00","Středočeský kraj","KLADNO","Kladno"
"Pec","247,00","41,00","46,00","74,00","64,00","14,00","8,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Peč","391,00","40,00","70,00","136,00","124,00","10,00","11,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Pec pod Sněžkou","608,00","74,00","82,00","218,00","205,00","15,00","14,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Pečice","357,00","57,00","55,00","131,00","102,00","5,00","7,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Pěčice","146,00","28,00","20,00","48,00","44,00","0,00","6,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Pěčín","497,00","74,00","89,00","165,00","146,00","10,00","13,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Pecka","1 254,00","198,00","191,00","412,00","383,00","36,00","34,00","Královéhradecký kraj","NOVÁ PAKA","Jičín"
"Pečky","2","2","2","2","2","2","2","Středočeský kraj","KOLÍN","Kolín"
"Pěčnov","51,00","8,00","6,00","24,00","12,00","1,00","0,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Pelechy","73,00","16,00","8,00","26,00","19,00","2,00","2,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Pelhřimov","16 541,00","2 108,00","2 620,00","5 517,00","5 480,00","429,00","387,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Pěnčín","754,00","97,00","142,00","241,00","237,00","17,00","20,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Pěnčín","1 769,00","262,00","265,00","572,00","563,00","53,00","54,00","Liberecký kraj","ŽELEZNÝ BROD","Jablonec n.Nisou"
"Pěnčín","616,00","80,00","109,00","196,00","207,00","12,00","12,00","Liberecký kraj","TURNOV","Liberec"
"Perálec","245,00","30,00","43,00","78,00","79,00","8,00","7,00","Pardubický kraj","CHRUDIM","Chrudim"
"Peřimov","209,00","38,00","33,00","69,00","57,00","6,00","6,00","Liberecký kraj","JILEMNICE","Semily"
"Perná","769,00","84,00","135,00","262,00","260,00","13,00","15,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Pernarec","767,00","76,00","152,00","255,00","252,00","17,00","15,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Pernink","969,00","112,00","225,00","271,00","335,00","17,00","9,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Pernštejnské Jestřabí","2","2","2","2","2","2","2","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Perštejn","1 017,00","120,00","143,00","372,00","325,00","26,00","31,00","Ústecký kraj","KADAŇ","Chomutov"
"Pertoltice","170,00","47,00","23,00","50,00","40,00","9,00","1,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Pertoltice","255,00","34,00","50,00","85,00","74,00","6,00","6,00","Liberecký kraj","FRÝDLANT","Liberec"
"Pertoltice pod Ralskem","327,00","46,00","63,00","115,00","88,00","7,00","8,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Peruc","2 109,00","363,00","296,00","699,00","624,00","74,00","53,00","Ústecký kraj","LOUNY","Louny"
"Pesvice","92,00","15,00","9,00","36,00","26,00","4,00","2,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Pětihosty","105,00","22,00","23,00","32,00","26,00","1,00","1,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Pětikozly","77,00","16,00","8,00","24,00","26,00","3,00","0,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Pětipsy","211,00","25,00","55,00","69,00","49,00","4,00","9,00","Ústecký kraj","KADAŇ","Chomutov"
"Petkovy","215,00","40,00","35,00","70,00","63,00","4,00","3,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Petráveč","173,00","10,00","33,00","59,00","54,00","12,00","5,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Petříkov","274,00","45,00","41,00","93,00","79,00","10,00","6,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Petříkov","351,00","40,00","59,00","125,00","114,00","9,00","4,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Petrohrad","678,00","114,00","100,00","244,00","182,00","18,00","20,00","Ústecký kraj","PODBOŘANY","Louny"
"Petroupim","289,00","33,00","51,00","98,00","96,00","4,00","7,00","Středočeský kraj","BENEŠOV","Benešov"
"Petrov","353,00","44,00","48,00","129,00","112,00","10,00","10,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Petrov","147,00","19,00","29,00","49,00","41,00","3,00","6,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Petrov","1 354,00","187,00","226,00","448,00","425,00","41,00","27,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Petrovice","352,00","57,00","53,00","118,00","102,00","11,00","11,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Petrovice","1 362,00","189,00","234,00","450,00","437,00","25,00","27,00","Středočeský kraj","SEDLČANY","Příbram"
"Petrovice","242,00","21,00","37,00","99,00","73,00","7,00","5,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Petrovice","247,00","30,00","35,00","85,00","77,00","11,00","9,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Petrovice","140,00","25,00","20,00","45,00","38,00","7,00","5,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Petrovice","430,00","51,00","80,00","141,00","140,00","10,00","8,00","Vysočina","TŘEBÍČ","Třebíč"
"Petrovice I","301,00","49,00","47,00","102,00","91,00","6,00","6,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Petrovice II","100,00","46,00","10,00","15,00","23,00","2,00","4,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Petrovice u Karviné","4 874,00","603,00","641,00","1 961,00","1 417,00","135,00","117,00","Moravskoslezský kraj","KARVINÁ","Karviná"
"Petrovice u Sušice","585,00","105,00","71,00","204,00","185,00","8,00","12,00","Plzeňský kraj","SUŠICE","Klatovy"
"Petrovičky","40,00","5,00","10,00","9,00","10,00","2,00","4,00","Královéhradecký kraj","HOŘICE","Jičín"
"Petrůvka","327,00","57,00","32,00","120,00","99,00","12,00","7,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Petrůvky","81,00","13,00","18,00","26,00","19,00","2,00","3,00","Vysočina","TŘEBÍČ","Třebíč"
"Petřvald","6 854,00","1 084,00","1 038,00","2 237,00","2 116,00","190,00","189,00","Moravskoslezský kraj","ORLOVÁ","Karviná"
"Petřvald","1 735,00","260,00","241,00","570,00","561,00","56,00","47,00","Moravskoslezský kraj","KOPŘIVNICE","Nový Jičín"
"Pičín","534,00","55,00","81,00","192,00","178,00","14,00","14,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Pikárec","306,00","47,00","68,00","90,00","86,00","7,00","8,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Pila","397,00","49,00","51,00","143,00","121,00","15,00","18,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Pilníkov","1 110,00","156,00","189,00","377,00","336,00","26,00","26,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Písařov","703,00","101,00","106,00","221,00","234,00","16,00","25,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Písečná","462,00","58,00","86,00","156,00","150,00","7,00","5,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Písečná","819,00","104,00","157,00","266,00","246,00","21,00","25,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Písečné","209,00","30,00","37,00","73,00","58,00","5,00","6,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Písečné","563,00","86,00","108,00","178,00","173,00","9,00","9,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Písek","29 774,00","4 330,00","4 689,00","9 524,00","9 676,00","876,00","679,00","Jihočeský kraj","PÍSEK","Písek"
"Písek","184,00","46,00","19,00","58,00","50,00","4,00","7,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Písek","1 776,00","206,00","332,00","620,00","558,00","34,00","26,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Písková Lhota","406,00","59,00","58,00","143,00","123,00","13,00","10,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Písková Lhota","580,00","69,00","94,00","195,00","191,00","18,00","13,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Píšť","75,00","20,00","9,00","24,00","19,00","1,00","2,00","Vysočina","HUMPOLEC","Pelhřimov"
"Píšť","2 096,00","318,00","322,00","690,00","657,00","55,00","54,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Píšťany","185,00","21,00","29,00","65,00","52,00","10,00","8,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Pištín","490,00","61,00","77,00","173,00","145,00","22,00","12,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Pístina","186,00","18,00","12,00","34,00","116,00","2,00","4,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Písty","356,00","58,00","47,00","116,00","117,00","8,00","10,00","Středočeský kraj","NYMBURK","Nymburk"
"Pitín","928,00","143,00","161,00","308,00","276,00","26,00","14,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Pivín","694,00","88,00","112,00","231,00","234,00","13,00","16,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Pivkovice","74,00","23,00","9,00","19,00","18,00","2,00","3,00","Jihočeský kraj","VODŇANY","Strakonice"
"Planá","251,00","19,00","56,00","73,00","86,00","7,00","10,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Planá","5 450,00","616,00","904,00","1 830,00","1 830,00","150,00","120,00","Plzeňský kraj","TACHOV","Tachov"
"Planá nad Lužnicí","3 128,00","381,00","487,00","1 066,00","1 041,00","76,00","77,00","Jihočeský kraj","TÁBOR","Tábor"
"Plaňany","1 467,00","156,00","248,00","513,00","471,00","39,00","40,00","Středočeský kraj","KOLÍN","Kolín"
"Plandry","162,00","18,00","33,00","56,00","48,00","3,00","4,00","Vysočina","JIHLAVA","Jihlava"
"Pláně","264,00","47,00","35,00","85,00","75,00","9,00","13,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Plánice","1 649,00","267,00","237,00","542,00","524,00","42,00","37,00","Plzeňský kraj","KLATOVY","Klatovy"
"Plasy","2 527,00","378,00","372,00","859,00","769,00","81,00","68,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Plav","326,00","47,00","55,00","111,00","100,00","8,00","5,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Plaveč","438,00","133,00","48,00","120,00","111,00","16,00","10,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Plavsko","434,00","68,00","66,00","149,00","133,00","12,00","6,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Plavy","1 077,00","126,00","190,00","341,00","349,00","37,00","34,00","Liberecký kraj","TANVALD","Jablonec n.Nisou"
"Plazy","338,00","44,00","55,00","101,00","119,00","5,00","14,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Plch","79,00","18,00","12,00","24,00","21,00","2,00","2,00","Pardubický kraj","PARDUBICE","Pardubice"
"Plchov","167,00","18,00","26,00","55,00","58,00","4,00","6,00","Středočeský kraj","SLANÝ","Kladno"
"Plchovice","73,00","18,00","11,00","24,00","15,00","3,00","2,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Plenkovice","341,00","59,00","62,00","107,00","96,00","7,00","10,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Pleše","180,00","40,00","20,00","55,00","55,00","5,00","5,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Plesná","2 077,00","228,00","382,00","706,00","678,00","41,00","42,00","Karlovarský kraj","CHEB","Cheb"
"Plešnice","241,00","25,00","37,00","89,00","82,00","5,00","3,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Pletený Újezd","405,00","64,00","51,00","123,00","137,00","20,00","10,00","Středočeský kraj","KLADNO","Kladno"
"Plískov","123,00","32,00","13,00","37,00","28,00","7,00","6,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Ploskovice","370,00","51,00","52,00","131,00","115,00","12,00","9,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
