"obce","Počet obyvatel dle Sčítání lidu 1910","kraj","orp","okres"
"Babice","1 313,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Babice","485,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Babice nad Svitavou","984,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Babice u Rosic","900,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Babylon","194,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Bačalky","610,00","Královéhradecký kraj","JIČÍN","Jičín"
"Bačetín","577,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Bačice","353,00","Vysočina","TŘEBÍČ","Třebíč"
"Bačkov","277,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Bačkovice","295,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Bácovice","220,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bakov nad Jizerou","4 719,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Baliny","176,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Balkova Lhota","252,00","Jihočeský kraj","TÁBOR","Tábor"
"Banín","731,00","Pardubický kraj","SVITAVY","Svitavy"
"Bánov","1 784,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Báňovice","188,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Bantice","373,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Barchov","425,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Barchov","432,00","Pardubický kraj","PARDUBICE","Pardubice"
"Barchovice","882,00","Středočeský kraj","KOLÍN","Kolín"
"Bařice-Velké Těšany","713,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Bartošovice","2 677,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Bartošovice v Orlických horách","2 105,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Bartoušov","252,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Baška","2 588,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Bašnice","429,00","Královéhradecký kraj","HOŘICE","Jičín"
"Bašť","711,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Batelov","3 365,00","Vysočina","JIHLAVA","Jihlava"
"Batňovice","1 248,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Bavorov","3 057,00","Jihočeský kraj","VODŇANY","Strakonice"
"Bavory","532,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Bavoryně","295,00","Středočeský kraj","BEROUN","Beroun"
"Bdeněves","467,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Bdín","233,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Běchary","692,00","Královéhradecký kraj","JIČÍN","Jičín"
"Bechlín","1 406,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Bechyně","2 754,00","Jihočeský kraj","TÁBOR","Tábor"
"Bečice","193,00","Jihočeský kraj","TÁBOR","Tábor"
"Bečice","268,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Bečov","1 999,00","Ústecký kraj","MOST","Most"
"Bečov nad Teplou","2 809,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Bečváry","1 776,00","Středočeský kraj","KOLÍN","Kolín"
"Bedihošť","1 406,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Bednárec","344,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Bednáreček","503,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Bedřichov","1 394,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Bedřichov","441,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Běhařov","459,00","Plzeňský kraj","KLATOVY","Klatovy"
"Běhařovice","935,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bělá","762,00","Liberecký kraj","SEMILY","Semily"
"Bělá","406,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Bělá","203,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bělá","484,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Bělá nad Radbuzou","6 966,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Bělá nad Svitavou","1 259,00","Pardubický kraj","SVITAVY","Svitavy"
"Bělá pod Bezdězem","5 381,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Bělá pod Pradědem","3 707,00","Olomoucký kraj","JESENÍK","Jeseník"
"Bělá u Jevíčka","881,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Bělčice","2 366,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Běleč","450,00","Jihočeský kraj","TÁBOR","Tábor"
"Běleč","493,00","Středočeský kraj","KLADNO","Kladno"
"Běleč","264,00","Jihomoravský kraj","TIŠNOV","Blansko"
"Běleč nad Orlicí","340,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Bělkovice-Lašťany","1 562,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Běloky","271,00","Středočeský kraj","KLADNO","Kladno"
"Bělotín","2 376,00","Olomoucký kraj","HRANICE","Přerov"
"Bělov","419,00","Zlínský kraj","OTROKOVICE","Kroměříž"
"Bělušice","687,00","Ústecký kraj","MOST","Most"
"Bělušice","466,00","Středočeský kraj","KOLÍN","Kolín"
"Benátky","263,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Benátky","451,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Benátky nad Jizerou","5 072,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Benecko","2 884,00","Liberecký kraj","JILEMNICE","Semily"
"Benešov","8 857,00","Středočeský kraj","BENEŠOV","Benešov"
"Benešov","923,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Benešov nad Černou","4 579,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Benešov nad Ploučnicí","4 166,00","Ústecký kraj","DĚČÍN","Děčín"
"Benešov u Semil","1 652,00","Liberecký kraj","SEMILY","Semily"
"Benešovice","682,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Benetice","230,00","Vysočina","TŘEBÍČ","Třebíč"
"Beňov","938,00","Olomoucký kraj","PŘEROV","Přerov"
"Bernardov","295,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Bernartice","2 891,00","Jihočeský kraj","MILEVSKO","Písek"
"Bernartice","624,00","Středočeský kraj","VLAŠIM","Benešov"
"Bernartice","2 810,00","Olomoucký kraj","JESENÍK","Jeseník"
"Bernartice","2 805,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Bernartice nad Odrou","871,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Beroun","11 906,00","Středočeský kraj","BEROUN","Beroun"
"Beřovice","706,00","Středočeský kraj","SLANÝ","Kladno"
"Běrunice","2 090,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Besednice","1 110,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Běšiny","1 475,00","Plzeňský kraj","KLATOVY","Klatovy"
"Běštín","904,00","Středočeský kraj","HOŘOVICE","Beroun"
"Běstovice","382,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Běstvina","1 226,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bezděčí u Trnávky","362,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Bezdědovice","556,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Bezděkov","421,00","Pardubický kraj","PARDUBICE","Pardubice"
"Bezděkov","1 370,00","Plzeňský kraj","KLATOVY","Klatovy"
"Bezděkov","432,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Bezděkov","275,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Bezděkov nad Metují","708,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Bezděkov pod Třemšínem","275,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bezděz","499,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Bezdružice","1 962,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Bezkov","291,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bezměrov","754,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Bezno","978,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Bezuchov","335,00","Olomoucký kraj","PŘEROV","Přerov"
"Bezvěrov","2 735,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Bílá","883,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Bílá","1 698,00","Liberecký kraj","LIBEREC","Liberec"
"Bílá Hlína","204,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Bílá Lhota","2 041,00","Olomoucký kraj","LITOVEL","Olomouc"
"Bílá Třemešná","2 169,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Bílá Voda","1 166,00","Olomoucký kraj","JESENÍK","Jeseník"
"Bílčice","1 234,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Bílé Podolí","1 607,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Bílé Poličany","492,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Bílence","870,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Bílichov","395,00","Středočeský kraj","SLANÝ","Kladno"
"Bílina","14 153,00","Ústecký kraj","BÍLINA","Teplice"
"Bílov","768,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Bílov","213,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Bílovec","7 749,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Bílovice","1 359,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Bílovice nad Svitavou","1 414,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Bílovice-Lutotín","801,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Bílsko","577,00","Jihočeský kraj","VODŇANY","Strakonice"
"Bílsko","299,00","Olomoucký kraj","LITOVEL","Olomouc"
"Bílsko u Hořic","220,00","Královéhradecký kraj","HOŘICE","Jičín"
"Bílý Kámen","197,00","Vysočina","JIHLAVA","Jihlava"
"Bílý Kostel nad Nisou","1 731,00","Liberecký kraj","LIBEREC","Liberec"
"Bílý Potok","2 012,00","Liberecký kraj","FRÝDLANT","Liberec"
"Bílý Újezd","1 207,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Biřkov","269,00","Plzeňský kraj","KLATOVY","Klatovy"
"Biskoupky","247,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Biskupice","356,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Biskupice","397,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Biskupice","200,00","Pardubický kraj","CHRUDIM","Chrudim"
"Biskupice-Pulkov","755,00","Vysočina","TŘEBÍČ","Třebíč"
"Bítouchov","674,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Bítov","541,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Bítov","420,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bítovany","716,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bítovčice","536,00","Vysočina","JIHLAVA","Jihlava"
"Bitozeves","1 336,00","Ústecký kraj","ŽATEC","Louny"
"Blanné","163,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Blansko","7 562,00","Jihomoravský kraj","BLANSKO","Blansko"
"Blatce","771,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Blatec","535,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Blatná","4 839,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Blatnice","482,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Blatnice","948,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Blatnice pod Svatým Antonínkem","2 335,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Blatnička","518,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Blatno","1 664,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Blatno","586,00","Ústecký kraj","PODBOŘANY","Louny"
"Blažejov","868,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Blažejovice","343,00","Středočeský kraj","VLAŠIM","Benešov"
"Blazice","348,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Blažim","223,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Blažim","478,00","Ústecký kraj","ŽATEC","Louny"
"Blažkov","403,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Blažovice","763,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Blešno","357,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Blevice","478,00","Středočeský kraj","KLADNO","Kladno"
"Blížejov","1 962,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Blíževedly","1 315,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Blízkov","579,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Blížkovice","1 345,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Blovice","3 249,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Blšany","3 457,00","Ústecký kraj","PODBOŘANY","Louny"
"Blšany u Loun","549,00","Ústecký kraj","LOUNY","Louny"
"Blučina","1 632,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Bludov","138,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Bobnice","1 100,00","Středočeský kraj","NYMBURK","Nymburk"
"Bobrová","1 176,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Bobrůvka","368,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Bocanovice","330,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Bochoř","1 392,00","Olomoucký kraj","PŘEROV","Přerov"
"Bochov","6 864,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Bochovice","309,00","Vysočina","TŘEBÍČ","Třebíč"
"Boháňka","606,00","Královéhradecký kraj","HOŘICE","Jičín"
"Boharyně","986,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Bohaté Málkovice","446,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Bohatice","380,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Bohdalec","437,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Bohdalice-Pavlovice","957,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Bohdalín","540,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bohdalov","1 123,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Bohdalovice","1 164,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Bohdaneč","1 153,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Bohdašín","497,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Bohdíkov","2 483,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Bohostice","728,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bohumilice","428,00","Jihočeský kraj","VIMPERK","Prachatice"
"Bohumín","19 572,00","Moravskoslezský kraj","BOHUMÍN","Karviná"
"Bohunice","195,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Bohuňov","314,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Bohuňov","422,00","Pardubický kraj","SVITAVY","Svitavy"
"Bohuňovice","1 628,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Bohuňovice","314,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Bohušice","272,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Bohuslavice","353,00","Olomoucký kraj","KONICE","Prostějov"
"Bohuslavice","1 177,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Bohuslavice","243,00","Vysočina","TELČ","Jihlava"
"Bohuslavice","555,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Bohuslavice nad Vláří","569,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Bohuslavice u Zlína","643,00","Zlínský kraj","ZLÍN","Zlín"
"Bohuslávky","355,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Bohušov","1 664,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Bohušovice nad Ohří","2 173,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Bohutice","697,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Bohutín","1 822,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bohutín","448,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Bohy","294,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Bojanov","1 187,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bojanovice","759,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Bojanovice","336,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bojiště","443,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Bojkovice","3 821,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Bolatice","2 140,00","Moravskoslezský kraj","KRAVAŘE","Opava"
"Boleboř","788,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Bolehošť","1 006,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Boleradice","1 398,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Bolešiny","1 184,00","Plzeňský kraj","KLATOVY","Klatovy"
"Boletice","6 359,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Bolkov","237,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Boňkov","179,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Bor","5 398,00","Plzeňský kraj","TACHOV","Tachov"
"Bor u Skutče","379,00","Pardubický kraj","CHRUDIM","Chrudim"
"Borač","383,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Bořanovice","508,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Bordovice","523,00","Moravskoslezský kraj","FRENŠTÁT P. RADHOŠTĚM","Nový Jičín"
"Boreč","389,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Borek","131,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Mělník"
"Borek","308,00","Pardubický kraj","PARDUBICE","Pardubice"
"Borek","376,00","Královéhradecký kraj","HOŘICE","Jičín"
"Borek","419,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Borek","159,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Bořenovice","302,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Bořetice","1 142,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Bořetice","194,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bořetín","309,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Bořetín","379,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bořice","463,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bořislav","479,00","Ústecký kraj","TEPLICE","Teplice"
"Bořitov","1 126,00","Jihomoravský kraj","BLANSKO","Blansko"
"Borkovany","1 305,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Borkovice","402,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Borohrádek","2 002,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Borotice","1 003,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Borotice","833,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Borotín","1 549,00","Jihočeský kraj","TÁBOR","Tábor"
"Borotín","784,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Borová","766,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Borová","1 257,00","Pardubický kraj","POLIČKA","Svitavy"
"Borová Lada","2 133,00","Jihočeský kraj","VIMPERK","Prachatice"
"Borovany","485,00","Jihočeský kraj","MILEVSKO","Písek"
"Borovany","2 839,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Borovná","174,00","Vysočina","TELČ","Jihlava"
"Borovnice","567,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Borovnice","183,00","Středočeský kraj","VLAŠIM","Benešov"
"Borovnice","692,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Borovnice","1 210,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Borovnice","144,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Borovnička","1 029,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Borovník","154,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Borovno","280,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Borovy","333,00","Plzeňský kraj","PŘEŠTICE","Klatovy"
"Boršice","1 711,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Boršice u Blatnice","987,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Boršov","305,00","Vysočina","JIHLAVA","Jihlava"
"Boršov nad Vltavou","952,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Borušov","500,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Bory","832,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Boseň","828,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Bošice","852,00","Jihočeský kraj","VIMPERK","Prachatice"
"Bošilec","465,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Bošín","164,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Boskovice","7 306,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Boskovštejn","449,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bošovice","1 074,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Boudy","504,00","Jihočeský kraj","PÍSEK","Písek"
"Bousín","596,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Bousov","533,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bouzov","3 030,00","Olomoucký kraj","LITOVEL","Olomouc"
"Božanov","1 340,00","Královéhradecký kraj","BROUMOV","Náchod"
"Božejov","712,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Božetice","678,00","Jihočeský kraj","MILEVSKO","Písek"
"Boží Dar","2 392,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Božičany","1 180,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Božice","2 300,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bozkov","1 148,00","Liberecký kraj","SEMILY","Semily"
"Brada-Rybníček","259,00","Královéhradecký kraj","JIČÍN","Jičín"
"Bradáčov","405,00","Jihočeský kraj","TÁBOR","Tábor"
"Bradlec","316,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Bradlecká Lhota","371,00","Liberecký kraj","SEMILY","Semily"
"Brambory","199,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Braňany","875,00","Ústecký kraj","MOST","Most"
"Brandov","2 896,00","Ústecký kraj","LITVÍNOV","Most"
"Brandýs nad Labem-Stará Boleslav","10 681,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Brandýs nad Orlicí","1 217,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Brandýsek","2 552,00","Středočeský kraj","KLADNO","Kladno"
"Branice","270,00","Jihočeský kraj","MILEVSKO","Písek"
"Braníškov","236,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Branišov","226,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Branka u Opavy","650,00","Moravskoslezský kraj","OPAVA","Opava"
"Brankovice","958,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Branky","859,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Branná","1 432,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Branov","530,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Bransouze","365,00","Vysočina","TŘEBÍČ","Třebíč"
"Brantice","1 716,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Branžež","436,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Braškov","760,00","Středočeský kraj","KLADNO","Kladno"
