"obce","Počet obyvatel dle Sčítání lidu 1910","kraj","orp","okres"
"Hvožďany","145,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hvozdec","338,00","Jihomoravský kraj","KUŘIM","Brno-venkov"
"Hvozdec","511,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hvozdná","864,00","Zlínský kraj","ZLÍN","Zlín"
"Hvozdnice","200,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hvozdnice","414,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Hybrálec","674,00","Vysočina","JIHLAVA","Jihlava"
"Hynčice","939,00","Královéhradecký kraj","BROUMOV","Náchod"
"Hynčina","1 397,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Hýskov","1 865,00","Středočeský kraj","BEROUN","Beroun"
"Hýsly","604,00","Jihomoravský kraj","KYJOV","Hodonín"
"Ivaň","680,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Ivaň","784,00","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Ivančice","7 777,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Ivanovice na Hané","3 784,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Jabkenice","478,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Jabloňany","342,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Jablonec nad Jizerou","4 626,00","Liberecký kraj","JILEMNICE","Semily"
"Jablonec nad Nisou","43 034,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Jablonná","736,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Jablonné nad Orlicí","1 787,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Jablonné v Podještědí","6 983,00","Liberecký kraj","LIBEREC","Česká Lípa"
"Jabloňov","415,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Jablůnka","1 131,00","Zlínský kraj","VSETÍN","Vsetín"
"Jablunkov","3 459,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Jáchymov","7 627,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Jahodov","123,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Jakartovice","3 113,00","Moravskoslezský kraj","OPAVA","Opava"
"Jakubčovice nad Odrou","272,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Jakubov u Moravských Budějovic","539,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Jakubovice","586,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Jalubí","1 763,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Jamné","638,00","Vysočina","JIHLAVA","Jihlava"
"Jamné nad Orlicí","1 468,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Jamolice","604,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Jámy","669,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Jankov","465,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Jankov","1 983,00","Středočeský kraj","VOTICE","Benešov"
"Jankov","149,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Jankovice","410,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Jankovice","815,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Jankovice","623,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Janoušov","359,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Janov","2 181,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Janov","1 213,00","Ústecký kraj","DĚČÍN","Děčín"
"Janov","1 341,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Janov","458,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Janov","290,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Janov nad Nisou","4 664,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Janová","653,00","Zlínský kraj","VSETÍN","Vsetín"
"Janovice","1 868,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Janovice nad Úhlavou","2 730,00","Plzeňský kraj","KLATOVY","Klatovy"
"Janovice v Podještědí","368,00","Liberecký kraj","LIBEREC","Česká Lípa"
"Janská","445,00","Ústecký kraj","DĚČÍN","Děčín"
"Janské Lázně","478,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Janův Důl","321,00","Liberecký kraj","LIBEREC","Liberec"
"Janůvky","450,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Jarcová","778,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Jarohněvice","453,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Jaroměř","14 992,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Jaroměřice","2 026,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Jaroměřice nad Rokytnou","4 801,00","Vysočina","TŘEBÍČ","Třebíč"
"Jaroslav","323,00","Pardubický kraj","HOLICE","Pardubice"
"Jaroslavice","2 408,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Jarošov","543,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Jarošov nad Nežárkou","1 412,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Jarov","507,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Jarov","337,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Jarpice","612,00","Středočeský kraj","SLANÝ","Kladno"
"Jasenice","341,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Jasenná","843,00","Zlínský kraj","VIZOVICE","Zlín"
"Jasenná","1 354,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Javor","283,00","Plzeňský kraj","KLATOVY","Klatovy"
"Javorek","328,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Javornice","1 791,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Javorník","989,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Javorník","238,00","Středočeský kraj","VLAŠIM","Benešov"
"Javorník","694,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Javůrek","474,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Jedlá","267,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Jedlany","281,00","Jihočeský kraj","TÁBOR","Tábor"
"Jedlí","1 214,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Jedlová","2 073,00","Pardubický kraj","POLIČKA","Svitavy"
"Jedomělice","589,00","Středočeský kraj","SLANÝ","Kladno"
"Jedousov","481,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Jedovnice","1 933,00","Jihomoravský kraj","BLANSKO","Blansko"
"Jehnědí","520,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Jemnice","3 484,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Jemníky","456,00","Středočeský kraj","SLANÝ","Kladno"
"Jenčice","515,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Jeneč","1 024,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Jeníkov","572,00","Pardubický kraj","HLINSKO","Chrudim"
"Jeníkov","2 129,00","Ústecký kraj","TEPLICE","Teplice"
"Jeníkovice","1 005,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Jeníkovice","408,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Jenišov","1 338,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Jenišovice","973,00","Pardubický kraj","CHRUDIM","Chrudim"
"Jenišovice","1 227,00","Liberecký kraj","TURNOV","Jablonec n.Nisou"
"Jenštejn","512,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Jeřice","678,00","Královéhradecký kraj","HOŘICE","Jičín"
"Jeřišno","798,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Jeřmanice","1 062,00","Liberecký kraj","LIBEREC","Liberec"
"Jersín","316,00","Vysočina","JIHLAVA","Jihlava"
"Jesenec","558,00","Olomoucký kraj","KONICE","Prostějov"
"Jesenice","811,00","Středočeský kraj","SEDLČANY","Příbram"
"Jesenice","2 251,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Jesenice","1 306,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Jeseník","9 242,00","Olomoucký kraj","JESENÍK","Jeseník"
"Jeseník nad Odrou","2 404,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Jesenný","1 339,00","Liberecký kraj","SEMILY","Semily"
"Ješetice","332,00","Středočeský kraj","VOTICE","Benešov"
"Jestřabí","427,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Jestřabí Lhota","543,00","Středočeský kraj","KOLÍN","Kolín"
"Jestřabí v Krkonoších","1 576,00","Liberecký kraj","JILEMNICE","Semily"
"Jestřebí","204,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod"
"Jestřebí","1 065,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Jestřebí","927,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Jetětice","579,00","Jihočeský kraj","MILEVSKO","Písek"
"Jetřichov","1 503,00","Královéhradecký kraj","BROUMOV","Náchod"
"Jetřichovice","1 669,00","Ústecký kraj","DĚČÍN","Děčín"
"Jevany","309,00","Středočeský kraj","ŘÍČANY","Kolín"
"Jevíčko","3 603,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Jeviněves","509,00","Středočeský kraj","MĚLNÍK","Mělník"
"Jevišovice","1 319,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Jevišovka","1 227,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Jezbořice","374,00","Pardubický kraj","PARDUBICE","Pardubice"
"Jezdkovice","341,00","Moravskoslezský kraj","OPAVA","Opava"
"Jezdovice","456,00","Vysočina","JIHLAVA","Jihlava"
"Ježená","218,00","Vysočina","JIHLAVA","Jihlava"
"Jezeřany-Maršovice","1 030,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Jezernice","952,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Ježkovice","716,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Ježov","903,00","Jihomoravský kraj","KYJOV","Hodonín"
"Ježov","210,00","Vysočina","HUMPOLEC","Pelhřimov"
"Ježovy","630,00","Plzeňský kraj","KLATOVY","Klatovy"
"Jičín","11 899,00","Královéhradecký kraj","JIČÍN","Jičín"
"Jičíněves","1 544,00","Královéhradecký kraj","JIČÍN","Jičín"
"Jickovice","527,00","Jihočeský kraj","MILEVSKO","Písek"
"Jihlava","32 344,00","Vysočina","JIHLAVA","Jihlava"
"Jihlávka","577,00","Vysočina","JIHLAVA","Jihlava"
"Jíkev","840,00","Středočeský kraj","NYMBURK","Nymburk"
"Jilem","256,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Jilem","300,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Jilemnice","4 669,00","Liberecký kraj","JILEMNICE","Semily"
"Jílové","4 947,00","Ústecký kraj","DĚČÍN","Děčín"
"Jílové u Držkova","722,00","Liberecký kraj","ŽELEZNÝ BROD","Jablonec n.Nisou"
"Jílové u Prahy","2 301,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Jílovice","2 634,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Jíloviště","227,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Jimlín","1 327,00","Ústecký kraj","LOUNY","Louny"
"Jimramov","2 421,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Jinačovice","491,00","Jihomoravský kraj","KUŘIM","Brno-venkov"
"Jince","1 348,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Jindřichov","2 863,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Jindřichov","632,00","Olomoucký kraj","HRANICE","Přerov"
"Jindřichov","3 349,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Jindřichovice","201,00","Vysočina","TELČ","Jihlava"
"Jindřichovice","3 696,00","Karlovarský kraj","KRASLICE","Sokolov"
"Jindřichovice pod Smrkem","2 977,00","Liberecký kraj","FRÝDLANT","Liberec"
"Jindřichův Hradec","13 602,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Jinín","389,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Jinočany","756,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Jinolice","223,00","Královéhradecký kraj","JIČÍN","Jičín"
"Jinošov","312,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Jiratice","121,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Jiřetín pod Bukovou","540,00","Liberecký kraj","TANVALD","Jablonec n.Nisou"
"Jiřetín pod Jedlovou","3 172,00","Ústecký kraj","VARNSDORF","Děčín"
"Jiřice","450,00","Středočeský kraj","LYSÁ NAD LABEM","Nymburk"
"Jiřice","952,00","Vysočina","HUMPOLEC","Pelhřimov"
"Jiřice u Miroslavi","684,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Jiřice u Moravských Budějovic","160,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Jiříkov","11 096,00","Ústecký kraj","RUMBURK","Děčín"
"Jiříkov","1 383,00","Moravskoslezský kraj","RÝMAŘOV","Bruntál"
"Jiříkovice","630,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Jirkov","6 261,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Jirny","1 423,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Jistebnice","4 235,00","Jihočeský kraj","TÁBOR","Tábor"
"Jistebník","1 659,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Jitkov","511,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Jivina","361,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Jivina","376,00","Středočeský kraj","HOŘOVICE","Beroun"
"Jívka","2 343,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Jivno","307,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Jívová","1 768,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Jívoví","362,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Jizbice","504,00","Středočeský kraj","NYMBURK","Nymburk"
"Jizerní Vtelno","632,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Josefov","284,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Josefov","971,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Josefův Důl","5 431,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Josefův Důl","427,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Kacákova Lhota","398,00","Královéhradecký kraj","JIČÍN","Jičín"
"Kacanovy","388,00","Liberecký kraj","TURNOV","Semily"
"Kaceřov","187,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Kaceřov","691,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Kačice","1 186,00","Středočeský kraj","KLADNO","Kladno"
"Kačlehy","300,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Kácov","1 393,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Kadaň","13 186,00","Ústecký kraj","KADAŇ","Chomutov"
"Kadlín","441,00","Středočeský kraj","MĚLNÍK","Mělník"
"Kadolec","300,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Kadov","401,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Kadov","379,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Kadov","1 238,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Kájov","1 715,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Kakejcov","236,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Kalek","2 685,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Kalenice","290,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Kalhov","254,00","Vysočina","JIHLAVA","Jihlava"
"Kaliště","393,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Kaliště","552,00","Vysočina","JIHLAVA","Jihlava"
"Kaliště","972,00","Vysočina","HUMPOLEC","Pelhřimov"
"Kalivody","224,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Kaly","337,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Kamberk","835,00","Středočeský kraj","VLAŠIM","Benešov"
"Kámen","336,00","Ústecký kraj","DĚČÍN","Děčín"
"Kámen","631,00","Vysočina","PACOV","Pelhřimov"
"Kámen","658,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Kamenec","270,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Kamenec u Poličky","793,00","Pardubický kraj","POLIČKA","Svitavy"
"Kamenice","1 487,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Kamenice","2 691,00","Vysočina","JIHLAVA","Jihlava"
"Kamenice nad Lipou","3 369,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Kameničky","1 097,00","Pardubický kraj","HLINSKO","Chrudim"
"Kamenický Šenov","6 465,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Kameničná","340,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Kamenná","784,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Kamenná","364,00","Vysočina","TŘEBÍČ","Třebíč"
"Kamenná","317,00","Vysočina","JIHLAVA","Jihlava"
"Kamenná","530,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Kamenná Horka","1 078,00","Pardubický kraj","SVITAVY","Svitavy"
"Kamenná Lhota","394,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Kamenné Zboží","695,00","Středočeský kraj","NYMBURK","Nymburk"
"Kamenné Žehrovice","1 753,00","Středočeský kraj","KLADNO","Kladno"
"Kamenný Malíkov","276,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Kamenný Most","518,00","Středočeský kraj","SLANÝ","Kladno"
"Kamenný Přívoz","1 093,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Kamenný Újezd","741,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Kamenný Újezd","2 227,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Kamýk","374,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Kamýk nad Vltavou","767,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Kanice","471,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Kanice","479,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Kaničky","91,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Kanina","309,00","Středočeský kraj","MĚLNÍK","Mělník"
"Kaňovice","275,00","Zlínský kraj","ZLÍN","Zlín"
"Kaňovice","240,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Kaplice","4 167,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Káranice","242,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Káraný","132,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Kardašova Řečice","3 018,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Kařez","512,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Kařízek","188,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Karle","992,00","Pardubický kraj","SVITAVY","Svitavy"
"Karlík","120,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Karlín","419,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Karlov","248,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Karlova Studánka","67,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Karlova Ves","185,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Karlovice","947,00","Liberecký kraj","TURNOV","Semily"
"Karlovice","222,00","Zlínský kraj","ZLÍN","Zlín"
"Karlovice","2 151,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Karlovy Vary","52 808,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Karlštejn","865,00","Středočeský kraj","BEROUN","Beroun"
"Karolín","490,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Karolinka","2 024,00","Zlínský kraj","VSETÍN","Vsetín"
"Karviná","29 880,00","Moravskoslezský kraj","KARVINÁ","Karviná"
"Kasalice","354,00","Pardubický kraj","PARDUBICE","Pardubice"
"Kašava","809,00","Zlínský kraj","ZLÍN","Zlín"
"Kasejovice","2 955,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Kašnice","196,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Kašperské Hory","3 287,00","Plzeňský kraj","SUŠICE","Klatovy"
"Kateřinice","936,00","Zlínský kraj","VSETÍN","Vsetín"
"Kateřinice","597,00","Moravskoslezský kraj","KOPŘIVNICE","Nový Jičín"
"Katov","191,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Katov","222,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Katovice","1 046,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Katusice","1 216,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Kaznějov","1 291,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Kbel","948,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Kbel","377,00","Středočeský kraj","KOLÍN","Kolín"
"Kbelany","267,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Kbelnice","305,00","Královéhradecký kraj","JIČÍN","Jičín"
"Kdousov","226,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Kdyně","5 022,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Keblice","773,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Keblov","485,00","Středočeský kraj","VLAŠIM","Benešov"
"Kejnice","317,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Kejžlice","670,00","Vysočina","HUMPOLEC","Pelhřimov"
"Kelč","3 277,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Kelčany","455,00","Jihomoravský kraj","KYJOV","Hodonín"
"Kelníky","239,00","Zlínský kraj","ZLÍN","Zlín"
"Kestřany","944,00","Jihočeský kraj","PÍSEK","Písek"
"Ketkovice","727,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Klabava","671,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Kladeruby","532,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Kladeruby nad Oslavou","227,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Kladky","957,00","Olomoucký kraj","KONICE","Prostějov"
"Kladníky","256,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Kladno","418,00","Pardubický kraj","HLINSKO","Chrudim"
"Kladno","49 668,00","Středočeský kraj","KLADNO","Kladno"
"Kladruby","302,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Kladruby","608,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Kladruby","557,00","Ústecký kraj","TEPLICE","Teplice"
"Kladruby","2 751,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Kladruby nad Labem","1 122,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Klamoš","642,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Klapý","903,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Klášter","633,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Klášter Hradiště nad Jizerou","1 158,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Klášterec nad Ohří","7 062,00","Ústecký kraj","KADAŇ","Chomutov"
"Klášterec nad Orlicí","1 605,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Klášterní Skalice","216,00","Středočeský kraj","KOLÍN","Kolín"
"Klášterská Lhota","462,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Klatovec","292,00","Vysočina","TELČ","Jihlava"
"Klatovy","18 620,00","Plzeňský kraj","KLATOVY","Klatovy"
"Klec","372,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Klecany","1 337,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Klenčí pod Čerchovem","1 949,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Kleneč","669,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Klenová","398,00","Plzeňský kraj","KLATOVY","Klatovy"
"Klenovice","393,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Klenovice na Hané","951,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Klentnice","609,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Klešice","386,00","Pardubický kraj","CHRUDIM","Chrudim"
"Klíčany","341,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Klimkovice","3 269,00","Moravskoslezský kraj","OSTRAVA","Nový Jičín"
"Klínec","397,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Klíny","392,00","Ústecký kraj","LITVÍNOV","Most"
"Klobouky u Brna","2 723,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Klobuky","1 748,00","Středočeský kraj","SLANÝ","Kladno"
"Klokočí","311,00","Liberecký kraj","TURNOV","Semily"
"Klokočí","247,00","Olomoucký kraj","HRANICE","Přerov"
"Klokočná","229,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Klokočov","558,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Klopina","727,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Klopotovice","335,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Klučenice","1 566,00","Středočeský kraj","SEDLČANY","Příbram"
"Klučov","299,00","Vysočina","TŘEBÍČ","Třebíč"
"Klučov","1 248,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Kluky","1 088,00","Jihočeský kraj","PÍSEK","Písek"
"Kluky","297,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Kluky","1 105,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Kly","1 238,00","Středočeský kraj","MĚLNÍK","Mělník"
"Kmetiněves","514,00","Středočeský kraj","SLANÝ","Kladno"
"Kněždub","1 340,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Kněževes","261,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Kněževes","1 611,00","Středočeský kraj","RAKOVNÍK","Rakovník"
