"obce","Počet obyvatel dle Sčítání lidu 2001","kraj","orp","okres"
"Městečko Trnávka","1 527,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Město Albrechtice","3 626,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Město Touškov","1 712,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Metylovice","1 491,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Mezholezy (dříve okr.Domažlice)","107,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Mezholezy (dříve okr.Horšovský T","161,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Meziboří","4 969,00","Ústecký kraj","LITVÍNOV","Most"
"Mezihoří","77,00","Plzeňský kraj","KLATOVY","Klatovy"
"Mezilečí","139,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Mezilesí","204,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod"
"Mezilesí","131,00","Vysočina","PACOV","Pelhřimov"
"Meziměstí","2 852,00","Královéhradecký kraj","BROUMOV","Náchod"
"Mezina","237,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Meziříčí","132,00","Jihočeský kraj","TÁBOR","Tábor"
"Meziříčko","179,00","Vysočina","VELKÉ MEZIŘÍČÍ","Jihlava"
"Meziříčko","99,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Mezná","119,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Mezná","108,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Mezno","369,00","Středočeský kraj","VOTICE","Benešov"
"Mezouň","410,00","Středočeský kraj","BEROUN","Beroun"
"Michalovice","129,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Michalovice","143,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Míchov","150,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Míčov-Sušice","291,00","Pardubický kraj","CHRUDIM","Chrudim"
"Mičovice","320,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Mikolajice","251,00","Moravskoslezský kraj","OPAVA","Opava"
"Mikulášovice","2 397,00","Ústecký kraj","RUMBURK","Děčín"
"Mikulčice","1 906,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Mikuleč","230,00","Pardubický kraj","SVITAVY","Svitavy"
"Mikulov","7 683,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Mikulov","150,00","Ústecký kraj","TEPLICE","Teplice"
"Mikulovice","602,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Mikulovice","2 782,00","Olomoucký kraj","JESENÍK","Jeseník"
"Mikulovice","218,00","Vysočina","TŘEBÍČ","Třebíč"
"Mikulovice","796,00","Pardubický kraj","PARDUBICE","Pardubice"
"Mikulůvka","664,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Milasín","50,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Milavče","577,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Milčice","312,00","Středočeský kraj","NYMBURK","Nymburk"
"Mileč","364,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Milejovice","52,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Milenov","373,00","Olomoucký kraj","HRANICE","Přerov"
"Milešín","76,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Milešov","317,00","Středočeský kraj","SEDLČANY","Příbram"
"Milešovice","614,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Miletín","907,00","Královéhradecký kraj","HOŘICE","Jičín"
"Milevsko","9 486,00","Jihočeský kraj","MILEVSKO","Písek"
"Milhostov","322,00","Karlovarský kraj","CHEB","Cheb"
"Miličín","904,00","Středočeský kraj","VOTICE","Benešov"
"Milíčov","130,00","Vysočina","JIHLAVA","Jihlava"
"Milíčovice","209,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Milíkov","213,00","Karlovarský kraj","CHEB","Cheb"
"Milíkov","1 300,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Milín","2 044,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Milínov","173,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Milíře","198,00","Plzeňský kraj","TACHOV","Tachov"
"Milkovice","161,00","Královéhradecký kraj","JIČÍN","Jičín"
"Milonice","176,00","Jihomoravský kraj","BLANSKO","Blansko"
"Milonice","337,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Miloňovice","278,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Milostín","273,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Milotice","1 947,00","Jihomoravský kraj","KYJOV","Hodonín"
"Milotice nad Bečvou","226,00","Olomoucký kraj","HRANICE","Přerov"
"Milotice nad Opavou","398,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Milovice","4 212,00","Středočeský kraj","LYSÁ NAD LABEM","Nymburk"
"Milovice","462,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Milovice u Hořic","247,00","Královéhradecký kraj","HOŘICE","Jičín"
"Milý","118,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Mimoň","6 737,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Minice","37,00","Jihočeský kraj","PÍSEK","Písek"
"Miřejovice","172,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Miřetice","1 220,00","Pardubický kraj","HLINSKO","Chrudim"
"Miřetice","155,00","Středočeský kraj","VLAŠIM","Benešov"
"Mířkov","316,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Mirkovice","398,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Miroslav","3 010,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Miroslavské Knínice","330,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Mirošov","2 237,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Mirošov","133,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Mirošov","189,00","Vysočina","JIHLAVA","Jihlava"
"Mirošovice","824,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Mirotice","1 104,00","Jihočeský kraj","PÍSEK","Písek"
"Mírov","436,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Mírová","224,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Mírová pod Kozákovem","1 370,00","Liberecký kraj","TURNOV","Semily"
"Mirovice","1 711,00","Jihočeský kraj","PÍSEK","Písek"
"Miskovice","761,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Míškovice","446,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Míšov","121,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Mišovice","254,00","Jihočeský kraj","PÍSEK","Písek"
"Místo","380,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Mistřice","1 145,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Mistrovice","578,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Mladá Boleslav","44 255,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Mladá Vožice","2 735,00","Jihočeský kraj","TÁBOR","Tábor"
"Mladé Bříště","217,00","Vysočina","HUMPOLEC","Pelhřimov"
"Mladé Buky","2 209,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Mladeč","784,00","Olomoucký kraj","LITOVEL","Olomouc"
"Mladecko","164,00","Moravskoslezský kraj","OPAVA","Opava"
"Mladějov","525,00","Královéhradecký kraj","JIČÍN","Jičín"
"Mladějov na Moravě","474,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Mladějovice","631,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Mladkov","585,00","Pardubický kraj","KRÁLÍKY","Ústí nad Orlicí"
"Mladoňovice","370,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Mladošovice","287,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Mladotice","565,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Mladý Smolivec","760,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Mlázovice","594,00","Královéhradecký kraj","JIČÍN","Jičín"
"Mlečice","338,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Mlékojedy","183,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Mlékosrby","222,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Mlýnské Struhadlo","54,00","Plzeňský kraj","KLATOVY","Klatovy"
"Mlýny","151,00","Jihočeský kraj","TÁBOR","Tábor"
"Mnetěš","459,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Mnich","412,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Mnichov","339,00","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb"
"Mnichov","243,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Mnichov","219,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Mnichovice","238,00","Středočeský kraj","VLAŠIM","Benešov"
"Mnichovice","2 138,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Mnichovo Hradiště","8 393,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Mníšek","1 063,00","Liberecký kraj","LIBEREC","Liberec"
"Mníšek pod Brdy","4 082,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Močerady","80,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Mochov","847,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Mochtín","919,00","Plzeňský kraj","KLATOVY","Klatovy"
"Močovice","346,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Modlany","720,00","Ústecký kraj","TEPLICE","Teplice"
"Modletice","361,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Modlíkov","154,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Modrá","625,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Modrá Hůrka","81,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Modrava","49,00","Plzeňský kraj","SUŠICE","Klatovy"
"Modřice","3 504,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Modřišice","357,00","Liberecký kraj","TURNOV","Semily"
"Modřovice","58,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Mohelnice","70,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Mohelnice","9 847,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Mohelnice nad Jizerou","77,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Mohelno","1 429,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Mojné","199,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Mokošín","172,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Mokrá-Horákov","2 587,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Mokré","164,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Mokré Lazce","1 069,00","Moravskoslezský kraj","OPAVA","Opava"
"Mokrosuky","144,00","Plzeňský kraj","SUŠICE","Klatovy"
"Mokrouše","146,00","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Mokrovousy","277,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Mokrovraty","558,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Mokrý Lom","67,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Moldava","141,00","Ústecký kraj","TEPLICE","Teplice"
"Morašice","588,00","Pardubický kraj","CHRUDIM","Chrudim"
"Morašice","238,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Morašice","108,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Moravany","746,00","Jihomoravský kraj","KYJOV","Hodonín"
"Moravany","1 208,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Moravany","1 671,00","Pardubický kraj","PARDUBICE","Pardubice"
"Moraveč","193,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Moravec","578,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Moravecké Pavlovice","55,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Moravičany","1 192,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Moravice","265,00","Moravskoslezský kraj","VÍTKOV","Opava"
"Morávka","1 021,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Moravská Nová Ves","2 528,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Moravská Třebová","11 586,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Moravské Bránice","913,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Moravské Budějovice","8 004,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Moravské Knínice","763,00","Jihomoravský kraj","KUŘIM","Brno-venkov"
"Moravské Málkovice","539,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Moravskoslezský Kočov","455,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Moravský Beroun","3 431,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Moravský Krumlov","6 102,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Moravský Písek","2 148,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Moravský Žižkov","1 416,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Mořice","474,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Mořina","594,00","Středočeský kraj","BEROUN","Beroun"
"Mořinka","112,00","Středočeský kraj","BEROUN","Beroun"
"Mořkov","2 374,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Morkovice-Slížany","2 812,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Morkůvky","458,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Mošnov","677,00","Moravskoslezský kraj","KOPŘIVNICE","Nový Jičín"
"Most","68 263,00","Ústecký kraj","MOST","Most"
"Mostek","230,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Mostek","1 392,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Mostkovice","1 294,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Mosty u Jablunkova","3 997,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Mouchnice","351,00","Jihomoravský kraj","KYJOV","Hodonín"
"Mouřínov","467,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Moutnice","1 089,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Mrač","643,00","Středočeský kraj","BENEŠOV","Benešov"
"Mrákotín","354,00","Pardubický kraj","CHRUDIM","Chrudim"
"Mrákotín","925,00","Vysočina","TELČ","Jihlava"
"Mrákov","1 134,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Mratín","570,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Mříčná","474,00","Liberecký kraj","JILEMNICE","Semily"
"Mrlínek","276,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Mrsklesy","539,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Mrtník","338,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Mrzky","112,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Mšec","828,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Mšecké Žehrovice","470,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Mšené-lázně","1 584,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Mšeno","1 409,00","Středočeský kraj","MĚLNÍK","Mělník"
"Mukařov","1 232,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Mukařov","171,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Mutějovice","759,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Mutěnice","3 669,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Mutěnice","191,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Mutěnín","230,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Mutkov","38,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Mydlovary","272,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Myslejovice","630,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Mysletice","128,00","Vysočina","TELČ","Jihlava"
"Mysletín","104,00","Vysočina","HUMPOLEC","Pelhřimov"
"Mysliboř","223,00","Vysočina","TELČ","Jihlava"
"Myslibořice","689,00","Vysočina","TŘEBÍČ","Třebíč"
"Myslín","90,00","Jihočeský kraj","PÍSEK","Písek"
"Myslinka","160,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Myslív","471,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Myslkovice","343,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Mysločovice","578,00","Zlínský kraj","ZLÍN","Zlín"
"Myslovice","107,00","Plzeňský kraj","KLATOVY","Klatovy"
"Myštěves","180,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Myštice","282,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Mýto","1 403,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Mžany","406,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Nabočany","122,00","Pardubický kraj","CHRUDIM","Chrudim"
"Načeradec","1 055,00","Středočeský kraj","VLAŠIM","Benešov"
"Načešice","520,00","Pardubický kraj","CHRUDIM","Chrudim"
"Náchod","21 400,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Nadějkov","735,00","Jihočeský kraj","TÁBOR","Tábor"
"Nadějov","208,00","Vysočina","JIHLAVA","Jihlava"
"Nadryby","94,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Nahořany","478,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod"
"Nahošovice","181,00","Olomoucký kraj","PŘEROV","Přerov"
"Náklo","1 422,00","Olomoucký kraj","LITOVEL","Olomouc"
"Nákří","201,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Naloučany","133,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Nalžovice","524,00","Středočeský kraj","SEDLČANY","Příbram"
"Nalžovské Hory","1 255,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Náměšť na Hané","1 890,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Náměšť nad Oslavou","5 246,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Napajedla","7 607,00","Zlínský kraj","OTROKOVICE","Zlín"
"Nárameč","362,00","Vysočina","TŘEBÍČ","Třebíč"
"Narysov","218,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Nasavrky","30,00","Jihočeský kraj","TÁBOR","Tábor"
"Nasavrky","1 449,00","Pardubický kraj","CHRUDIM","Chrudim"
"Nasavrky","136,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Násedlovice","810,00","Jihomoravský kraj","KYJOV","Hodonín"
"Našiměřice","211,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Návojná","720,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Návsí","3 765,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Nebahovy","425,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Nebanice","311,00","Karlovarský kraj","CHEB","Cheb"
"Nebílovy","330,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Nebovidy","435,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Nebovidy","479,00","Středočeský kraj","KOLÍN","Kolín"
"Nebřehovice","132,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Nebužely","390,00","Středočeský kraj","MĚLNÍK","Mělník"
"Nechanice","2 142,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Nechvalice","621,00","Středočeský kraj","SEDLČANY","Příbram"
"Nechvalín","324,00","Jihomoravský kraj","KYJOV","Hodonín"
"Nečín","716,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Nečtiny","612,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Nedabyle","235,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Nedachlebice","796,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Nedakonice","1 499,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Nedašov","1 445,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Nedašova Lhota","735,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Neděliště","342,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Nedomice","267,00","Středočeský kraj","NERATOVICE","Mělník"
"Nedrahovice","469,00","Středočeský kraj","SEDLČANY","Příbram"
"Nedvědice","1 329,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Nedvězí","226,00","Pardubický kraj","POLIČKA","Svitavy"
"Nehodiv","74,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Nehvizdy","848,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Nejdek","8 600,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Nejepín","64,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Nekmíř","393,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Nekoř","895,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Nekvasovy","216,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Nelahozeves","1 259,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Nelepeč","107,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Nelešovice","205,00","Olomoucký kraj","PŘEROV","Přerov"
"Nemanice","330,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Němčany","725,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Němčice","444,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Němčice","892,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Němčice","366,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Němčice","187,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Němčice","110,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Němčice","277,00","Středočeský kraj","KOLÍN","Kolín"
"Němčice","121,00","Pardubický kraj","PARDUBICE","Pardubice"
"Němčice","106,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Němčice","136,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Němčice nad Hanou","2 110,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Němčičky","601,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Němčičky","98,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Němčičky","276,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Němčovice","101,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Němětice","111,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Nemile","577,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Nemochovice","291,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Nemojany","517,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Nemojov","492,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Nemotice","353,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Nemyčeves","274,00","Královéhradecký kraj","JIČÍN","Jičín"
"Nemyšl","277,00","Jihočeský kraj","TÁBOR","Tábor"
"Nemyslovice","139,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Nenačovice","167,00","Středočeský kraj","BEROUN","Beroun"
"Nenkovice","448,00","Jihomoravský kraj","KYJOV","Hodonín"
"Neplachov","365,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Neplachovice","828,00","Moravskoslezský kraj","OPAVA","Opava"
"Nepolisy","838,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Nepoměřice","212,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Nepomuk","185,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Nepomuk","3 546,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Nepomyšl","412,00","Ústecký kraj","PODBOŘANY","Louny"
"Nepřevázka","321,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Neprobylice","120,00","Středočeský kraj","SLANÝ","Kladno"
"Neratov","101,00","Pardubický kraj","PARDUBICE","Pardubice"
"Neratovice","16 318,00","Středočeský kraj","NERATOVICE","Mělník"
"Nerestce","92,00","Jihočeský kraj","PÍSEK","Písek"
"Neslovice","780,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Nesovice","1 124,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Nespeky","447,00","Středočeský kraj","BENEŠOV","Benešov"
"Nestrašovice","62,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Nesuchyně","379,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Nesvačilka","333,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Nesvačily","107,00","Středočeský kraj","BEROUN","Beroun"
"Netín","315,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Netolice","2 620,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Netřebice","221,00","Středočeský kraj","NYMBURK","Nymburk"
"Netřebice","440,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Netunice","158,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Netvořice","1 064,00","Středočeský kraj","BENEŠOV","Benešov"
"Neubuz","438,00","Zlínský kraj","VIZOVICE","Zlín"
"Neuměř","131,00","Plzeňský kraj","STOD","Domažlice"
"Neuměřice","357,00","Středočeský kraj","SLANÝ","Kladno"
"Neumětely","509,00","Středočeský kraj","HOŘOVICE","Beroun"
"Neurazy","826,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Neustupov","518,00","Středočeský kraj","VOTICE","Benešov"
"Nevcehle","248,00","Vysočina","TELČ","Jihlava"
"Neveklov","2 359,00","Středočeský kraj","BENEŠOV","Benešov"
"Neveklovice","33,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Nevězice","149,00","Jihočeský kraj","PÍSEK","Písek"
"Nevid","136,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Nevojice","403,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Nevolice","163,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Nevratice","145,00","Královéhradecký kraj","HOŘICE","Jičín"
"Nevřeň","210,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Nezabudice","73,00","Středočeský kraj","RAKOVNÍK","Rakovník"
