"obce","Počet obyvatel dle Sčítání lidu 1930","kraj","orp","okres"
"Oslavička","171,00","Vysočina","VELKÉ MEZIŘÍČÍ","Třebíč"
"Oslnovice","167,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Oslov","710,00","Jihočeský kraj","PÍSEK","Písek"
"Osoblaha","2 383,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Osov","490,00","Středočeský kraj","HOŘOVICE","Beroun"
"Osová Bítýška","806,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Osové","101,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Ostašov","184,00","Vysočina","TŘEBÍČ","Třebíč"
"Ostopovice","913,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Ostrá","662,00","Středočeský kraj","LYSÁ NAD LABEM","Nymburk"
"Ostrata","330,00","Zlínský kraj","ZLÍN","Zlín"
"Ostrava","219 528,00","Moravskoslezský kraj","OSTRAVA","Ostrava"
"Ostravice","2 154,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Ostředek","667,00","Středočeský kraj","BENEŠOV","Benešov"
"Ostřešany","1 101,00","Pardubický kraj","PARDUBICE","Pardubice"
"Ostřetice","198,00","Plzeňský kraj","KLATOVY","Klatovy"
"Ostřetín","1 411,00","Pardubický kraj","HOLICE","Pardubice"
"Ostrolovský Újezd","196,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Ostroměř","1 843,00","Královéhradecký kraj","HOŘICE","Jičín"
"Ostrov","5 135,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Ostrov","136,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Ostrov","215,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Ostrov","183,00","Středočeský kraj","VLAŠIM","Benešov"
"Ostrov","1 087,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Ostrov nad Oslavou","706,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Ostrov u Bezdružic","571,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Ostrov u Macochy","1 261,00","Jihomoravský kraj","BLANSKO","Blansko"
"Ostrovačice","644,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Ostrovánky","324,00","Jihomoravský kraj","KYJOV","Hodonín"
"Ostrovec","732,00","Jihočeský kraj","PÍSEK","Písek"
"Ostrovec-Lhotka","327,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Ostrožská Lhota","1 379,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Ostrožská Nová Ves","3 217,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Ostružná","878,00","Olomoucký kraj","JESENÍK","Jeseník"
"Ostružno","233,00","Královéhradecký kraj","JIČÍN","Jičín"
"Osvětimany","999,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Osvračín","889,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Otaslavice","1 747,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Otěšice","435,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Otice","1 135,00","Moravskoslezský kraj","OPAVA","Opava"
"Otín","367,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Otín","165,00","Vysočina","JIHLAVA","Jihlava"
"Otinoves","1 138,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Otmarov","193,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Otmíče","251,00","Středočeský kraj","HOŘOVICE","Beroun"
"Otnice","1 386,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Otov","362,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Otovice","1 480,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Otradov","538,00","Pardubický kraj","HLINSKO","Chrudim"
"Otročín","1 970,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Otročiněves","658,00","Středočeský kraj","BEROUN","Beroun"
"Otrokovice","2 645,00","Zlínský kraj","OTROKOVICE","Zlín"
"Otryby","463,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Otvice","1 405,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Otvovice","1 242,00","Středočeský kraj","KLADNO","Kladno"
"Ouběnice","292,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Oucmanice","257,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Oudoleň","632,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Ovčáry","609,00","Středočeský kraj","NERATOVICE","Mělník"
"Ovčáry","932,00","Středočeský kraj","KOLÍN","Kolín"
"Ovesná Lhota","320,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Ovesné Kladruby","696,00","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb"
"Oznice","500,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Paběnice","408,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Pačejov","1 055,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Paceřice","547,00","Liberecký kraj","TURNOV","Liberec"
"Pacetluky","299,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Pačlavice","1 644,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Pacov","3 787,00","Vysočina","PACOV","Pelhřimov"
"Páleč","433,00","Středočeský kraj","SLANÝ","Kladno"
"Palkovice","2 979,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Palonín","537,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Pálovice","312,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Pamětice","288,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Panenská Rozsíčka","186,00","Vysočina","JIHLAVA","Jihlava"
"Panenské Břežany","522,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Panenský Týnec","657,00","Ústecký kraj","LOUNY","Louny"
"Panoší Újezd","469,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Panské Dubenky","405,00","Vysočina","TELČ","Jihlava"
"Paračov","264,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Pardubice","42 232,00","Pardubický kraj","PARDUBICE","Pardubice"
"Pařezov","353,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Paršovice","374,00","Olomoucký kraj","HRANICE","Přerov"
"Partutovice","484,00","Olomoucký kraj","HRANICE","Přerov"
"Pasečnice","521,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Paseka","1 586,00","Olomoucký kraj","UNIČOV","Olomouc"
"Paseky","563,00","Jihočeský kraj","PÍSEK","Písek"
"Paseky nad Jizerou","1 044,00","Liberecký kraj","JILEMNICE","Semily"
"Pašinka","463,00","Středočeský kraj","KOLÍN","Kolín"
"Paskov","2 663,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Pasohlávky","1 751,00","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Pašovice","615,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Pastuchovice","376,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Pastviny","625,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Pátek","618,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Patokryje","516,00","Ústecký kraj","MOST","Most"
"Pavlice","674,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Pavlíkov","1 770,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Pavlínov","372,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Pavlov","1 143,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Pavlov","195,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Pavlov","239,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Pavlov","1 089,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Pavlov","311,00","Středočeský kraj","KLADNO","Kladno"
"Pavlov","513,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Pavlov","738,00","Vysočina","JIHLAVA","Jihlava"
"Pavlovice","272,00","Středočeský kraj","VLAŠIM","Benešov"
"Pavlovice u Kojetína","611,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Pavlovice u Přerova","812,00","Olomoucký kraj","PŘEROV","Přerov"
"Pazderna","294,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Pchery","2 890,00","Středočeský kraj","KLADNO","Kladno"
"Pec","460,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Peč","680,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Pec pod Sněžkou","2 198,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Pečice","662,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Pěčice","443,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Pěčín","891,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Pecka","2 520,00","Královéhradecký kraj","NOVÁ PAKA","Jičín"
"Pečky","4 761,00","Středočeský kraj","KOLÍN","Kolín"
"Pěčnov","139,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Pelechy","173,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Pelhřimov","10 259,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Pěnčín","941,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Pěnčín","3 645,00","Liberecký kraj","ŽELEZNÝ BROD","Jablonec n.Nisou"
"Pěnčín","932,00","Liberecký kraj","TURNOV","Liberec"
"Perálec","460,00","Pardubický kraj","CHRUDIM","Chrudim"
"Peřimov","575,00","Liberecký kraj","JILEMNICE","Semily"
"Perná","1 031,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Pernarec","987,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Pernink","3 023,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Pernštejnské Jestřabí","396,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Perštejn","2 796,00","Ústecký kraj","KADAŇ","Chomutov"
"Pertoltice","500,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Pertoltice","926,00","Liberecký kraj","FRÝDLANT","Liberec"
"Pertoltice pod Ralskem","809,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Peruc","4 974,00","Ústecký kraj","LOUNY","Louny"
"Pesvice","374,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Pětihosty","247,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Pětikozly","216,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Pětipsy","711,00","Ústecký kraj","KADAŇ","Chomutov"
"Petkovy","270,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Petráveč","142,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Petříkov","556,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Petříkov","371,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Petrohrad","1 590,00","Ústecký kraj","PODBOŘANY","Louny"
"Petroupim","413,00","Středočeský kraj","BENEŠOV","Benešov"
"Petrov","370,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Petrov","242,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Petrov","1 246,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Petrov nad Desnou","1 777,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Petrovice","461,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Petrovice","2 362,00","Středočeský kraj","SEDLČANY","Příbram"
"Petrovice","273,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Petrovice","557,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Petrovice","749,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Petrovice","693,00","Vysočina","TŘEBÍČ","Třebíč"
"Petrovice I","702,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Petrovice II","699,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Petrovice u Karviné","4 450,00","Moravskoslezský kraj","KARVINÁ","Karviná"
"Petrovice u Sušice","1 501,00","Plzeňský kraj","SUŠICE","Klatovy"
"Petrovičky","116,00","Královéhradecký kraj","HOŘICE","Jičín"
"Petrůvka","376,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Petrůvky","168,00","Vysočina","TŘEBÍČ","Třebíč"
"Petřvald","10 275,00","Moravskoslezský kraj","ORLOVÁ","Karviná"
"Petřvald","1 717,00","Moravskoslezský kraj","KOPŘIVNICE","Nový Jičín"
"Pičín","532,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Pikárec","343,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Pila","829,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Pilníkov","1 812,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Písařov","1 516,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Písečná","538,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Písečná","593,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Písečné","282,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Písečné","1 646,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Písek","18 658,00","Jihočeský kraj","PÍSEK","Písek"
"Písek","427,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Písek","1 204,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Písková Lhota","624,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Písková Lhota","770,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Píšť","329,00","Vysočina","HUMPOLEC","Pelhřimov"
"Píšť","1 689,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Píšťany","446,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Pištín","922,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Pístina","281,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Písty","313,00","Středočeský kraj","NYMBURK","Nymburk"
"Pitín","1 116,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Pivín","915,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Pivkovice","166,00","Jihočeský kraj","VODŇANY","Strakonice"
"Planá","280,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Planá","6 999,00","Plzeňský kraj","TACHOV","Tachov"
"Planá nad Lužnicí","1 454,00","Jihočeský kraj","TÁBOR","Tábor"
"Plaňany","2 176,00","Středočeský kraj","KOLÍN","Kolín"
"Plandry","183,00","Vysočina","JIHLAVA","Jihlava"
"Pláně","566,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Plánice","3 817,00","Plzeňský kraj","KLATOVY","Klatovy"
"Plasy","3 305,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Plav","325,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Plaveč","439,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Plavsko","753,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Plavy","1 927,00","Liberecký kraj","TANVALD","Jablonec n.Nisou"
"Plazy","407,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Plch","187,00","Pardubický kraj","PARDUBICE","Pardubice"
"Plchov","285,00","Středočeský kraj","SLANÝ","Kladno"
"Plchovice","191,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Plenkovice","441,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Pleše","434,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Plesná","5 425,00","Karlovarský kraj","CHEB","Cheb"
"Plešnice","386,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Pletený Újezd","613,00","Středočeský kraj","KLADNO","Kladno"
"Plískov","244,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Ploskovice","918,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Pluhův Žďár","1 461,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Plumlov","2 750,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Plužná","283,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Plzeň","134 288,00","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Pnětluky","873,00","Ústecký kraj","LOUNY","Louny"
"Pňov-Předhradí","923,00","Středočeský kraj","KOLÍN","Kolín"
"Pňovany","1 036,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Pňovice","872,00","Olomoucký kraj","LITOVEL","Olomouc"
"Poběžovice","3 190,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Poběžovice u Holic","386,00","Pardubický kraj","HOLICE","Pardubice"
"Poběžovice u Přelouče","175,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Počaply","274,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Počátky","3 228,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Počedělice","712,00","Ústecký kraj","LOUNY","Louny"
"Počenice-Tetětice","1 023,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Počepice","940,00","Středočeský kraj","SEDLČANY","Příbram"
"Pochvalov","559,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Pocinovice","1 214,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Počítky","320,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Podbořanský Rohozec","571,00","Ústecký kraj","PODBOŘANY","Louny"
"Podbořany","8 289,00","Ústecký kraj","PODBOŘANY","Louny"
"Podbrdy","234,00","Středočeský kraj","BEROUN","Beroun"
"Podbřezí","790,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Podbřežice","394,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Poděbrady","8 967,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Poděšín","370,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Poděvousy","422,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Podhořany u Ronova","577,00","Pardubický kraj","CHRUDIM","Chrudim"
"Podhorní Újezd a Vojice","1 114,00","Královéhradecký kraj","HOŘICE","Jičín"
"Podhradí","246,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Podhradí","1 602,00","Karlovarský kraj","AŠ","Cheb"
"Podhradí","1 017,00","Královéhradecký kraj","JIČÍN","Jičín"
"Podhradí nad Dyjí","361,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Podhradní Lhota","547,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Podivice","396,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Podivín","2 549,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Podkopná Lhota","470,00","Zlínský kraj","VIZOVICE","Zlín"
"Podlesí","1 450,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Podlesí","289,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Podlešín","631,00","Středočeský kraj","SLANÝ","Kladno"
"Podluhy","785,00","Středočeský kraj","HOŘOVICE","Beroun"
"Podmoklany","355,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Podmokly","378,00","Plzeňský kraj","SUŠICE","Klatovy"
"Podmokly","670,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Podmoky","485,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Podmolí","335,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Podmyče","323,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Podolanka","521,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Podolí","166,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Podolí","253,00","Olomoucký kraj","PŘEROV","Přerov"
"Podolí","704,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Podolí","1 358,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Podolí","335,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Podolí I","510,00","Jihočeský kraj","PÍSEK","Písek"
"Podomí","548,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Podsedice","1 392,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Podůlšany","299,00","Pardubický kraj","PARDUBICE","Pardubice"
"Podůlší","177,00","Královéhradecký kraj","JIČÍN","Jičín"
"Podveky","561,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Pohled","788,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Pohledy","1 455,00","Pardubický kraj","SVITAVY","Svitavy"
"Pohnánec","141,00","Jihočeský kraj","TÁBOR","Tábor"
"Pohnání","156,00","Jihočeský kraj","TÁBOR","Tábor"
"Pohořelice","765,00","Zlínský kraj","OTROKOVICE","Zlín"
"Pohořelice","5 225,00","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Pohoří","239,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Pohoří","781,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Pohorovice","332,00","Jihočeský kraj","VODŇANY","Strakonice"
"Pohorská Ves","2 202,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Pojbuky","402,00","Jihočeský kraj","TÁBOR","Tábor"
"Pokojov","148,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Pokojovice","193,00","Vysočina","TŘEBÍČ","Třebíč"
"Pokřikov","466,00","Pardubický kraj","HLINSKO","Chrudim"
"Polánka","173,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Poleň","888,00","Plzeňský kraj","KLATOVY","Klatovy"
"Polepy","2 353,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Polepy","395,00","Středočeský kraj","KOLÍN","Kolín"
"Polerady","628,00","Ústecký kraj","MOST","Most"
"Polerady","348,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Polesí","260,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Polešovice","2 103,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Polevsko","1 316,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Police","455,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Police","731,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Police","668,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Police nad Metují","4 738,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Polička","7 276,00","Pardubický kraj","POLIČKA","Svitavy"
"Poličná","1 350,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Polkovice","706,00","Olomoucký kraj","PŘEROV","Přerov"
"Polná","5 106,00","Vysočina","JIHLAVA","Jihlava"
"Polní Chrčice","345,00","Středočeský kraj","KOLÍN","Kolín"
"Polní Voděrady","400,00","Středočeský kraj","KOLÍN","Kolín"
"Polnička","1 146,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Polom","717,00","Olomoucký kraj","HRANICE","Přerov"
"Polom","254,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Polomí","318,00","Olomoucký kraj","KONICE","Prostějov"
"Polště","283,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Pomezí","1 766,00","Pardubický kraj","POLIČKA","Svitavy"
"Pomezí nad Ohří","667,00","Karlovarský kraj","CHEB","Cheb"
"Ponědraž","247,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Ponědrážka","270,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Ponětovice","379,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Poniklá","2 441,00","Liberecký kraj","JILEMNICE","Semily"
"Popelín","1 112,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Popice","1 376,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Popovice","992,00","Středočeský kraj","BENEŠOV","Benešov"
"Popovice","1 042,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Popovice","267,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Popovičky","334,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Popůvky","537,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Popůvky","199,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Poříčany","1 270,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Poříčí nad Sázavou","989,00","Středočeský kraj","BENEŠOV","Benešov"
"Poříčí u Litomyšle","661,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Pošná","741,00","Vysočina","PACOV","Pelhřimov"
"Postoloprty","6 251,00","Ústecký kraj","LOUNY","Louny"
"Poštovice","370,00","Středočeský kraj","SLANÝ","Kladno"
"Postřekov","1 554,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Postřelmov","1 975,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Postřelmůvek","404,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Postřižín","415,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Postupice","2 203,00","Středočeský kraj","BENEŠOV","Benešov"
"Poteč","716,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Potěhy","726,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Potštát","2 886,00","Olomoucký kraj","HRANICE","Přerov"
"Potštejn","1 012,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Potůčky","1 692,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Potvorov","375,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Poustka","552,00","Karlovarský kraj","CHEB","Cheb"
"Pouzdřany","1 184,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Povrly","3 315,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Pozďatín","228,00","Vysočina","TŘEBÍČ","Třebíč"
"Pozděchov","669,00","Zlínský kraj","VSETÍN","Vsetín"
"Pozdeň","642,00","Středočeský kraj","SLANÝ","Kladno"
"Pozlovice","741,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Pozořice","1 870,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Práče","527,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Prace","966,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Pracejovice","359,00","Jihočeský kraj","STRAKONICE","Strakonice"
