"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","kraj","orp","okres"
"Abertamy","1 418,00","120,00","251,00","525,00","469,00","29,00","24,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Adamov","4 864,00","731,00","699,00","1 593,00","1 562,00","150,00","129,00","Jihomoravský kraj","BLANSKO","Blansko"
"Adamov","107,00","26,00","12,00","35,00","28,00","2,00","4,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Adamov","532,00","51,00","64,00","183,00","194,00","21,00","19,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Adršpach","518,00","42,00","65,00","199,00","172,00","23,00","17,00","Královéhradecký kraj","BROUMOV","Náchod"
"Albrechtice","479,00","58,00","63,00","174,00","159,00","12,00","13,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Albrechtice","3 967,00","495,00","592,00","1 384,00","1 300,00","90,00","106,00","Moravskoslezský kraj","HAVÍŘOV","Karviná"
"Albrechtice nad Orlicí","1 066,00","203,00","132,00","340,00","328,00","34,00","29,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Albrechtice nad Vltavou","831,00","160,00","105,00","271,00","238,00","28,00","29,00","Jihočeský kraj","PÍSEK","Písek"
"Albrechtice v Jizerských horách","335,00","46,00","57,00","113,00","99,00","12,00","8,00","Liberecký kraj","TANVALD","Jablonec n.Nisou"
"Albrechtičky","670,00","113,00","88,00","225,00","214,00","14,00","16,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Alojzov","233,00","37,00","25,00","71,00","80,00","10,00","10,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Andělská Hora","368,00","39,00","49,00","133,00","129,00","9,00","9,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Andělská Hora","234,00","31,00","32,00","75,00","70,00","13,00","13,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Anenská Studánka","196,00","18,00","24,00","39,00","98,00","10,00","7,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Archlebov","876,00","166,00","110,00","284,00","274,00","19,00","23,00","Jihomoravský kraj","KYJOV","Hodonín"
"Arneštovice","88,00","27,00","8,00","24,00","27,00","0,00","2,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Arnolec","176,00","18,00","25,00","60,00","60,00","5,00","8,00","Vysočina","JIHLAVA","Jihlava"
"Arnoltice","314,00","26,00","53,00","118,00","97,00","10,00","10,00","Ústecký kraj","DĚČÍN","Děčín"
"Aš","12 957,00","1 523,00","1 983,00","4 331,00","4 407,00","382,00","331,00","Karlovarský kraj","AŠ","Cheb"
"Babice","192,00","33,00","21,00","64,00","59,00","8,00","7,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Babice","207,00","30,00","25,00","77,00","63,00","6,00","6,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Babice","86,00","18,00","17,00","28,00","20,00","1,00","2,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Babice","373,00","39,00","65,00","128,00","114,00","14,00","13,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Babice","1 721,00","244,00","242,00","588,00","562,00","48,00","37,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Babice","410,00","46,00","61,00","144,00","136,00","11,00","12,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Babice nad Svitavou","937,00","134,00","147,00","299,00","291,00","32,00","34,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Babice u Rosic","583,00","98,00","100,00","177,00","177,00","15,00","16,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Babylon","276,00","32,00","42,00","95,00","87,00","12,00","8,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Bačalky","152,00","36,00","13,00","50,00","46,00","3,00","4,00","Královéhradecký kraj","JIČÍN","Jičín"
"Bačetín","402,00","56,00","67,00","132,00","123,00","12,00","12,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Bačice","196,00","32,00","25,00","58,00","59,00","9,00","13,00","Vysočina","TŘEBÍČ","Třebíč"
"Bačkov","132,00","26,00","23,00","40,00","36,00","3,00","4,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Bačkovice","116,00","29,00","8,00","41,00","34,00","3,00","1,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Bácovice","47,00","12,00","7,00","12,00","12,00","3,00","1,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bakov nad Jizerou","4 781,00","697,00","688,00","1 612,00","1 505,00","155,00","124,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Baliny","118,00","26,00","21,00","36,00","32,00","2,00","1,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Balkova Lhota","120,00","20,00","21,00","34,00","37,00","4,00","4,00","Jihočeský kraj","TÁBOR","Tábor"
"Banín","307,00","48,00","46,00","104,00","93,00","9,00","7,00","Pardubický kraj","SVITAVY","Svitavy"
"Bánov","2 083,00","282,00","318,00","695,00","656,00","67,00","65,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Báňovice","103,00","22,00","17,00","31,00","30,00","2,00","1,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Bantice","260,00","26,00","48,00","93,00","81,00","5,00","7,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Barchov","229,00","44,00","24,00","74,00","79,00","5,00","3,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Barchov","161,00","19,00","24,00","60,00","47,00","5,00","6,00","Pardubický kraj","PARDUBICE","Pardubice"
"Barchovice","200,00","31,00","26,00","62,00","71,00","4,00","6,00","Středočeský kraj","KOLÍN","Kolín"
"Bařice-Velké Těšany","454,00","71,00","58,00","161,00","137,00","16,00","11,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Bartošovice","1 599,00","179,00","259,00","545,00","528,00","37,00","51,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Bartošovice v Orlických horách","200,00","26,00","30,00","78,00","61,00","2,00","3,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Bartoušov","152,00","21,00","29,00","49,00","42,00","6,00","5,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Baška","3 373,00","479,00","519,00","1 074,00","1 064,00","121,00","116,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Bašnice","198,00","33,00","32,00","56,00","57,00","10,00","10,00","Královéhradecký kraj","HOŘICE","Jičín"
"Bašť","657,00","78,00","107,00","218,00","217,00","18,00","19,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Batelov","2 346,00","359,00","380,00","774,00","717,00","61,00","55,00","Vysočina","JIHLAVA","Jihlava"
"Batňovice","704,00","111,00","103,00","230,00","210,00","25,00","25,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Bavorov","1 454,00","213,00","200,00","477,00","457,00","53,00","54,00","Jihočeský kraj","VODŇANY","Strakonice"
"Bavory","404,00","40,00","63,00","135,00","145,00","9,00","12,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Bavoryně","192,00","19,00","38,00","61,00","60,00","7,00","7,00","Středočeský kraj","BEROUN","Beroun"
"Bdeněves","505,00","70,00","82,00","156,00","164,00","16,00","17,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Bdín","63,00","15,00","9,00","16,00","18,00","3,00","2,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Běchary","226,00","40,00","31,00","77,00","69,00","2,00","7,00","Královéhradecký kraj","JIČÍN","Jičín"
"Bechlín","1 162,00","158,00","189,00","376,00","378,00","27,00","34,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Bechyně","5 614,00","927,00","797,00","1 875,00","1 747,00","143,00","125,00","Jihočeský kraj","TÁBOR","Tábor"
"Bečice","78,00","17,00","8,00","24,00","20,00","4,00","5,00","Jihočeský kraj","TÁBOR","Tábor"
"Bečice","108,00","28,00","15,00","34,00","26,00","2,00","3,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Bečov","1 990,00","158,00","462,00","671,00","630,00","40,00","29,00","Ústecký kraj","MOST","Most"
"Bečov nad Teplou","989,00","141,00","142,00","337,00","302,00","30,00","37,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Bečváry","962,00","148,00","117,00","303,00","328,00","43,00","23,00","Středočeský kraj","KOLÍN","Kolín"
"Bedihošť","1 013,00","121,00","157,00","348,00","325,00","29,00","33,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Bednárec","99,00","27,00","14,00","29,00","20,00","4,00","5,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Bednáreček","211,00","38,00","36,00","62,00","67,00","3,00","5,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Bedřichov","285,00","23,00","51,00","97,00","101,00","4,00","9,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Bedřichov","240,00","34,00","44,00","74,00","79,00","4,00","5,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Běhařov","174,00","20,00","30,00","58,00","55,00","7,00","4,00","Plzeňský kraj","KLATOVY","Klatovy"
"Běhařovice","414,00","82,00","61,00","130,00","109,00","13,00","19,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bělá","250,00","39,00","28,00","85,00","81,00","7,00","10,00","Liberecký kraj","SEMILY","Semily"
"Bělá","691,00","128,00","80,00","242,00","222,00","11,00","8,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Bělá","51,00","13,00","12,00","11,00","13,00","1,00","1,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bělá","202,00","37,00","23,00","73,00","47,00","16,00","6,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Bělá nad Radbuzou","1 833,00","190,00","314,00","646,00","598,00","43,00","42,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Bělá nad Svitavou","463,00","80,00","71,00","142,00","129,00","23,00","18,00","Pardubický kraj","SVITAVY","Svitavy"
"Bělá pod Bezdězem","5 008,00","690,00","706,00","1 745,00","1 567,00","163,00","137,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Bělá pod Pradědem","2","2","2","2","2","2","2","Olomoucký kraj","JESENÍK","Jeseník"
"Bělá u Jevíčka","352,00","78,00","30,00","120,00","97,00","15,00","12,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Bělčice","1 007,00","158,00","145,00","324,00","300,00","43,00","37,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Běleč","179,00","26,00","33,00","62,00","50,00","3,00","5,00","Jihočeský kraj","TÁBOR","Tábor"
"Běleč","319,00","37,00","56,00","113,00","91,00","13,00","9,00","Středočeský kraj","KLADNO","Kladno"
"Běleč","2","2","2","2","2","2","2","Jihomoravský kraj","TIŠNOV","Blansko"
"Běleč nad Orlicí","247,00","32,00","39,00","88,00","72,00","7,00","9,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Bělkovice-Lašťany","1 999,00","271,00","328,00","681,00","619,00","54,00","46,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Běloky","119,00","19,00","16,00","45,00","33,00","2,00","4,00","Středočeský kraj","KLADNO","Kladno"
"Bělotín","1 671,00","183,00","286,00","560,00","527,00","57,00","58,00","Olomoucký kraj","HRANICE","Přerov"
"Bělov","2","2","2","2","2","2","2","Zlínský kraj","OTROKOVICE","Kroměříž"
"Bělušice","177,00","19,00","17,00","61,00","67,00","7,00","6,00","Ústecký kraj","MOST","Most"
"Bělušice","266,00","43,00","42,00","88,00","78,00","8,00","7,00","Středočeský kraj","KOLÍN","Kolín"
"Benátky","93,00","10,00","17,00","32,00","26,00","4,00","4,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Benátky","332,00","40,00","59,00","105,00","119,00","6,00","3,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Benátky nad Jizerou","7 014,00","950,00","1 078,00","2 265,00","2 284,00","224,00","213,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Benecko","1 110,00","193,00","175,00","355,00","330,00","27,00","30,00","Liberecký kraj","JILEMNICE","Semily"
"Benešov","16 247,00","2 183,00","2 186,00","5 457,00","5 495,00","492,00","434,00","Středočeský kraj","BENEŠOV","Benešov"
"Benešov","643,00","91,00","106,00","220,00","184,00","21,00","21,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Benešov nad Černou","1 461,00","161,00","208,00","448,00","583,00","31,00","30,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Benešov nad Ploučnicí","4 026,00","486,00","633,00","1 398,00","1 270,00","115,00","124,00","Ústecký kraj","DĚČÍN","Děčín"
"Benešov u Semil","822,00","106,00","149,00","260,00","256,00","28,00","23,00","Liberecký kraj","SEMILY","Semily"
"Benešovice","168,00","24,00","23,00","55,00","55,00","5,00","6,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Benetice","191,00","27,00","33,00","63,00","54,00","8,00","6,00","Vysočina","TŘEBÍČ","Třebíč"
"Beňov","664,00","117,00","82,00","223,00","203,00","21,00","18,00","Olomoucký kraj","PŘEROV","Přerov"
"Bernardov","161,00","31,00","17,00","49,00","52,00","5,00","7,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Bernartice","1 260,00","251,00","163,00","396,00","362,00","45,00","43,00","Jihočeský kraj","MILEVSKO","Písek"
"Bernartice","220,00","41,00","25,00","72,00","67,00","8,00","7,00","Středočeský kraj","VLAŠIM","Benešov"
"Bernartice","2","2","2","2","2","2","2","Olomoucký kraj","JESENÍK","Jeseník"
"Bernartice","913,00","120,00","141,00","314,00","277,00","30,00","31,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Bernartice nad Odrou","845,00","113,00","144,00","281,00","271,00","18,00","18,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Beroun","17 997,00","2 497,00","2 566,00","5 851,00","5 900,00","652,00","531,00","Středočeský kraj","BEROUN","Beroun"
"Beřovice","335,00","42,00","59,00","120,00","102,00","7,00","5,00","Středočeský kraj","SLANÝ","Kladno"
"Běrunice","898,00","154,00","123,00","291,00","284,00","22,00","24,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Besednice","867,00","122,00","148,00","264,00","289,00","22,00","22,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Běšiny","828,00","117,00","122,00","282,00","254,00","28,00","25,00","Plzeňský kraj","KLATOVY","Klatovy"
"Běštín","302,00","53,00","35,00","102,00","89,00","11,00","12,00","Středočeský kraj","HOŘOVICE","Beroun"
"Běstovice","417,00","48,00","70,00","145,00","131,00","14,00","9,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Běstvina","493,00","95,00","74,00","150,00","130,00","20,00","24,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bezděčí u Trnávky","220,00","33,00","32,00","68,00","68,00","7,00","12,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Bezdědovice","309,00","50,00","37,00","108,00","89,00","12,00","13,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Bezděkov","266,00","37,00","50,00","86,00","75,00","8,00","10,00","Pardubický kraj","PARDUBICE","Pardubice"
"Bezděkov","886,00","118,00","144,00","288,00","281,00","27,00","28,00","Plzeňský kraj","KLATOVY","Klatovy"
"Bezděkov","242,00","46,00","35,00","70,00","74,00","8,00","9,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Bezděkov","108,00","17,00","18,00","35,00","31,00","4,00","3,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Bezděkov nad Metují","504,00","79,00","77,00","169,00","145,00","19,00","15,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Bezděkov pod Třemšínem","152,00","23,00","21,00","51,00","47,00","5,00","5,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bezděz","286,00","41,00","33,00","100,00","94,00","11,00","7,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Bezdružice","988,00","114,00","166,00","341,00","308,00","34,00","25,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Bezkov","208,00","41,00","34,00","61,00","61,00","7,00","4,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bezměrov","566,00","77,00","89,00","192,00","183,00","13,00","12,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Bezno","874,00","100,00","152,00","280,00","279,00","33,00","30,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Bezuchov","185,00","28,00","29,00","58,00","55,00","9,00","6,00","Olomoucký kraj","PŘEROV","Přerov"
"Bezvěrov","684,00","71,00","122,00","233,00","210,00","25,00","23,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Bílá","294,00","49,00","42,00","97,00","83,00","12,00","11,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Bílá","824,00","100,00","136,00","282,00","271,00","21,00","14,00","Liberecký kraj","LIBEREC","Liberec"
"Bílá Hlína","105,00","13,00","16,00","37,00","35,00","3,00","1,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Bílá Lhota","1 090,00","181,00","162,00","347,00","330,00","38,00","32,00","Olomoucký kraj","LITOVEL","Olomouc"
"Bílá Třemešná","1 345,00","186,00","232,00","430,00","400,00","51,00","46,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Bílá Voda","2","2","2","2","2","2","2","Olomoucký kraj","JESENÍK","Jeseník"
"Bílčice","257,00","39,00","43,00","83,00","72,00","8,00","12,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Bílé Podolí","582,00","101,00","83,00","184,00","182,00","16,00","16,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Bílé Poličany","154,00","29,00","23,00","50,00","38,00","7,00","7,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Bílence","229,00","24,00","43,00","81,00","73,00","4,00","4,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Bílichov","145,00","25,00","10,00","53,00","41,00","9,00","7,00","Středočeský kraj","SLANÝ","Kladno"
"Bílina","15 709,00","1 739,00","2 704,00","5 103,00","5 150,00","518,00","495,00","Ústecký kraj","BÍLINA","Teplice"
"Bílov","561,00","70,00","97,00","181,00","182,00","16,00","15,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Bílov","80,00","19,00","10,00","25,00","20,00","2,00","4,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Bílovec","7 510,00","943,00","1 194,00","2 510,00","2 407,00","257,00","199,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Bílovice","1 681,00","243,00","259,00","568,00","526,00","48,00","37,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Bílovice nad Svitavou","2 737,00","393,00","509,00","818,00","817,00","112,00","88,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Bílovice-Lutotín","509,00","66,00","95,00","165,00","144,00","19,00","20,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Bílsko","206,00","24,00","36,00","62,00","63,00","8,00","13,00","Jihočeský kraj","VODŇANY","Strakonice"
"Bílsko","213,00","29,00","24,00","79,00","72,00","4,00","5,00","Olomoucký kraj","LITOVEL","Olomouc"
"Bílsko u Hořic","109,00","20,00","17,00","27,00","35,00","5,00","5,00","Královéhradecký kraj","HOŘICE","Jičín"
"Bílý Kámen","210,00","21,00","34,00","82,00","67,00","3,00","3,00","Vysočina","JIHLAVA","Jihlava"
"Bílý Kostel nad Nisou","868,00","88,00","145,00","308,00","269,00","23,00","35,00","Liberecký kraj","LIBEREC","Liberec"
"Bílý Potok","678,00","96,00","118,00","213,00","199,00","23,00","29,00","Liberecký kraj","FRÝDLANT","Liberec"
"Bílý Újezd","615,00","100,00","91,00","210,00","181,00","12,00","21,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Biřkov","129,00","22,00","21,00","35,00","43,00","2,00","6,00","Plzeňský kraj","KLATOVY","Klatovy"
"Biskoupky","184,00","31,00","24,00","61,00","59,00","5,00","4,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Biskupice","247,00","40,00","43,00","75,00","76,00","6,00","7,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Biskupice","756,00","99,00","119,00","255,00","249,00","15,00","19,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Biskupice","47,00","7,00","7,00","13,00","17,00","1,00","2,00","Pardubický kraj","CHRUDIM","Chrudim"
"Biskupice-Pulkov","289,00","65,00","38,00","94,00","77,00","6,00","9,00","Vysočina","TŘEBÍČ","Třebíč"
"Bítouchov","296,00","51,00","45,00","100,00","81,00","8,00","11,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Bítov","406,00","60,00","47,00","144,00","133,00","6,00","16,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Bítov","159,00","33,00","19,00","52,00","43,00","4,00","8,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bítovany","412,00","65,00","55,00","137,00","122,00","16,00","17,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bítovčice","428,00","66,00","65,00","145,00","126,00","14,00","12,00","Vysočina","JIHLAVA","Jihlava"
"Bitozeves","346,00","35,00","68,00","117,00","109,00","7,00","10,00","Ústecký kraj","ŽATEC","Louny"
"Blanné","90,00","16,00","11,00","34,00","26,00","1,00","2,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Blansko","20 824,00","3 241,00","2 738,00","6 721,00","6 872,00","687,00","565,00","Jihomoravský kraj","BLANSKO","Blansko"
"Blatce","72,00","9,00","11,00","25,00","17,00","5,00","5,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Blatec","585,00","77,00","94,00","197,00","183,00","11,00","23,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Blatná","6 696,00","999,00","949,00","2 110,00","2 158,00","242,00","238,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Blatnice","365,00","51,00","61,00","131,00","103,00","10,00","9,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Blatnice","702,00","107,00","95,00","249,00","207,00","22,00","22,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Blatnice pod Svatým Antonínkem","2 122,00","347,00","268,00","711,00","656,00","76,00","64,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Blatnička","434,00","67,00","57,00","153,00","138,00","12,00","7,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Blatno","368,00","55,00","52,00","125,00","109,00","11,00","16,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Blatno","524,00","76,00","76,00","173,00","173,00","12,00","14,00","Ústecký kraj","PODBOŘANY","Louny"
"Blažejov","312,00","43,00","54,00","103,00","86,00","11,00","15,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Blažejovice","101,00","18,00","9,00","40,00","24,00","6,00","4,00","Středočeský kraj","VLAŠIM","Benešov"
"Blazice","203,00","43,00","11,00","79,00","66,00","3,00","1,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Blažim","63,00","6,00","14,00","20,00","20,00","1,00","2,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Blažim","247,00","17,00","56,00","85,00","82,00","3,00","4,00","Ústecký kraj","ŽATEC","Louny"
"Blažkov","295,00","43,00","49,00","101,00","87,00","6,00","9,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Blažovice","1 091,00","179,00","155,00","373,00","339,00","25,00","20,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Blešno","313,00","33,00","43,00","106,00","103,00","13,00","15,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Blevice","283,00","41,00","44,00","86,00","89,00","13,00","10,00","Středočeský kraj","KLADNO","Kladno"
"Blížejov","1 304,00","143,00","216,00","458,00","426,00","29,00","32,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Blíževedly","634,00","59,00","107,00","231,00","196,00","20,00","21,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Blízkov","328,00","53,00","54,00","104,00","95,00","10,00","12,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Blížkovice","1 233,00","149,00","208,00","419,00","397,00","31,00","29,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Blovice","3 986,00","615,00","621,00","1 261,00","1 243,00","140,00","106,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Blšany","929,00","150,00","150,00","298,00","276,00","26,00","29,00","Ústecký kraj","PODBOŘANY","Louny"
"Blšany u Loun","217,00","31,00","24,00","74,00","75,00","9,00","4,00","Ústecký kraj","LOUNY","Louny"
"Blučina","2 035,00","308,00","302,00","671,00","642,00","57,00","55,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Bludov","27,00","4,00","1,00","13,00","9,00","0,00","0,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Bobnice","810,00","107,00","117,00","282,00","262,00","23,00","19,00","Středočeský kraj","NYMBURK","Nymburk"
"Bobrová","915,00","142,00","143,00","308,00","293,00","17,00","12,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Bobrůvka","229,00","47,00","32,00","76,00","60,00","9,00","5,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Bocanovice","436,00","51,00","80,00","131,00","151,00","13,00","10,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Bochoř","1 024,00","164,00","189,00","309,00","311,00","29,00","22,00","Olomoucký kraj","PŘEROV","Přerov"
"Bochov","1 978,00","227,00","371,00","665,00","601,00","62,00","52,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Bochovice","145,00","25,00","18,00","53,00","42,00","3,00","4,00","Vysočina","TŘEBÍČ","Třebíč"
"Boháňka","223,00","33,00","31,00","74,00","72,00","6,00","7,00","Královéhradecký kraj","HOŘICE","Jičín"
"Boharyně","533,00","65,00","87,00","163,00","180,00","18,00","20,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Bohaté Málkovice","250,00","38,00","37,00","88,00","78,00","5,00","4,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Bohatice","149,00","17,00","19,00","53,00","48,00","7,00","5,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Bohdalec","299,00","45,00","48,00","98,00","88,00","9,00","11,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Bohdalice-Pavlovice","792,00","96,00","124,00","279,00","258,00","22,00","13,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Bohdalín","215,00","43,00","29,00","69,00","66,00","4,00","4,00","Vysočina","PELHŘIMOV","Pelhřimov"
