"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","kraj","orp","okres"
"Pálovice","162,00","28,00","31,00","48,00","42,00","7,00","6,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Pamětice","221,00","28,00","43,00","75,00","68,00","3,00","4,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Panenská Rozsíčka","120,00","18,00","30,00","32,00","34,00","2,00","4,00","Vysočina","JIHLAVA","Jihlava"
"Panenské Břežany","551,00","108,00","67,00","165,00","169,00","25,00","17,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Panenský Týnec","376,00","48,00","51,00","135,00","122,00","8,00","12,00","Ústecký kraj","LOUNY","Louny"
"Panoší Újezd","275,00","43,00","45,00","85,00","87,00","9,00","6,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Panské Dubenky","141,00","21,00","21,00","46,00","48,00","3,00","2,00","Vysočina","TELČ","Jihlava"
"Paračov","88,00","12,00","14,00","26,00","28,00","2,00","6,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Pardubice","88 316,00","14 959,00","11 345,00","27 881,00","28 270,00","3 198,00","2 663,00","Pardubický kraj","PARDUBICE","Pardubice"
"Pařezov","128,00","18,00","21,00","37,00","44,00","3,00","5,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Paršovice","370,00","47,00","56,00","121,00","124,00","12,00","10,00","Olomoucký kraj","HRANICE","Přerov"
"Partutovice","491,00","50,00","85,00","171,00","151,00","14,00","20,00","Olomoucký kraj","HRANICE","Přerov"
"Pasečnice","198,00","31,00","19,00","72,00","63,00","7,00","6,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Paseka","1 192,00","125,00","202,00","395,00","409,00","28,00","33,00","Olomoucký kraj","UNIČOV","Olomouc"
"Paseky","140,00","16,00","16,00","53,00","46,00","3,00","6,00","Jihočeský kraj","PÍSEK","Písek"
"Paseky nad Jizerou","248,00","47,00","34,00","85,00","67,00","9,00","6,00","Liberecký kraj","JILEMNICE","Semily"
"Pašinka","316,00","48,00","44,00","102,00","96,00","10,00","16,00","Středočeský kraj","KOLÍN","Kolín"
"Paskov","3 828,00","425,00","632,00","1 278,00","1 245,00","139,00","109,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Pasohlávky","2","2","2","2","2","2","2","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Pašovice","700,00","114,00","106,00","240,00","217,00","12,00","11,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Pastuchovice","72,00","21,00","7,00","21,00","19,00","2,00","2,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Pastviny","342,00","52,00","60,00","107,00","103,00","13,00","7,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Pátek","564,00","74,00","88,00","190,00","176,00","23,00","13,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Patokryje","395,00","37,00","61,00","134,00","147,00","5,00","11,00","Ústecký kraj","MOST","Most"
"Pavlice","480,00","71,00","73,00","163,00","139,00","16,00","18,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Pavlíkov","1 051,00","151,00","137,00","366,00","325,00","32,00","40,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Pavlínov","254,00","34,00","48,00","79,00","82,00","7,00","4,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Pavlov","616,00","91,00","106,00","199,00","190,00","15,00","15,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Pavlov","139,00","18,00","20,00","43,00","49,00","5,00","4,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Pavlov","108,00","17,00","12,00","43,00","28,00","3,00","5,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Pavlov","541,00","68,00","65,00","195,00","173,00","24,00","16,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Pavlov","98,00","17,00","15,00","35,00","22,00","5,00","4,00","Středočeský kraj","KLADNO","Kladno"
"Pavlov","331,00","43,00","57,00","128,00","94,00","5,00","4,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Pavlov","418,00","74,00","57,00","139,00","120,00","16,00","12,00","Vysočina","JIHLAVA","Jihlava"
"Pavlovice","173,00","19,00","30,00","60,00","52,00","8,00","4,00","Středočeský kraj","VLAŠIM","Benešov"
"Pavlovice u Kojetína","262,00","33,00","32,00","102,00","80,00","9,00","6,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Pavlovice u Přerova","802,00","229,00","95,00","235,00","204,00","24,00","15,00","Olomoucký kraj","PŘEROV","Přerov"
"Pazderna","251,00","32,00","28,00","97,00","83,00","4,00","7,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Pchery","1 788,00","249,00","274,00","608,00","529,00","67,00","61,00","Středočeský kraj","KLADNO","Kladno"
"Pec","246,00","51,00","47,00","67,00","65,00","9,00","7,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Peč","395,00","42,00","60,00","138,00","127,00","12,00","16,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Pec pod Sněžkou","653,00","78,00","79,00","238,00","221,00","18,00","19,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Pečice","364,00","46,00","54,00","137,00","101,00","14,00","12,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Pěčice","156,00","27,00","29,00","46,00","43,00","5,00","6,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Pěčín","497,00","70,00","82,00","167,00","144,00","14,00","20,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Pecka","1 279,00","212,00","185,00","424,00","380,00","39,00","39,00","Královéhradecký kraj","NOVÁ PAKA","Jičín"
"Pečky","2","2","2","2","2","2","2","Středočeský kraj","KOLÍN","Kolín"
"Pěčnov","102,00","5,00","19,00","41,00","33,00","2,00","2,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Pelechy","64,00","15,00","7,00","24,00","15,00","2,00","1,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Pelhřimov","16 471,00","2 226,00","2 376,00","5 460,00","5 415,00","536,00","458,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Pěnčín","738,00","96,00","115,00","244,00","234,00","26,00","23,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Pěnčín","1 780,00","258,00","257,00","584,00","546,00","72,00","63,00","Liberecký kraj","ŽELEZNÝ BROD","Jablonec n.Nisou"
"Pěnčín","637,00","79,00","109,00","204,00","206,00","21,00","18,00","Liberecký kraj","TURNOV","Liberec"
"Perálec","237,00","31,00","34,00","76,00","78,00","8,00","10,00","Pardubický kraj","CHRUDIM","Chrudim"
"Peřimov","216,00","36,00","32,00","71,00","63,00","8,00","6,00","Liberecký kraj","JILEMNICE","Semily"
"Perná","764,00","78,00","117,00","273,00","260,00","15,00","21,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Pernarec","757,00","69,00","127,00","260,00","262,00","20,00","19,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Pernink","1 073,00","101,00","230,00","330,00","368,00","21,00","23,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Pernštejnské Jestřabí","2","2","2","2","2","2","2","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Perštejn","1 056,00","130,00","154,00","366,00","335,00","31,00","40,00","Ústecký kraj","KADAŇ","Chomutov"
"Pertoltice","162,00","48,00","20,00","46,00","34,00","7,00","7,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Pertoltice","271,00","35,00","46,00","94,00","78,00","12,00","6,00","Liberecký kraj","FRÝDLANT","Liberec"
"Pertoltice pod Ralskem","354,00","43,00","62,00","127,00","107,00","7,00","8,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Peruc","2 140,00","352,00","300,00","713,00","629,00","75,00","71,00","Ústecký kraj","LOUNY","Louny"
"Pesvice","102,00","15,00","15,00","36,00","28,00","5,00","3,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Pětihosty","163,00","20,00","37,00","57,00","49,00","0,00","0,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Pětikozly","83,00","12,00","10,00","27,00","26,00","7,00","1,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Pětipsy","194,00","26,00","45,00","61,00","52,00","4,00","6,00","Ústecký kraj","KADAŇ","Chomutov"
"Petkovy","222,00","38,00","36,00","72,00","64,00","5,00","7,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Petráveč","173,00","23,00","20,00","61,00","61,00","4,00","4,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Petříkov","278,00","39,00","44,00","90,00","86,00","7,00","12,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Petříkov","390,00","40,00","64,00","140,00","125,00","9,00","12,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Petrohrad","659,00","117,00","95,00","230,00","180,00","18,00","19,00","Ústecký kraj","PODBOŘANY","Louny"
"Petroupim","297,00","35,00","48,00","100,00","102,00","6,00","6,00","Středočeský kraj","BENEŠOV","Benešov"
"Petrov","417,00","44,00","63,00","155,00","121,00","20,00","14,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Petrov","145,00","19,00","25,00","51,00","38,00","5,00","7,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Petrov","1 331,00","196,00","181,00","458,00","425,00","42,00","29,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Petrovice","345,00","58,00","48,00","115,00","103,00","12,00","9,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Petrovice","1 367,00","191,00","214,00","448,00","439,00","38,00","37,00","Středočeský kraj","SEDLČANY","Příbram"
"Petrovice","241,00","27,00","30,00","98,00","75,00","7,00","4,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Petrovice","247,00","35,00","43,00","78,00","75,00","8,00","8,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Petrovice","142,00","26,00","19,00","46,00","38,00","7,00","6,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Petrovice","429,00","58,00","70,00","143,00","140,00","7,00","11,00","Vysočina","TŘEBÍČ","Třebíč"
"Petrovice I","303,00","49,00","45,00","101,00","90,00","8,00","10,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Petrovice II","113,00","41,00","10,00","20,00","29,00","9,00","4,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Petrovice u Karviné","5 211,00","647,00","620,00","2 215,00","1 477,00","126,00","126,00","Moravskoslezský kraj","KARVINÁ","Karviná"
"Petrovice u Sušice","555,00","86,00","69,00","198,00","174,00","13,00","15,00","Plzeňský kraj","SUŠICE","Klatovy"
"Petrovičky","37,00","7,00","8,00","9,00","10,00","2,00","1,00","Královéhradecký kraj","HOŘICE","Jičín"
"Petrůvka","334,00","56,00","27,00","121,00","108,00","10,00","12,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Petrůvky","86,00","15,00","17,00","28,00","20,00","3,00","3,00","Vysočina","TŘEBÍČ","Třebíč"
"Petřvald","6 967,00","1 095,00","1 034,00","2 284,00","2 130,00","228,00","196,00","Moravskoslezský kraj","ORLOVÁ","Karviná"
"Petřvald","1 767,00","281,00","236,00","595,00","558,00","62,00","35,00","Moravskoslezský kraj","KOPŘIVNICE","Nový Jičín"
"Pičín","533,00","58,00","75,00","186,00","177,00","22,00","15,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Pikárec","320,00","47,00","60,00","100,00","88,00","14,00","11,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Pila","432,00","70,00","61,00","143,00","133,00","10,00","15,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Pilníkov","1 185,00","165,00","199,00","399,00","357,00","31,00","34,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Písařov","703,00","107,00","87,00","233,00","228,00","25,00","23,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Písečná","482,00","55,00","88,00","166,00","154,00","11,00","8,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Písečná","824,00","101,00","142,00","284,00","259,00","16,00","22,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Písečné","205,00","33,00","34,00","74,00","58,00","3,00","3,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Písečné","551,00","74,00","110,00","172,00","167,00","14,00","14,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Písek","29 909,00","4 532,00","4 338,00","9 532,00","9 660,00","993,00","854,00","Jihočeský kraj","PÍSEK","Písek"
"Písek","216,00","45,00","25,00","65,00","62,00","10,00","9,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Písek","1 764,00","212,00","291,00","635,00","569,00","30,00","27,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Písková Lhota","409,00","61,00","51,00","136,00","133,00","13,00","15,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Písková Lhota","631,00","77,00","89,00","217,00","211,00","15,00","22,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Píšť","81,00","17,00","12,00","22,00","23,00","2,00","5,00","Vysočina","HUMPOLEC","Pelhřimov"
"Píšť","2 101,00","341,00","295,00","721,00","679,00","29,00","36,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Píšťany","195,00","25,00","33,00","68,00","53,00","10,00","6,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Pištín","525,00","75,00","85,00","174,00","155,00","19,00","17,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Pístina","203,00","18,00","17,00","38,00","119,00","6,00","5,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Písty","371,00","58,00","41,00","120,00","122,00","13,00","17,00","Středočeský kraj","NYMBURK","Nymburk"
"Pitín","941,00","144,00","159,00","312,00","286,00","24,00","16,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Pivín","702,00","81,00","101,00","243,00","240,00","18,00","19,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Pivkovice","71,00","22,00","6,00","19,00","20,00","1,00","3,00","Jihočeský kraj","VODŇANY","Strakonice"
"Planá","264,00","23,00","51,00","85,00","89,00","9,00","7,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Planá","5 486,00","664,00","846,00","1 817,00","1 846,00","145,00","168,00","Plzeňský kraj","TACHOV","Tachov"
"Planá nad Lužnicí","3 356,00","426,00","523,00","1 096,00","1 116,00","95,00","100,00","Jihočeský kraj","TÁBOR","Tábor"
"Plaňany","1 570,00","179,00","260,00","534,00","503,00","47,00","47,00","Středočeský kraj","KOLÍN","Kolín"
"Plandry","173,00","22,00","34,00","61,00","50,00","4,00","2,00","Vysočina","JIHLAVA","Jihlava"
"Pláně","263,00","53,00","32,00","91,00","72,00","10,00","5,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Plánice","1 683,00","267,00","220,00","576,00","524,00","51,00","45,00","Plzeňský kraj","KLATOVY","Klatovy"
"Plasy","2 573,00","385,00","350,00","859,00","806,00","81,00","92,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Plav","361,00","46,00","63,00","123,00","115,00","6,00","8,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Plaveč","449,00","125,00","50,00","122,00","113,00","18,00","21,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Plavsko","435,00","65,00","65,00","145,00","140,00","9,00","11,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Plavy","1 076,00","142,00","184,00","355,00","331,00","35,00","29,00","Liberecký kraj","TANVALD","Jablonec n.Nisou"
"Plazy","400,00","41,00","73,00","131,00","130,00","14,00","11,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Plch","87,00","16,00","17,00","26,00","25,00","2,00","1,00","Pardubický kraj","PARDUBICE","Pardubice"
"Plchov","174,00","17,00","31,00","55,00","58,00","5,00","8,00","Středočeský kraj","SLANÝ","Kladno"
"Plchovice","81,00","20,00","16,00","24,00","18,00","1,00","2,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Plenkovice","344,00","58,00","61,00","107,00","93,00","13,00","12,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Pleše","184,00","39,00","21,00","59,00","55,00","7,00","3,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Plesná","2 047,00","235,00","342,00","706,00","669,00","53,00","42,00","Karlovarský kraj","CHEB","Cheb"
"Plešnice","241,00","26,00","35,00","89,00","85,00","4,00","2,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Pletený Újezd","426,00","68,00","56,00","122,00","148,00","21,00","11,00","Středočeský kraj","KLADNO","Kladno"
"Plískov","117,00","35,00","11,00","36,00","28,00","1,00","6,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Ploskovice","389,00","55,00","59,00","132,00","118,00","13,00","12,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Pluhův Žďár","599,00","86,00","82,00","220,00","179,00","10,00","22,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Plumlov","2 477,00","407,00","354,00","814,00","740,00","87,00","75,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Plužná","218,00","23,00","47,00","72,00","58,00","12,00","6,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Plzeň","163 392,00","26 760,00","20 781,00","51 691,00","52 369,00","6 381,00","5 410,00","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Pnětluky","332,00","36,00","47,00","114,00","113,00","12,00","10,00","Ústecký kraj","LOUNY","Louny"
"Pňov-Předhradí","2","2","2","2","2","2","2","Středočeský kraj","KOLÍN","Kolín"
"Pňovany","373,00","71,00","40,00","122,00","113,00","15,00","12,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Pňovice","838,00","94,00","126,00","312,00","264,00","21,00","21,00","Olomoucký kraj","LITOVEL","Olomouc"
"Poběžovice","1 661,00","188,00","268,00","548,00","550,00","53,00","54,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Poběžovice u Holic","210,00","22,00","35,00","76,00","68,00","3,00","6,00","Pardubický kraj","HOLICE","Pardubice"
"Poběžovice u Přelouče","93,00","10,00","15,00","31,00","31,00","2,00","4,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Počaply","100,00","11,00","16,00","39,00","29,00","2,00","3,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Počátky","2 681,00","426,00","410,00","847,00","810,00","109,00","79,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Počedělice","260,00","42,00","44,00","82,00","72,00","10,00","10,00","Ústecký kraj","LOUNY","Louny"
"Počenice-Tetětice","784,00","102,00","115,00","265,00","259,00","23,00","20,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Počepice","506,00","66,00","76,00","174,00","162,00","16,00","12,00","Středočeský kraj","SEDLČANY","Příbram"
"Pochvalov","257,00","48,00","29,00","83,00","82,00","10,00","5,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Pocinovice","529,00","74,00","60,00","190,00","176,00","14,00","15,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Počítky","198,00","19,00","37,00","59,00","71,00","4,00","8,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Podbořanský Rohozec","123,00","16,00","16,00","41,00","45,00","2,00","3,00","Ústecký kraj","PODBOŘANY","Louny"
"Podbořany","6 299,00","821,00","1 068,00","2 065,00","2 061,00","163,00","121,00","Ústecký kraj","PODBOŘANY","Louny"
"Podbrdy","167,00","40,00","18,00","54,00","46,00","5,00","4,00","Středočeský kraj","BEROUN","Beroun"
"Podbřezí","484,00","65,00","76,00","165,00","145,00","17,00","16,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Podbřežice","232,00","46,00","37,00","70,00","69,00","5,00","5,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Poděbrady","13 255,00","2 312,00","1 693,00","4 097,00","4 189,00","514,00","450,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Poděšín","248,00","29,00","40,00","89,00","74,00","5,00","11,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Poděvousy","245,00","39,00","40,00","83,00","67,00","10,00","6,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Podhořany u Ronova","289,00","67,00","37,00","95,00","74,00","9,00","7,00","Pardubický kraj","CHRUDIM","Chrudim"
"Podhorní Újezd a Vojice","631,00","82,00","86,00","231,00","197,00","16,00","19,00","Královéhradecký kraj","HOŘICE","Jičín"
"Podhradí","198,00","29,00","39,00","69,00","59,00","2,00","0,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Podhradí","149,00","23,00","24,00","51,00","41,00","5,00","5,00","Karlovarský kraj","AŠ","Cheb"
"Podhradí","420,00","73,00","55,00","139,00","131,00","14,00","8,00","Královéhradecký kraj","JIČÍN","Jičín"
"Podhradí nad Dyjí","47,00","13,00","2,00","18,00","11,00","2,00","1,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Podhradní Lhota","521,00","75,00","75,00","192,00","151,00","14,00","14,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Podivice","185,00","23,00","26,00","65,00","59,00","6,00","6,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Podivín","2 860,00","435,00","378,00","936,00","917,00","100,00","94,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Podkopná Lhota","319,00","61,00","46,00","109,00","91,00","7,00","5,00","Zlínský kraj","VIZOVICE","Zlín"
"Podlesí","939,00","159,00","129,00","305,00","286,00","32,00","28,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Podlesí","250,00","31,00","43,00","84,00","78,00","6,00","8,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Podlešín","306,00","45,00","46,00","104,00","88,00","12,00","11,00","Středočeský kraj","SLANÝ","Kladno"
"Podluhy","601,00","109,00","80,00","178,00","189,00","25,00","20,00","Středočeský kraj","HOŘOVICE","Beroun"
"Podmoklany","131,00","22,00","7,00","55,00","39,00","4,00","4,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Podmokly","178,00","28,00","19,00","63,00","59,00","4,00","5,00","Plzeňský kraj","SUŠICE","Klatovy"
"Podmokly","267,00","38,00","34,00","88,00","81,00","12,00","14,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Podmoky","84,00","27,00","5,00","23,00","19,00","6,00","4,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Podmolí","164,00","15,00","21,00","54,00","62,00","6,00","6,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Podmyče","98,00","14,00","12,00","45,00","25,00","2,00","0,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Podolanka","500,00","70,00","64,00","156,00","176,00","15,00","19,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Podolí","90,00","19,00","12,00","30,00","27,00","1,00","1,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Podolí","208,00","40,00","28,00","68,00","62,00","6,00","4,00","Olomoucký kraj","PŘEROV","Přerov"
"Podolí","826,00","117,00","130,00","281,00","258,00","14,00","26,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Podolí","1 157,00","173,00","180,00","389,00","342,00","35,00","38,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Podolí","235,00","26,00","44,00","78,00","72,00","8,00","7,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Podolí I","341,00","49,00","38,00","120,00","106,00","14,00","14,00","Jihočeský kraj","PÍSEK","Písek"
"Podomí","429,00","59,00","66,00","150,00","133,00","10,00","11,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Podsedice","661,00","114,00","86,00","216,00","197,00","19,00","29,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Podůlšany","141,00","21,00","16,00","48,00","45,00","4,00","7,00","Pardubický kraj","PARDUBICE","Pardubice"
"Podůlší","233,00","19,00","33,00","95,00","80,00","2,00","4,00","Královéhradecký kraj","JIČÍN","Jičín"
"Podveky","215,00","42,00","27,00","69,00","64,00","6,00","7,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Pohled","779,00","127,00","115,00","246,00","245,00","26,00","20,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Pohledy","346,00","43,00","61,00","121,00","101,00","8,00","12,00","Pardubický kraj","SVITAVY","Svitavy"
"Pohnánec","60,00","11,00","10,00","17,00","18,00","2,00","2,00","Jihočeský kraj","TÁBOR","Tábor"
"Pohnání","77,00","13,00","11,00","27,00","20,00","3,00","3,00","Jihočeský kraj","TÁBOR","Tábor"
"Pohořelice","823,00","145,00","124,00","261,00","242,00","29,00","22,00","Zlínský kraj","OTROKOVICE","Zlín"
"Pohořelice","2","2","2","2","2","2","2","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Pohoří","229,00","21,00","36,00","99,00","63,00","8,00","2,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Pohoří","613,00","72,00","119,00","195,00","205,00","10,00","12,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Pohorovice","75,00","9,00","11,00","26,00","23,00","1,00","5,00","Jihočeský kraj","VODŇANY","Strakonice"
"Pohorská Ves","319,00","15,00","67,00","132,00","94,00","3,00","8,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Pojbuky","120,00","22,00","10,00","42,00","40,00","3,00","3,00","Jihočeský kraj","TÁBOR","Tábor"
"Pokojov","152,00","23,00","25,00","46,00","46,00","6,00","6,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Pokojovice","87,00","16,00","17,00","27,00","22,00","3,00","2,00","Vysočina","TŘEBÍČ","Třebíč"
"Pokřikov","271,00","44,00","57,00","75,00","83,00","8,00","4,00","Pardubický kraj","HLINSKO","Chrudim"
"Polánka","42,00","8,00","3,00","15,00","15,00","0,00","1,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Poleň","279,00","48,00","38,00","92,00","79,00","12,00","10,00","Plzeňský kraj","KLATOVY","Klatovy"
"Polepy","1 322,00","171,00","197,00","483,00","405,00","29,00","37,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Polepy","585,00","60,00","80,00","215,00","184,00","23,00","23,00","Středočeský kraj","KOLÍN","Kolín"
"Polerady","215,00","30,00","34,00","72,00","64,00","5,00","10,00","Ústecký kraj","MOST","Most"
"Polerady","226,00","20,00","44,00","68,00","76,00","9,00","9,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Polesí","77,00","22,00","11,00","25,00","17,00","2,00","0,00","Vysočina","PELHŘIMOV","Pelhřimov"
