"obce","Počet obyvatel dle Sčítání lidu 1970","kraj","orp","okres"
"Okrouhlo","429,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Olbramice","454,00","Moravskoslezský kraj","OSTRAVA","Nový Jičín"
"Olbramice","226,00","Olomoucký kraj","LITOVEL","Olomouc"
"Olbramkostel","568,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Olbramov","132,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Olbramovice","908,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Olbramovice","1 268,00","Středočeský kraj","VOTICE","Benešov"
"Oldřichov","230,00","Jihočeský kraj","TÁBOR","Tábor"
"Oldřichov","108,00","Olomoucký kraj","PŘEROV","Přerov"
"Oldřichov v Hájích","680,00","Liberecký kraj","LIBEREC","Liberec"
"Oldřichovice","400,00","Zlínský kraj","OTROKOVICE","Zlín"
"Oldřiš","726,00","Pardubický kraj","POLIČKA","Svitavy"
"Oldřišov","1 247,00","Moravskoslezský kraj","OPAVA","Opava"
"Oleksovice","798,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Olešenka","213,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Oleška","945,00","Středočeský kraj","ŘÍČANY","Kolín"
"Oleško","153,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Olešná","514,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Olešná","286,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Olešná","188,00","Jihočeský kraj","PÍSEK","Písek"
"Olešná","500,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Olešná","537,00","Středočeský kraj","HOŘOVICE","Beroun"
"Olešnice","1 710,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Olešnice","534,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Olešnice","912,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Olešnice v Orlických horách","586,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Olešník","787,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Olomouc","89 386,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Olomučany","1 015,00","Jihomoravský kraj","BLANSKO","Blansko"
"Oloví","2 266,00","Karlovarský kraj","KRASLICE","Sokolov"
"Olšany","217,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Olšany","95,00","Vysočina","TELČ","Jihlava"
"Olšany","476,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Olšany","903,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Olšany u Prostějova","1 489,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Olší","336,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Olší","96,00","Vysočina","TELČ","Jihlava"
"Olšovec","470,00","Olomoucký kraj","HRANICE","Přerov"
"Olšovice","95,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Omice","760,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Omlenice","452,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Ondratice","479,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Ondřejov","173,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Ondřejov","1 164,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Onomyšl","379,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Onšov","392,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Onšov","123,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Opařany","1 520,00","Jihočeský kraj","TÁBOR","Tábor"
"Opatov","1 252,00","Pardubický kraj","SVITAVY","Svitavy"
"Opatov","227,00","Vysočina","JIHLAVA","Jihlava"
"Opatov","935,00","Vysočina","TŘEBÍČ","Třebíč"
"Opatovec","653,00","Pardubický kraj","SVITAVY","Svitavy"
"Opatovice","749,00","Olomoucký kraj","HRANICE","Přerov"
"Opatovice","1 100,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Opatovice I","187,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Opatovice nad Labem","1 967,00","Pardubický kraj","PARDUBICE","Pardubice"
"Opava","53 269,00","Moravskoslezský kraj","OPAVA","Opava"
"Oplany","130,00","Středočeský kraj","ŘÍČANY","Kolín"
"Oplocany","456,00","Olomoucký kraj","PŘEROV","Přerov"
"Oplot","395,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Opočnice","576,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Opočno","3 183,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Opočno","202,00","Ústecký kraj","LOUNY","Louny"
"Opolany","1 130,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Oponešice","268,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Oprostovice","126,00","Olomoucký kraj","PŘEROV","Přerov"
"Oráčov","469,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Ořech","614,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Ořechov","398,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Ořechov","97,00","Vysočina","TELČ","Jihlava"
"Ořechov","906,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Ořechov","2 444,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Orel","741,00","Pardubický kraj","CHRUDIM","Chrudim"
"Orlické Podhůří","803,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Orlické Záhoří","306,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Orličky","309,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Orlík nad Vltavou","485,00","Jihočeský kraj","PÍSEK","Písek"
"Orlová","24 268,00","Moravskoslezský kraj","ORLOVÁ","Karviná"
"Orlovice","490,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Osečany","335,00","Středočeský kraj","SEDLČANY","Příbram"
"Oseček","236,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Osečná","1 049,00","Liberecký kraj","LIBEREC","Liberec"
"Osečnice","352,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Osek","197,00","Jihočeský kraj","MILEVSKO","Písek"
"Osek","793,00","Středočeský kraj","HOŘOVICE","Beroun"
"Osek","1 078,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Osek","3 728,00","Ústecký kraj","TEPLICE","Teplice"
"Osek","724,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Osek nad Bečvou","1 158,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Oselce","610,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Ošelín","210,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Osice","516,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Osíčko","526,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Osičky","174,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Osík","955,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Osiky","232,00","Jihomoravský kraj","TIŠNOV","Blansko"
"Oskava","1 718,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Oskořínek","650,00","Středočeský kraj","NYMBURK","Nymburk"
"Oslavany","5 285,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Oslavice","445,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Oslavička","142,00","Vysočina","VELKÉ MEZIŘÍČÍ","Třebíč"
"Oslnovice","128,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Oslov","404,00","Jihočeský kraj","PÍSEK","Písek"
"Osoblaha","821,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Osov","434,00","Středočeský kraj","HOŘOVICE","Beroun"
"Osová Bítýška","838,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Osové","81,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Ostašov","164,00","Vysočina","TŘEBÍČ","Třebíč"
"Ostopovice","1 041,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Ostrá","559,00","Středočeský kraj","LYSÁ NAD LABEM","Nymburk"
"Ostrata","345,00","Zlínský kraj","ZLÍN","Zlín"
"Ostrava","297 171,00","Moravskoslezský kraj","OSTRAVA","Ostrava"
"Ostravice","2 438,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Ostředek","437,00","Středočeský kraj","BENEŠOV","Benešov"
"Ostřešany","922,00","Pardubický kraj","PARDUBICE","Pardubice"
"Ostřetice","103,00","Plzeňský kraj","KLATOVY","Klatovy"
"Ostřetín","1 103,00","Pardubický kraj","HOLICE","Pardubice"
"Ostrolovský Újezd","146,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Ostroměř","1 448,00","Královéhradecký kraj","HOŘICE","Jičín"
"Ostrov","18 519,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Ostrov","101,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Ostrov","118,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Ostrov","132,00","Středočeský kraj","VLAŠIM","Benešov"
"Ostrov","561,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Ostrov nad Oslavou","804,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Ostrov u Bezdružic","254,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Ostrov u Macochy","1 216,00","Jihomoravský kraj","BLANSKO","Blansko"
"Ostrovačice","618,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Ostrovánky","284,00","Jihomoravský kraj","KYJOV","Hodonín"
"Ostrovec","516,00","Jihočeský kraj","PÍSEK","Písek"
"Ostrovec-Lhotka","167,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Ostrožská Lhota","1 763,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Ostrožská Nová Ves","3 766,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Ostružná","195,00","Olomoucký kraj","JESENÍK","Jeseník"
"Ostružno","113,00","Královéhradecký kraj","JIČÍN","Jičín"
"Osvětimany","1 027,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Osvračín","651,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Otaslavice","1 586,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Otěšice","230,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Otice","993,00","Moravskoslezský kraj","OPAVA","Opava"
"Otín","287,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Otín","118,00","Vysočina","JIHLAVA","Jihlava"
"Otinoves","442,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Otmarov","185,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Otmíče","174,00","Středočeský kraj","HOŘOVICE","Beroun"
"Otnice","1 515,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Otov","106,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Otovice","602,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Otradov","392,00","Pardubický kraj","HLINSKO","Chrudim"
"Otročín","665,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Otročiněves","509,00","Středočeský kraj","BEROUN","Beroun"
"Otrokovice","11 925,00","Zlínský kraj","OTROKOVICE","Zlín"
"Otryby","308,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Otvice","742,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Otvovice","864,00","Středočeský kraj","KLADNO","Kladno"
"Ouběnice","215,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Oucmanice","199,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Oudoleň","497,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Ovčáry","452,00","Středočeský kraj","NERATOVICE","Mělník"
"Ovčáry","757,00","Středočeský kraj","KOLÍN","Kolín"
"Ovesná Lhota","221,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Ovesné Kladruby","184,00","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb"
"Oznice","424,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Paběnice","219,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Pačejov","965,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Paceřice","324,00","Liberecký kraj","TURNOV","Liberec"
"Pacetluky","291,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Pačlavice","1 286,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Pacov","4 577,00","Vysočina","PACOV","Pelhřimov"
"Páleč","256,00","Středočeský kraj","SLANÝ","Kladno"
"Palkovice","2 676,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Palonín","411,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Pálovice","219,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Pamětice","223,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Panenská Rozsíčka","133,00","Vysočina","JIHLAVA","Jihlava"
"Panenské Břežany","523,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Panenský Týnec","469,00","Ústecký kraj","LOUNY","Louny"
"Panoší Újezd","289,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Panské Dubenky","211,00","Vysočina","TELČ","Jihlava"
"Paračov","147,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Pardubice","79 206,00","Pardubický kraj","PARDUBICE","Pardubice"
"Pařezov","137,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Paršovice","372,00","Olomoucký kraj","HRANICE","Přerov"
"Partutovice","419,00","Olomoucký kraj","HRANICE","Přerov"
"Pasečnice","258,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Paseka","1 006,00","Olomoucký kraj","UNIČOV","Olomouc"
"Paseky","295,00","Jihočeský kraj","PÍSEK","Písek"
"Paseky nad Jizerou","428,00","Liberecký kraj","JILEMNICE","Semily"
"Pašinka","429,00","Středočeský kraj","KOLÍN","Kolín"
"Paskov","3 083,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Pasohlávky","884,00","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Pašovice","759,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Pastuchovice","190,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Pastviny","356,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Pátek","481,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Patokryje","289,00","Ústecký kraj","MOST","Most"
"Pavlice","584,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Pavlíkov","1 167,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Pavlínov","290,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Pavlov","728,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Pavlov","153,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Pavlov","184,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Pavlov","532,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Pavlov","201,00","Středočeský kraj","KLADNO","Kladno"
"Pavlov","384,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Pavlov","586,00","Vysočina","JIHLAVA","Jihlava"
"Pavlovice","200,00","Středočeský kraj","VLAŠIM","Benešov"
"Pavlovice u Kojetína","427,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Pavlovice u Přerova","975,00","Olomoucký kraj","PŘEROV","Přerov"
"Pazderna","263,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Pchery","2 095,00","Středočeský kraj","KLADNO","Kladno"
"Pec","341,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Peč","471,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Pec pod Sněžkou","616,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Pečice","408,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Pěčice","267,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Pěčín","563,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Pecka","1 572,00","Královéhradecký kraj","NOVÁ PAKA","Jičín"
"Pečky","4 188,00","Středočeský kraj","KOLÍN","Kolín"
"Pěčnov","80,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Pelechy","96,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Pelhřimov","11 559,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Pěnčín","782,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Pěnčín","2 132,00","Liberecký kraj","ŽELEZNÝ BROD","Jablonec n.Nisou"
"Pěnčín","562,00","Liberecký kraj","TURNOV","Liberec"
"Perálec","317,00","Pardubický kraj","CHRUDIM","Chrudim"
"Peřimov","281,00","Liberecký kraj","JILEMNICE","Semily"
"Perná","739,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Pernarec","703,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Pernink","927,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Pernštejnské Jestřabí","282,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Perštejn","1 134,00","Ústecký kraj","KADAŇ","Chomutov"
"Pertoltice","296,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Pertoltice","326,00","Liberecký kraj","FRÝDLANT","Liberec"
"Pertoltice pod Ralskem","503,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Peruc","3 043,00","Ústecký kraj","LOUNY","Louny"
"Pesvice","145,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Pětihosty","136,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Pětikozly","144,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Pětipsy","289,00","Ústecký kraj","KADAŇ","Chomutov"
"Petkovy","270,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Petráveč","114,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Petříkov","350,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Petříkov","276,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Petrohrad","1 029,00","Ústecký kraj","PODBOŘANY","Louny"
"Petroupim","267,00","Středočeský kraj","BENEŠOV","Benešov"
"Petrov","324,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Petrov","192,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Petrov","1 447,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Petrov nad Desnou","1 308,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Petrovice","430,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Petrovice","1 532,00","Středočeský kraj","SEDLČANY","Příbram"
"Petrovice","232,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Petrovice","314,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Petrovice","306,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Petrovice","447,00","Vysočina","TŘEBÍČ","Třebíč"
"Petrovice I","409,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Petrovice II","349,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Petrovice u Karviné","3 810,00","Moravskoslezský kraj","KARVINÁ","Karviná"
"Petrovice u Sušice","897,00","Plzeňský kraj","SUŠICE","Klatovy"
"Petrovičky","55,00","Královéhradecký kraj","HOŘICE","Jičín"
"Petrůvka","367,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Petrůvky","126,00","Vysočina","TŘEBÍČ","Třebíč"
"Petřvald","8 120,00","Moravskoslezský kraj","ORLOVÁ","Karviná"
"Petřvald","1 639,00","Moravskoslezský kraj","KOPŘIVNICE","Nový Jičín"
"Pičín","432,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Pikárec","318,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Pila","424,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Pilníkov","1 194,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Písařov","817,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Písečná","374,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Písečná","741,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Písečné","220,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Písečné","892,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Písek","23 713,00","Jihočeský kraj","PÍSEK","Písek"
"Písek","324,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Písek","1 496,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Písková Lhota","457,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Písková Lhota","609,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Píšť","203,00","Vysočina","HUMPOLEC","Pelhřimov"
"Píšť","2 075,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Píšťany","269,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Pištín","582,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Pístina","181,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Písty","337,00","Středočeský kraj","NYMBURK","Nymburk"
"Pitín","1 183,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Pivín","742,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Pivkovice","121,00","Jihočeský kraj","VODŇANY","Strakonice"
"Planá","233,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Planá","4 251,00","Plzeňský kraj","TACHOV","Tachov"
"Planá nad Lužnicí","2 325,00","Jihočeský kraj","TÁBOR","Tábor"
"Plaňany","1 571,00","Středočeský kraj","KOLÍN","Kolín"
"Plandry","137,00","Vysočina","JIHLAVA","Jihlava"
"Pláně","295,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Plánice","2 229,00","Plzeňský kraj","KLATOVY","Klatovy"
"Plasy","2 836,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Plav","209,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Plaveč","519,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Plavsko","457,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Plavy","1 272,00","Liberecký kraj","TANVALD","Jablonec n.Nisou"
"Plazy","300,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Plch","123,00","Pardubický kraj","PARDUBICE","Pardubice"
"Plchov","179,00","Středočeský kraj","SLANÝ","Kladno"
"Plchovice","108,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Plenkovice","441,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Pleše","267,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Plesná","2 014,00","Karlovarský kraj","CHEB","Cheb"
"Plešnice","260,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Pletený Újezd","509,00","Středočeský kraj","KLADNO","Kladno"
"Plískov","190,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Ploskovice","538,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Pluhův Žďár","883,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Plumlov","2 452,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Plužná","197,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Plzeň","153 524,00","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Pnětluky","490,00","Ústecký kraj","LOUNY","Louny"
"Pňov-Předhradí","723,00","Středočeský kraj","KOLÍN","Kolín"
"Pňovany","599,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Pňovice","867,00","Olomoucký kraj","LITOVEL","Olomouc"
"Poběžovice","1 627,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Poběžovice u Holic","242,00","Pardubický kraj","HOLICE","Pardubice"
"Poběžovice u Přelouče","117,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Počaply","166,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Počátky","2 633,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Počedělice","436,00","Ústecký kraj","LOUNY","Louny"
"Počenice-Tetětice","851,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Počepice","657,00","Středočeský kraj","SEDLČANY","Příbram"
"Pochvalov","299,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Pocinovice","729,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Počítky","222,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Podbořanský Rohozec","239,00","Ústecký kraj","PODBOŘANY","Louny"
"Podbořany","5 723,00","Ústecký kraj","PODBOŘANY","Louny"
"Podbrdy","198,00","Středočeský kraj","BEROUN","Beroun"
"Podbřezí","539,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Podbřežice","288,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Poděbrady","13 353,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Poděšín","242,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Poděvousy","335,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Podhořany u Ronova","461,00","Pardubický kraj","CHRUDIM","Chrudim"
"Podhorní Újezd a Vojice","657,00","Královéhradecký kraj","HOŘICE","Jičín"
"Podhradí","244,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Podhradí","257,00","Karlovarský kraj","AŠ","Cheb"
"Podhradí","629,00","Královéhradecký kraj","JIČÍN","Jičín"
"Podhradí nad Dyjí","124,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Podhradní Lhota","552,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Podivice","232,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Podivín","2 701,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Podkopná Lhota","379,00","Zlínský kraj","VIZOVICE","Zlín"
"Podlesí","1 032,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Podlesí","218,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Podlešín","386,00","Středočeský kraj","SLANÝ","Kladno"
"Podluhy","660,00","Středočeský kraj","HOŘOVICE","Beroun"
"Podmoklany","192,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
