"obce","Počet obyvatel dle Sčítání lidu 1921","kraj","orp","okres"
"Dubné","1 020,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dubnice","1 007,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Dubno","620,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Dubovice","137,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Duchcov","18 324,00","Ústecký kraj","TEPLICE","Teplice"
"Dudín","428,00","Vysočina","JIHLAVA","Jihlava"
"Dukovany","1 201,00","Vysočina","TŘEBÍČ","Třebíč"
"Důl","280,00","Vysočina","PACOV","Pelhřimov"
"Dunajovice","435,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Dunice","174,00","Středočeský kraj","VLAŠIM","Benešov"
"Dušejov","408,00","Vysočina","JIHLAVA","Jihlava"
"Dušníky","403,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Dvakačovice","411,00","Pardubický kraj","CHRUDIM","Chrudim"
"Dvorce","200,00","Vysočina","JIHLAVA","Jihlava"
"Dvorce","2 538,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Dvory","744,00","Středočeský kraj","NYMBURK","Nymburk"
"Dvory","214,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Dvory nad Lužnicí","592,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Dvůr Králové nad Labem","15 615,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Dyjákovice","3 007,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dyjákovičky","960,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dyje","489,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dyjice","295,00","Vysočina","TELČ","Jihlava"
"Dymokury","1 715,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Dynín","478,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dýšina","835,00","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Džbánice","290,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Džbánov","572,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Dzbel","551,00","Olomoucký kraj","KONICE","Prostějov"
"Ejpovice","765,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Erpužice","554,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Eš","199,00","Vysočina","PACOV","Pelhřimov"
"Evaň","648,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Felbabka","335,00","Středočeský kraj","HOŘOVICE","Beroun"
"Frahelž","320,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Francova Lhota","1 620,00","Zlínský kraj","VSETÍN","Vsetín"
"Františkov nad Ploučnicí","993,00","Ústecký kraj","DĚČÍN","Děčín"
"Františkovy Lázně","5 608,00","Karlovarský kraj","CHEB","Cheb"
"Frenštát pod Radhoštěm","5 432,00","Moravskoslezský kraj","FRENŠTÁT P. RADHOŠTĚM","Nový Jičín"
"Fryčovice","1 772,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Frýdek-Místek","22 473,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Frýdlant","8 193,00","Liberecký kraj","FRÝDLANT","Liberec"
"Frýdlant nad Ostravicí","4 668,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Frýdštejn","1 681,00","Liberecký kraj","TURNOV","Jablonec n.Nisou"
"Frymburk","2 751,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Frymburk","390,00","Plzeňský kraj","SUŠICE","Klatovy"
"Fryšava pod Žákovou horou","776,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Fryšták","2 836,00","Zlínský kraj","ZLÍN","Zlín"
"Fulnek","6 818,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Golčův Jeníkov","3 731,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Grešlové Mýto","265,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Gruna","618,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Grunta","128,00","Středočeský kraj","KOLÍN","Kolín"
"Grygov","954,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Grymov","195,00","Olomoucký kraj","PŘEROV","Přerov"
"Habartice","1 236,00","Liberecký kraj","FRÝDLANT","Liberec"
"Habartov","4 299,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Habří","261,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Habřina","565,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Habrovany","266,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Habrovany","958,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Habrůvka","549,00","Jihomoravský kraj","BLANSKO","Blansko"
"Habry","2 238,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Hačky","259,00","Olomoucký kraj","KONICE","Prostějov"
"Hadravova Rosička","130,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Háj u Duchcova","2 849,00","Ústecký kraj","TEPLICE","Teplice"
"Háj ve Slezsku","2 657,00","Moravskoslezský kraj","OPAVA","Opava"
"Hajany","335,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Hajany","256,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Háje","285,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Háje nad Jizerou","1 758,00","Liberecký kraj","SEMILY","Semily"
"Hájek","145,00","Jihočeský kraj","VODŇANY","Strakonice"
"Hájek","652,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Hajnice","2 546,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Halámky","469,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Halenkov","2 332,00","Zlínský kraj","VSETÍN","Vsetín"
"Halenkovice","2 058,00","Zlínský kraj","OTROKOVICE","Zlín"
"Haluzice","150,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Halže","2 404,00","Plzeňský kraj","TACHOV","Tachov"
"Hamr","535,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Hamr na Jezeře","576,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Hamry","559,00","Pardubický kraj","HLINSKO","Chrudim"
"Hamry","1 536,00","Plzeňský kraj","KLATOVY","Klatovy"
"Hamry nad Sázavou","743,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Haňovice","535,00","Olomoucký kraj","LITOVEL","Olomouc"
"Hanušovice","4 181,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Harrachov","1 410,00","Liberecký kraj","TANVALD","Semily"
"Hartinkov","299,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Hartmanice","556,00","Pardubický kraj","POLIČKA","Svitavy"
"Hartmanice","289,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Hartmanice","3 766,00","Plzeňský kraj","SUŠICE","Klatovy"
"Hartvíkovice","577,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Haškovcova Lhota","209,00","Jihočeský kraj","TÁBOR","Tábor"
"Hať","1 720,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Hatín","639,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Havířov","11 765,00","Moravskoslezský kraj","HAVÍŘOV","Karviná"
"Havlíčkova Borová","1 867,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Havlíčkův Brod","13 150,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Havlovice","936,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Havraň","1 274,00","Ústecký kraj","MOST","Most"
"Havraníky","673,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hazlov","4 047,00","Karlovarský kraj","AŠ","Cheb"
"Hejná","439,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Hejnice","305,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Hejnice","2 966,00","Liberecký kraj","FRÝDLANT","Liberec"
"Hejtmánkovice","1 322,00","Královéhradecký kraj","BROUMOV","Náchod"
"Helvíkovice","627,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Herálec","1 760,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Herálec","2 228,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Heraltice","523,00","Vysočina","TŘEBÍČ","Třebíč"
"Herink","164,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Heřmaň","571,00","Jihočeský kraj","PÍSEK","Písek"
"Heřmaň","258,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Heřmaneč","222,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Heřmanice","984,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Heřmanice","1 166,00","Liberecký kraj","FRÝDLANT","Liberec"
"Heřmanice","247,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Heřmanice u Oder","509,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Heřmaničky","1 293,00","Středočeský kraj","VOTICE","Benešov"
"Heřmánkovice","1 850,00","Královéhradecký kraj","BROUMOV","Náchod"
"Heřmánky","234,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Heřmanov","1 865,00","Ústecký kraj","DĚČÍN","Děčín"
"Heřmanov","308,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Heřmanova Huť","2 755,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Heřmanovice","2 101,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Heřmanův Městec","4 649,00","Pardubický kraj","CHRUDIM","Chrudim"
"Heroltice","245,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Heršpice","942,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Hevlín","2 384,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hladké Životice","1 019,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Hladov","311,00","Vysočina","JIHLAVA","Jihlava"
"Hlasivo","621,00","Jihočeský kraj","TÁBOR","Tábor"
"Hlásná Třebaň","331,00","Středočeský kraj","BEROUN","Beroun"
"Hlásnice","312,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Hlavatce","804,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Hlavatce","281,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hlavečník","610,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Hlavenec","466,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Mladá Boleslav"
"Hlavice","750,00","Liberecký kraj","LIBEREC","Liberec"
"Hlavnice","677,00","Moravskoslezský kraj","OPAVA","Opava"
"Hlavňovice","1 207,00","Plzeňský kraj","SUŠICE","Klatovy"
"Hlína","359,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Hlince","290,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Hlincová Hora","128,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hlinka","463,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Hlinná","865,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Hlinsko","6 901,00","Pardubický kraj","HLINSKO","Chrudim"
"Hlinsko","292,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Hlízov","732,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Hlohová","648,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Hlohovčice","385,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Hlohovec","1 313,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Hlohovice","1 105,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hlubočany","746,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Hlubočec","672,00","Moravskoslezský kraj","OPAVA","Opava"
"Hlubočky","1 906,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Hluboká","591,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hluboká nad Vltavou","5 391,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hluboké","367,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Hluboké Dvory","212,00","Jihomoravský kraj","TIŠNOV","Blansko"
"Hluboké Mašůvky","695,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hluboš","926,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hlubyně","236,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hluchov","568,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hlučín","6 218,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Hluk","3 530,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Hlupín","281,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Hlušice","1 140,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Hlušovice","286,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Hnačov","204,00","Plzeňský kraj","KLATOVY","Klatovy"
"Hnanice","584,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hnátnice","1 439,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Hněvčeves","314,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hněvkovice","1 144,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Hněvnice","292,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Hněvošice","629,00","Moravskoslezský kraj","OPAVA","Opava"
"Hněvotín","1 312,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Hnojice","984,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Hnojník","612,00","Moravskoslezský kraj","TŘINEC","Frýdek-Místek"
"Hobšovice","719,00","Středočeský kraj","SLANÝ","Kladno"
"Hodějice","1 234,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Hodětín","420,00","Jihočeský kraj","TÁBOR","Tábor"
"Hodice","874,00","Vysočina","JIHLAVA","Jihlava"
"Hodíškov","231,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Hodkovice nad Mohelkou","3 443,00","Liberecký kraj","LIBEREC","Liberec"
"Hodonice","916,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hodonice","334,00","Jihočeský kraj","TÁBOR","Tábor"
"Hodonín","227,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hodonín","13 200,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Hodonín","272,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Hodov","535,00","Vysočina","TŘEBÍČ","Třebíč"
"Hodslavice","1 739,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Hojanovice","227,00","Vysočina","HUMPOLEC","Pelhřimov"
"Hojkov","492,00","Vysočina","JIHLAVA","Jihlava"
"Hojovice","403,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Holany","938,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Holasice","766,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Holasovice","1 708,00","Moravskoslezský kraj","OPAVA","Opava"
"Holčovice","3 733,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Holedeč","1 444,00","Ústecký kraj","ŽATEC","Louny"
"Holenice","308,00","Liberecký kraj","TURNOV","Semily"
"Holešov","9 714,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Holetín","1 429,00","Pardubický kraj","HLINSKO","Chrudim"
"Holice","6 129,00","Pardubický kraj","HOLICE","Pardubice"
"Holín","817,00","Královéhradecký kraj","JIČÍN","Jičín"
"Holohlavy","793,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Holotín","146,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Holoubkov","880,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Holovousy","192,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Holovousy","870,00","Královéhradecký kraj","HOŘICE","Jičín"
"Holštejn","240,00","Jihomoravský kraj","BLANSKO","Blansko"
"Holubice","863,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Holubice","980,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Holubov","1 161,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Holýšov","1 392,00","Plzeňský kraj","STOD","Domažlice"
"Homole","685,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Homole u Panny","961,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Honbice","490,00","Pardubický kraj","CHRUDIM","Chrudim"
"Honětice","384,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Honezovice","748,00","Plzeňský kraj","STOD","Plzeň-jih"
"Hora Svaté Kateřiny","1 910,00","Ústecký kraj","LITVÍNOV","Most"
"Hora Svatého Šebestiána","2 936,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Hora Svatého Václava","598,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hořany","383,00","Středočeský kraj","NYMBURK","Nymburk"
"Hořátev","682,00","Středočeský kraj","NYMBURK","Nymburk"
"Horažďovice","5 210,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Horčápsko","221,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hořenice","461,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Hořepník","1 389,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Hořesedly","594,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hořešovice","404,00","Středočeský kraj","SLANÝ","Kladno"
"Hořešovičky","297,00","Středočeský kraj","SLANÝ","Kladno"
"Hořice","9 787,00","Královéhradecký kraj","HOŘICE","Jičín"
"Hořice","421,00","Vysočina","HUMPOLEC","Pelhřimov"
"Hořice na Šumavě","2 268,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Hořičky","824,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Hořín","1 258,00","Středočeský kraj","MĚLNÍK","Mělník"
"Hořiněves","1 252,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Horka","795,00","Pardubický kraj","CHRUDIM","Chrudim"
"Horka I","713,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Horka II","768,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Horka nad Moravou","1 494,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Horka u Staré Paky","477,00","Liberecký kraj","JILEMNICE","Semily"
"Horky","149,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Horky","286,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Horky nad Jizerou","627,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Horní Bečva","3 002,00","Zlínský kraj","ROŽNOV POD RADHOŠTĚM","Vsetín"
"Horní Bělá","881,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Horní Benešov","3 376,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Horní Beřkovice","1 497,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Horní Bezděkov","304,00","Středočeský kraj","KLADNO","Kladno"
"Horní Blatná","2 163,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Horní Bludovice","1 425,00","Moravskoslezský kraj","HAVÍŘOV","Frýdek-Místek"
"Horní Bojanovice","951,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Horní Bradlo","1 171,00","Pardubický kraj","CHRUDIM","Chrudim"
"Horní Branná","2 852,00","Liberecký kraj","JILEMNICE","Semily"
"Horní Břečkov","562,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Horní Bříza","1 327,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Horní Brusnice","1 255,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Horní Bukovina","448,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Horní Cerekev","2 704,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Horní Čermná","140,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Horní Domaslavice","716,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Horní Dubenky","810,00","Vysočina","JIHLAVA","Jihlava"
"Horní Dubňany","511,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Horní Dunajovice","1 132,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Horní Dvořiště","1 187,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Horní Habartice","919,00","Ústecký kraj","DĚČÍN","Děčín"
"Horní Heřmanice","262,00","Vysočina","TŘEBÍČ","Třebíč"
"Horní Heřmanice","1 610,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Horní Jelení","2 340,00","Pardubický kraj","HOLICE","Pardubice"
"Horní Jiřetín","8 206,00","Ústecký kraj","LITVÍNOV","Most"
"Horní Kalná","823,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Horní Kamenice","423,00","Plzeňský kraj","STOD","Domažlice"
"Horní Kněžeklady","385,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Horní Kounice","509,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Horní Kozolupy","930,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Horní Krupá","579,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Horní Kruty","1 051,00","Středočeský kraj","KOLÍN","Kolín"
"Horní Lapač","278,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Horní Lhota","441,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Horní Libchava","975,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Horní Libochová","307,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Horní Lideč","538,00","Zlínský kraj","VSETÍN","Vsetín"
"Horní Loděnice","781,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Horní Lomná","601,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Horní Loučky","334,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Horní Lukavice","594,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Horní Maršov","2 392,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Horní Město","2 733,00","Moravskoslezský kraj","RÝMAŘOV","Bruntál"
"Horní Meziříčko","210,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Horní Moštěnice","1 713,00","Olomoucký kraj","PŘEROV","Přerov"
"Horní Myslová","155,00","Vysočina","TELČ","Jihlava"
"Horní Němčí","1 344,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Horní Němčice","274,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Horní Nětčice","378,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Horní Olešnice","982,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Horní Paseka","1 089,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Horní Pěna","782,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Horní Planá","7 044,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Horní Počaply","968,00","Středočeský kraj","MĚLNÍK","Mělník"
"Horní Podluží","1 748,00","Ústecký kraj","VARNSDORF","Děčín"
"Horní Pohleď","220,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Horní Police","1 117,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Horní Poříčí","555,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Horní Poříčí","500,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Horní Radechová","1 239,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Horní Radouň","1 018,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Horní Radslavice","251,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Horní Rápotice","227,00","Vysočina","HUMPOLEC","Pelhřimov"
"Horní Řasnice","1 467,00","Liberecký kraj","FRÝDLANT","Liberec"
"Horní Ředice","920,00","Pardubický kraj","HOLICE","Pardubice"
"Horní Řepčice","276,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Horní Rožínka","151,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Horní Skrýchov","141,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Horní Slatina","289,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Horní Slavkov","4 453,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Horní Slivno","512,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Horní Smrčné","93,00","Vysočina","TŘEBÍČ","Třebíč"
"Horní Smržov","192,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Horní Štěpánov","2 033,00","Olomoucký kraj","KONICE","Prostějov"
"Horní Stropnice","5 470,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Horní Studénky","683,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Horní Suchá","3 561,00","Moravskoslezský kraj","HAVÍŘOV","Karviná"
"Horní Těšice","138,00","Olomoucký kraj","HRANICE","Přerov"
"Horní Tošanovice","431,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Horní Třešňovec","1 057,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Horní Újezd","419,00","Vysočina","TŘEBÍČ","Třebíč"
"Horní Újezd","565,00","Olomoucký kraj","HRANICE","Přerov"
"Horní Ves","752,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Horní Věstonice","734,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Horní Vilémovice","210,00","Vysočina","TŘEBÍČ","Třebíč"
"Horní Vltavice","1 195,00","Jihočeský kraj","VIMPERK","Prachatice"
"Horní Životice","737,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Hornice","158,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Hornosín","196,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Horoměřice","1 269,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Horosedly","351,00","Jihočeský kraj","PÍSEK","Písek"
"Horoušany","611,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Hořovice","4 679,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hořovičky","1 243,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Horšice","726,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Horská Kvilda","506,00","Plzeňský kraj","SUŠICE","Klatovy"
