"obce","Počet obyvatel dle Sčítání lidu 1921","kraj","orp","okres"
"Bačkovice","305,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Bácovice","227,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bakov nad Jizerou","4 745,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Baliny","187,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Balkova Lhota","241,00","Jihočeský kraj","TÁBOR","Tábor"
"Banín","696,00","Pardubický kraj","SVITAVY","Svitavy"
"Bánov","1 918,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Báňovice","170,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Bantice","389,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Barchov","422,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Barchov","430,00","Pardubický kraj","PARDUBICE","Pardubice"
"Barchovice","824,00","Středočeský kraj","KOLÍN","Kolín"
"Bařice-Velké Těšany","694,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Bartošovice","2 534,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Bartošovice v Orlických horách","1 898,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Bartoušov","264,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Baška","2 335,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Bašnice","418,00","Královéhradecký kraj","HOŘICE","Jičín"
"Bašť","671,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Batelov","3 214,00","Vysočina","JIHLAVA","Jihlava"
"Batňovice","1 063,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Bavorov","2 966,00","Jihočeský kraj","VODŇANY","Strakonice"
"Bavory","476,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Bavoryně","277,00","Středočeský kraj","BEROUN","Beroun"
"Bdeněves","494,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Bdín","213,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Běchary","675,00","Královéhradecký kraj","JIČÍN","Jičín"
"Bechlín","1 405,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Bechyně","2 725,00","Jihočeský kraj","TÁBOR","Tábor"
"Bečice","155,00","Jihočeský kraj","TÁBOR","Tábor"
"Bečice","246,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Bečov","1 975,00","Ústecký kraj","MOST","Most"
"Bečov nad Teplou","2 760,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Bečváry","1 721,00","Středočeský kraj","KOLÍN","Kolín"
"Bedihošť","1 441,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Bednárec","332,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Bednáreček","507,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Bedřichov","1 196,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Bedřichov","417,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Běhařov","479,00","Plzeňský kraj","KLATOVY","Klatovy"
"Běhařovice","935,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bělá","665,00","Liberecký kraj","SEMILY","Semily"
"Bělá","448,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Bělá","182,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bělá","461,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Bělá nad Radbuzou","6 885,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Bělá nad Svitavou","1 098,00","Pardubický kraj","SVITAVY","Svitavy"
"Bělá pod Bezdězem","5 106,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Bělá pod Pradědem","3 351,00","Olomoucký kraj","JESENÍK","Jeseník"
"Bělá u Jevíčka","892,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Bělčice","2 249,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Běleč","457,00","Jihočeský kraj","TÁBOR","Tábor"
"Běleč","482,00","Středočeský kraj","KLADNO","Kladno"
"Běleč","286,00","Jihomoravský kraj","TIŠNOV","Blansko"
"Běleč nad Orlicí","325,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Bělkovice-Lašťany","1 628,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Běloky","245,00","Středočeský kraj","KLADNO","Kladno"
"Bělotín","2 281,00","Olomoucký kraj","HRANICE","Přerov"
"Bělov","458,00","Zlínský kraj","OTROKOVICE","Kroměříž"
"Bělušice","655,00","Ústecký kraj","MOST","Most"
"Bělušice","454,00","Středočeský kraj","KOLÍN","Kolín"
"Benátky","276,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Benátky","431,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Benátky nad Jizerou","5 236,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Benecko","2 389,00","Liberecký kraj","JILEMNICE","Semily"
"Benešov","9 304,00","Středočeský kraj","BENEŠOV","Benešov"
"Benešov","873,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Benešov nad Černou","4 209,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Benešov nad Ploučnicí","3 877,00","Ústecký kraj","DĚČÍN","Děčín"
"Benešov u Semil","1 459,00","Liberecký kraj","SEMILY","Semily"
"Benešovice","686,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Benetice","244,00","Vysočina","TŘEBÍČ","Třebíč"
"Beňov","940,00","Olomoucký kraj","PŘEROV","Přerov"
"Bernardov","272,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Bernartice","2 946,00","Jihočeský kraj","MILEVSKO","Písek"
"Bernartice","604,00","Středočeský kraj","VLAŠIM","Benešov"
"Bernartice","2 623,00","Olomoucký kraj","JESENÍK","Jeseník"
"Bernartice","2 466,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Bernartice nad Odrou","837,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Beroun","12 107,00","Středočeský kraj","BEROUN","Beroun"
"Beřovice","692,00","Středočeský kraj","SLANÝ","Kladno"
"Běrunice","1 911,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Besednice","1 069,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Běšiny","1 520,00","Plzeňský kraj","KLATOVY","Klatovy"
"Běštín","765,00","Středočeský kraj","HOŘOVICE","Beroun"
"Běstovice","347,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Běstvina","1 218,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bezděčí u Trnávky","357,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Bezdědovice","492,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Bezděkov","467,00","Pardubický kraj","PARDUBICE","Pardubice"
"Bezděkov","1 306,00","Plzeňský kraj","KLATOVY","Klatovy"
"Bezděkov","432,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Bezděkov","240,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Bezděkov nad Metují","656,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Bezděkov pod Třemšínem","244,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bezděz","539,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Bezdružice","1 977,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Bezkov","259,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bezměrov","756,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Bezno","922,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Bezuchov","354,00","Olomoucký kraj","PŘEROV","Přerov"
"Bezvěrov","2 647,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Bílá","855,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Bílá","1 646,00","Liberecký kraj","LIBEREC","Liberec"
"Bílá Hlína","218,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Bílá Lhota","2 130,00","Olomoucký kraj","LITOVEL","Olomouc"
"Bílá Třemešná","1 772,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Bílá Voda","1 182,00","Olomoucký kraj","JESENÍK","Jeseník"
"Bílčice","1 133,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Bílé Podolí","1 625,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Bílé Poličany","454,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Bílence","931,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Bílichov","403,00","Středočeský kraj","SLANÝ","Kladno"
"Bílina","14 361,00","Ústecký kraj","BÍLINA","Teplice"
"Bílov","726,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Bílov","209,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Bílovec","6 831,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Bílovice","1 364,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Bílovice nad Svitavou","1 846,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Bílovice-Lutotín","809,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Bílsko","585,00","Jihočeský kraj","VODŇANY","Strakonice"
"Bílsko","314,00","Olomoucký kraj","LITOVEL","Olomouc"
"Bílsko u Hořic","213,00","Královéhradecký kraj","HOŘICE","Jičín"
"Bílý Kámen","210,00","Vysočina","JIHLAVA","Jihlava"
"Bílý Kostel nad Nisou","1 557,00","Liberecký kraj","LIBEREC","Liberec"
"Bílý Potok","1 698,00","Liberecký kraj","FRÝDLANT","Liberec"
"Bílý Újezd","1 115,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Biřkov","288,00","Plzeňský kraj","KLATOVY","Klatovy"
"Biskoupky","265,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Biskupice","358,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Biskupice","386,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Biskupice","241,00","Pardubický kraj","CHRUDIM","Chrudim"
"Biskupice-Pulkov","759,00","Vysočina","TŘEBÍČ","Třebíč"
"Bítouchov","562,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Bítov","421,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Bítov","416,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bítovany","751,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bítovčice","551,00","Vysočina","JIHLAVA","Jihlava"
"Bitozeves","1 348,00","Ústecký kraj","ŽATEC","Louny"
"Blanné","150,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Blansko","7 544,00","Jihomoravský kraj","BLANSKO","Blansko"
"Blatce","741,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Blatec","537,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Blatná","4 700,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Blatnice","471,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Blatnice","937,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Blatnice pod Svatým Antonínkem","2 184,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Blatnička","492,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Blatno","1 651,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Blatno","638,00","Ústecký kraj","PODBOŘANY","Louny"
"Blažejov","922,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Blažejovice","351,00","Středočeský kraj","VLAŠIM","Benešov"
"Blazice","315,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Blažim","228,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Blažim","530,00","Ústecký kraj","ŽATEC","Louny"
"Blažkov","391,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Blažovice","881,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Blešno","353,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Blevice","488,00","Středočeský kraj","KLADNO","Kladno"
"Blížejov","1 960,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Blíževedly","1 249,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Blízkov","577,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Blížkovice","1 383,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Blovice","3 317,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Blšany","3 288,00","Ústecký kraj","PODBOŘANY","Louny"
"Blšany u Loun","473,00","Ústecký kraj","LOUNY","Louny"
"Blučina","1 759,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Bludov","153,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Bobnice","1 129,00","Středočeský kraj","NYMBURK","Nymburk"
"Bobrová","1 126,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Bobrůvka","347,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Bocanovice","346,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Bochoř","1 646,00","Olomoucký kraj","PŘEROV","Přerov"
"Bochov","6 487,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Bochovice","311,00","Vysočina","TŘEBÍČ","Třebíč"
"Boháňka","579,00","Královéhradecký kraj","HOŘICE","Jičín"
"Boharyně","921,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Bohaté Málkovice","493,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Bohatice","329,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Bohdalec","435,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Bohdalice-Pavlovice","957,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Bohdalín","514,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bohdalov","1 081,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Bohdalovice","1 172,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Bohdaneč","1 092,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Bohdašín","484,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Bohdíkov","2 278,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Bohostice","648,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bohumilice","442,00","Jihočeský kraj","VIMPERK","Prachatice"
"Bohumín","23 289,00","Moravskoslezský kraj","BOHUMÍN","Karviná"
"Bohunice","175,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Bohuňov","324,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Bohuňov","370,00","Pardubický kraj","SVITAVY","Svitavy"
"Bohuňovice","1 786,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Bohuňovice","300,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Bohušice","292,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Bohuslavice","313,00","Olomoucký kraj","KONICE","Prostějov"
"Bohuslavice","1 171,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Bohuslavice","230,00","Vysočina","TELČ","Jihlava"
"Bohuslavice","555,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Bohuslavice nad Vláří","566,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Bohuslavice u Zlína","702,00","Zlínský kraj","ZLÍN","Zlín"
"Bohuslávky","364,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Bohušov","1 624,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Bohušovice nad Ohří","2 143,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Bohutice","778,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Bohutín","1 480,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bohutín","473,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Bohy","287,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Bojanov","1 141,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bojanovice","711,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Bojanovice","354,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bojiště","402,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Bojkovice","3 859,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Bolatice","2 375,00","Moravskoslezský kraj","KRAVAŘE","Opava"
"Boleboř","785,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Bolehošť","1 012,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Boleradice","1 386,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Bolešiny","1 199,00","Plzeňský kraj","KLATOVY","Klatovy"
"Boletice","6 440,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Bolkov","229,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Boňkov","198,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Bor","5 401,00","Plzeňský kraj","TACHOV","Tachov"
"Bor u Skutče","364,00","Pardubický kraj","CHRUDIM","Chrudim"
"Borač","394,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Bořanovice","485,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Bordovice","520,00","Moravskoslezský kraj","FRENŠTÁT P. RADHOŠTĚM","Nový Jičín"
"Boreč","325,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Borek","147,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Mělník"
"Borek","283,00","Pardubický kraj","PARDUBICE","Pardubice"
"Borek","332,00","Královéhradecký kraj","HOŘICE","Jičín"
"Borek","398,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Borek","165,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Bořenovice","297,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Bořetice","1 279,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Bořetice","180,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bořetín","320,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Bořetín","389,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bořice","445,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bořislav","543,00","Ústecký kraj","TEPLICE","Teplice"
"Bořitov","1 260,00","Jihomoravský kraj","BLANSKO","Blansko"
"Borkovany","1 363,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Borkovice","422,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Borohrádek","1 991,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Borotice","1 001,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Borotice","759,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Borotín","1 477,00","Jihočeský kraj","TÁBOR","Tábor"
"Borotín","793,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Borová","706,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Borová","1 248,00","Pardubický kraj","POLIČKA","Svitavy"
"Borová Lada","2 138,00","Jihočeský kraj","VIMPERK","Prachatice"
"Borovany","471,00","Jihočeský kraj","MILEVSKO","Písek"
"Borovany","2 924,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Borovná","202,00","Vysočina","TELČ","Jihlava"
"Borovnice","524,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Borovnice","186,00","Středočeský kraj","VLAŠIM","Benešov"
"Borovnice","687,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Borovnice","1 155,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Borovnice","151,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Borovnička","861,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Borovník","158,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Borovno","249,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Borovy","345,00","Plzeňský kraj","PŘEŠTICE","Klatovy"
"Boršice","1 671,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Boršice u Blatnice","993,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Boršov","272,00","Vysočina","JIHLAVA","Jihlava"
"Boršov nad Vltavou","920,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Borušov","454,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Bory","814,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Boseň","853,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Bošice","823,00","Jihočeský kraj","VIMPERK","Prachatice"
"Bošilec","438,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Bošín","174,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Boskovice","7 322,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Boskovštejn","440,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bošovice","1 121,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Boudy","467,00","Jihočeský kraj","PÍSEK","Písek"
"Bousín","596,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Bousov","498,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bouzov","2 847,00","Olomoucký kraj","LITOVEL","Olomouc"
"Božanov","1 282,00","Královéhradecký kraj","BROUMOV","Náchod"
"Božejov","659,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Božetice","718,00","Jihočeský kraj","MILEVSKO","Písek"
"Boží Dar","1 913,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Božičany","1 062,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Božice","2 501,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bozkov","1 049,00","Liberecký kraj","SEMILY","Semily"
"Brada-Rybníček","247,00","Královéhradecký kraj","JIČÍN","Jičín"
"Bradáčov","346,00","Jihočeský kraj","TÁBOR","Tábor"
"Bradlec","301,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Bradlecká Lhota","365,00","Liberecký kraj","SEMILY","Semily"
"Brambory","126,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Braňany","1 042,00","Ústecký kraj","MOST","Most"
"Brandov","2 572,00","Ústecký kraj","LITVÍNOV","Most"
"Brandýs nad Labem-Stará Boleslav","9 882,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Brandýs nad Orlicí","1 278,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Brandýsek","2 558,00","Středočeský kraj","KLADNO","Kladno"
"Branice","297,00","Jihočeský kraj","MILEVSKO","Písek"
"Braníškov","230,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Branišov","205,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Branka u Opavy","721,00","Moravskoslezský kraj","OPAVA","Opava"
"Brankovice","1 071,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Branky","850,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Branná","1 246,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Branov","523,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Bransouze","381,00","Vysočina","TŘEBÍČ","Třebíč"
"Brantice","1 807,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Branžež","415,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Braškov","723,00","Středočeský kraj","KLADNO","Kladno"
